,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
507,DUNN ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,2298,down,down,flat,E
508,DUNSTAN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2300,flat,flat,flat,M
509,DUPONT ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,2308,flat,flat,down,E
510,DURANGO HIGH SCHOOL,1520,DURANGO 9-R,H,,2318,flat,flat,flat,H
511,DUTCH CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2322,up,up,up,E
512,EADS MIDDLE SCHOOL,1430,EADS RE-1,M,,2332,up,flat,flat,M
513,EADS HIGH SCHOOL,1430,EADS RE-1,H,,2336,up,up,up,H
514,EAGLE COUNTY CHARTER ACADEMY,910,EAGLE COUNTY RE 50,E,,2340,flat,down,flat,E
515,EAGLE COUNTY CHARTER ACADEMY,910,EAGLE COUNTY RE 50,M,,2340,flat,flat,flat,M
516,EAGLE CREST ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,2343,down,flat,flat,E
517,EAGLE VALLEY ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,2346,flat,up,up,E
518,EAGLE VALLEY HIGH SCHOOL,910,EAGLE COUNTY RE 50,H,,2350,up,up,flat,H
519,EAGLE VALLEY MIDDLE SCHOOL,910,EAGLE COUNTY RE 50,M,,2355,flat,up,flat,M
520,EAGLECREST HIGH SCHOOL,130,CHERRY CREEK 5,H,,2357,flat,flat,flat,H
521,EAGLEVIEW MIDDLE SCHOOL,1040,ACADEMY 20,M,,2358,flat,flat,flat,M
522,EAGLEVIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2361,flat,down,down,E
523,EAGLETON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,2364,up,up,up,E
524,EAST ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,2374,up,down,flat,E
525,EAST GRAND MIDDLE SCHOOL,1350,EAST GRAND 2,M,,2376,flat,up,flat,M
526,EAST ELEMENTARY SCHOOL,140,LITTLETON 6,E,,2382,flat,down,down,E
527,EAST MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,2384,up,flat,flat,M
528,EAST MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,2392,flat,flat,flat,M
529,EAST HIGH SCHOOL,2690,PUEBLO CITY 60,H,,2394,flat,down,flat,H
530,EAST HIGH SCHOOL,880,DENVER COUNTY 1,H,,2398,flat,flat,flat,H
531,EAGLE RIDGE ACADEMY,40,BRIGHTON 27J,H,,2399,flat,flat,flat,H
532,TARVER ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2410,flat,up,flat,E
533,EAST MEMORIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,,2414,up,flat,up,E
534,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,2428,flat,flat,down,E
535,EVA R BACA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,2438,flat,up,up,E
536,EATON MIDDLE SCHOOL,3085,EATON RE-2,M,,2452,flat,flat,flat,M
537,EATON HIGH SCHOOL,3085,EATON RE-2,H,,2456,flat,flat,up,H
538,EDGEWATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2496,up,up,up,E
539,EDISON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,2506,up,up,flat,E
540,EDISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,2510,down,down,down,E
541,HAYDEN VALLEY ELEMENTARY SCHOOL,2760,HAYDEN RE-1,E,,2522,flat,up,up,E
542,EDITH WOLFORD ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,2524,flat,flat,flat,E
543,EDISON JUNIOR-SENIOR HIGH SCHOOL,1120,EDISON 54 JT,M,,2526,up,flat,up,M
544,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,1010,COLORADO SPRINGS 11,H,,2528,down,down,flat,H
545,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,1010,COLORADO SPRINGS 11,M,,2528,down,down,down,M
546,EDWARDS ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,2530,up,flat,flat,E
547,EIBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2550,up,up,flat,E
548,EISENHOWER ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,2552,down,down,down,E
549,ELBERT ELEMENTARY SCHOOL,950,ELBERT 200,E,,2570,up,flat,flat,E
550,LEGACY ACADEMY,920,ELIZABETH C-1,E,,2572,flat,down,down,E
551,LEGACY ACADEMY,920,ELIZABETH C-1,M,,2572,up,up,flat,M
552,ELK CREEK ELEMENTARY,1195,GARFIELD RE-2,E,,2573,up,down,down,E
553,ELBERT JUNIOR-SENIOR HIGH SCHOOL,950,ELBERT 200,H,,2574,flat,down,flat,H
554,ELBERT JUNIOR-SENIOR HIGH SCHOOL,950,ELBERT 200,M,,2574,down,down,down,M
555,CHERRY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2576,flat,down,flat,E
556,SKYVIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2578,flat,flat,flat,E
557,HUNTERS GLEN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2580,flat,flat,flat,E
558,ROCKY MOUNTAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2582,flat,up,up,E
559,RIVERDALE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2584,flat,down,down,E
560,ELDORADO K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,,2589,flat,flat,flat,E
561,ELDORADO K-8 SCHOOL,480,BOULDER VALLEY RE 2,M,,2589,flat,flat,flat,M
562,ELIZABETH MIDDLE SCHOOL,920,ELIZABETH C-1,M,,2604,down,down,down,M
563,ELIZABETH HIGH SCHOOL,920,ELIZABETH C-1,H,,2608,flat,up,flat,H
564,ELK CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2616,up,up,flat,E
565,ELKHART ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,2618,flat,down,down,E
566,ELLICOTT ELEMENTARY SCHOOL,1050,ELLICOTT 22,E,,2638,flat,flat,flat,E
567,ELLICOTT MIDDLE SCHOOL,1050,ELLICOTT 22,M,,2640,down,flat,flat,M
568,ELLICOTT SENIOR HIGH SCHOOL,1050,ELLICOTT 22,H,,2642,flat,flat,flat,H
569,ELLIS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,2652,up,down,flat,E
570,ELDORADO ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,2656,flat,flat,flat,E
571,EMERALD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,2702,flat,down,down,E
572,NEW EMERSON SCHOOL AT COLUMBUS,2000,MESA COUNTY VALLEY 51,E,,2724,flat,down,flat,E
573,ENGLEWOOD HIGH SCHOOL,120,ENGLEWOOD 1,H,,2746,down,flat,flat,H
574,ENGLEWOOD LEADERSHIP ACADEMY,120,ENGLEWOOD 1,M,,2750,flat,up,up,M
575,ENGLEWOOD MIDDLE SCHOOL,120,ENGLEWOOD 1,M,,2752,flat,up,up,M
576,VENTURE PREP,880,DENVER COUNTY 1,H,,2755,flat,flat,flat,H
577,VENTURE PREP,880,DENVER COUNTY 1,M,,2755,down,flat,flat,M
578,ERIE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,2758,flat,flat,flat,E
579,ERIE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,2760,flat,flat,flat,M
580,ERIE HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,2761,flat,flat,flat,H
581,ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,H,,2789,down,flat,flat,H
582,ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,M,,2789,flat,flat,flat,M
583,ESTES PARK K-5 SCHOOL,1570,PARK (ESTES PARK) R-3,E,,2790,flat,flat,flat,E
584,ESTES PARK MIDDLE SCHOOL,1570,PARK (ESTES PARK) R-3,M,,2792,flat,up,up,M
585,ESTES PARK HIGH SCHOOL,1570,PARK (ESTES PARK) R-3,H,,2794,up,up,flat,H
586,EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2799,up,up,up,E
587,EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2799,up,up,up,M
588,EXPLORER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,2800,flat,down,down,E
589,EUCLID MIDDLE SCHOOL,140,LITTLETON 6,M,,2804,flat,down,flat,M
590,EVERITT MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2820,flat,flat,down,M
591,EVERGREEN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2832,flat,up,flat,M
592,EVERGREEN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,2836,flat,flat,flat,H
593,EARLY COLLEGE HIGH SCHOOL AT ARVADA,8001,CHARTER SCHOOL INSTITUTE,H,,2837,down,flat,down,H
594,EARLY COLLEGE HIGH SCHOOL AT ARVADA,8001,CHARTER SCHOOL INSTITUTE,M,,2837,flat,flat,flat,M
595,EXPEDITIONARY LEARNING SCHOOL,9130,EXPEDITIONARY BOCES,E,,2840,flat,flat,up,E
596,EXPEDITIONARY LEARNING SCHOOL,9130,EXPEDITIONARY BOCES,H,,2840,down,flat,down,H
597,EXPEDITIONARY LEARNING SCHOOL,9130,EXPEDITIONARY BOCES,M,,2840,down,down,down,M
598,UNIVERSITY SCHOOLS,3120,GREELEY 6,E,,2850,flat,down,down,E
599,UNIVERSITY SCHOOLS,3120,GREELEY 6,H,,2850,flat,flat,flat,H
600,UNIVERSITY SCHOOLS,3120,GREELEY 6,M,,2850,flat,flat,flat,M
601,FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,E,,2856,up,up,up,E
602,FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,M,,2856,up,flat,flat,M
603,FAIRMOUNT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2866,flat,up,flat,E
604,FAIRVIEW ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,2876,up,up,up,E
605,FALCON VIRTUAL ACADEMY,1110,FALCON 49,M,,2877,flat,flat,flat,M
606,FAIRVIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,2880,flat,down,down,E
607,FAIRVIEW HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,2892,flat,flat,flat,H
608,FALCON CREEK MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,2897,flat,flat,flat,M
609,FALCON ELEMENTARY SCHOOL,1110,FALCON 49,E,,2902,up,down,flat,E
610,FALCON MIDDLE SCHOOL,1110,FALCON 49,M,,2906,flat,flat,flat,M
611,FALCON HIGH SCHOOL,1110,FALCON 49,H,,2908,flat,up,up,H
612,FALL RIVER ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,2912,flat,down,flat,E
613,FEDERAL HEIGHTS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,2918,down,flat,flat,E
614,FIELD ELEMENTARY SCHOOL,140,LITTLETON 6,E,,2926,flat,flat,flat,E
615,FIRESIDE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,2940,flat,flat,flat,E
616,FISHER'S PEAK ELEMENTARY SCHOOL,1580,TRINIDAD 1,E,,2944,flat,flat,flat,E
617,FOUNDATIONS ACADEMY,40,BRIGHTON 27J,E,,2945,flat,flat,flat,E
618,FITZMORRIS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2946,down,down,down,E
619,MAMMOTH HEIGHTS ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,2952,flat,flat,flat,E
620,STONE MOUNTAIN ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,,2953,flat,down,flat,E
621,ROXBOROUGH INTERMEDIATE,900,DOUGLAS COUNTY RE 1,E,,2954,flat,flat,flat,E
622,FLAGLER ELEMENTARY SCHOOL,1450,ARRIBA-FLAGLER C-20,E,,2956,up,flat,up,E
623,FLAGLER MIDDLE SCHOOL,1450,ARRIBA-FLAGLER C-20,M,,2958,down,down,down,M
624,FALCON BLUFFS MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2963,up,up,flat,M
625,FLAGSTAFF CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,E,,2964,flat,flat,flat,E
626,FLAGSTAFF CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,M,,2964,up,flat,flat,M
627,FLAGSTONE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,2965,flat,flat,flat,E
628,FLATIRONS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,2970,flat,down,flat,E
629,FLEMING ELEMENTARY SCHOOL,1850,FRENCHMAN RE-3,E,,2980,flat,up,up,E
630,FLEMING HIGH SCHOOL,1850,FRENCHMAN RE-3,H,,2988,down,up,up,H
631,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,2995,down,down,down,E
632,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,2995,up,up,up,M
633,FLORENCE HIGH SCHOOL,1150,FREMONT RE-2,H,,3002,flat,flat,flat,H
634,FLORIDA MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,3012,flat,up,up,E
635,FOOTHILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,3022,flat,flat,flat,E
636,FOOTHILLS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3025,up,up,flat,E
637,EAGLESIDE ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,3027,flat,flat,flat,E
638,FOX RIDGE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,3030,up,up,up,M
639,FORCE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3032,flat,down,down,E
640,FORD ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3038,flat,down,down,E
641,FORT COLLINS HIGH SCHOOL,1550,POUDRE R-1,H,,3046,flat,up,up,H
642,FORT LEWIS MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,3050,up,up,up,E
643,SHERIDAN ELEMENTARY,123,SHERIDAN 2,E,,3054,down,up,up,E
644,FORT LUPTON MIDDLE SCHOOL,3140,WELD COUNTY S/D RE-8,M,,3066,flat,up,flat,M
645,FORT LUPTON HIGH SCHOOL,3140,WELD COUNTY S/D RE-8,H,,3070,down,down,flat,H
646,FORT MORGAN MIDDLE SCHOOL,2405,FORT MORGAN RE-3,M,,3074,flat,up,up,M
647,FORT MORGAN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,,3078,up,up,up,H
648,FOSTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3088,up,up,flat,E
649,LOCHBUIE ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,,3090,flat,down,flat,E
650,ARAGON ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,3102,flat,up,flat,E
651,FOOTHILLS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,3104,flat,flat,up,E
652,FOSSIL RIDGE HIGH SCHOOL,1550,POUDRE R-1,H,,3105,flat,up,flat,H
653,FOUNTAIN MIDDLE SCHOOL,1000,FOUNTAIN 8,M,,3106,flat,down,down,M
654,MESA ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,3108,down,flat,down,E
655,FOUNTAIN-FORT CARSON HIGH SCHOOL,1000,FOUNTAIN 8,H,,3110,flat,flat,flat,H
656,FOWLER JUNIOR HIGH SCHOOL,2540,FOWLER R-4J,M,,3130,up,up,up,M
657,FOWLER HIGH SCHOOL,2540,FOWLER R-4J,H,,3134,down,up,up,H
658,FOX CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,3138,flat,flat,flat,E
659,FRANCIS M. DAY ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,3144,flat,up,up,E
660,FRANKLIN MIDDLE SCHOOL,3120,GREELEY 6,M,,3162,down,down,down,M
661,FRANKTOWN ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,3172,flat,down,down,E
662,FREEDOM ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3175,down,down,flat,E
663,FRASER VALLEY ELEMENTARY SCHOOL,1350,EAST GRAND 2,E,,3182,flat,up,up,E
664,FREDERICK ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,3192,up,up,flat,E
665,COAL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,3194,flat,up,up,M
666,FREDERICK SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,3196,flat,down,down,H
667,FREE HORIZON MONTESSORI CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3201,flat,down,flat,E
668,FREED MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,3206,down,flat,flat,M
669,FREMONT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3216,flat,down,flat,E
670,FREMONT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3218,down,flat,down,E
671,COTOPAXI ELEMENTARY SCHOOL,1160,COTOPAXI RE-3,E,,3220,flat,up,flat,E
672,FREMONT ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,,3224,down,flat,up,E
673,FREMONT MIDDLE SCHOOL,1150,FREMONT RE-2,M,,3226,down,flat,flat,M
674,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160,COTOPAXI RE-3,H,,3228,up,flat,flat,H
675,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160,COTOPAXI RE-3,M,,3228,flat,down,down,M
676,FRENCH ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,3234,flat,down,down,E
677,FRONTIER HIGH SCHOOL,920,ELIZABETH C-1,H,,3236,up,up,up,H
678,FRONTIER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,3238,flat,down,flat,E
679,FRONTIER VALLEY ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,3241,flat,flat,flat,E
680,FRUITA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,3244,flat,flat,flat,M
681,FRUITVALE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,3262,up,flat,flat,E
682,FULTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,3272,down,flat,flat,E
683,GRAHAM MESA ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,3281,up,up,flat,E
684,GALETON ELEMENTARY SCHOOL,3085,EATON RE-2,E,,3286,flat,down,down,E
685,GARDEN PLACE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3296,up,flat,flat,E
686,GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,M,,3306,down,down,down,M
687,GARFIELD ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,3320,flat,up,flat,E
688,GARNET MESA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,3330,flat,down,flat,E
689,ARCHULETA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3340,flat,flat,flat,E
690,GATEWAY HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,3354,down,down,flat,H
691,GALILEO SCHOOL OF MATH AND SCIENCE,1010,COLORADO SPRINGS 11,M,,3360,down,down,down,M
692,GEORGE WASHINGTON HIGH SCHOOL,880,DENVER COUNTY 1,H,,3378,flat,down,flat,H
693,GEORGETOWN COMMUNITY SCHOOL,540,CLEAR CREEK RE-1,E,,3385,flat,flat,down,E
694,GIBERSON ELEMENTARY SCHOOL,980,HARRISON 2,E,,3392,flat,down,down,E
695,GILCREST ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,3398,flat,up,up,E
696,GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3426,down,flat,flat,E
697,GLENNON HEIGHTS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3450,down,flat,flat,E
698,GLENWOOD SPRINGS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,,3460,up,up,up,E
699,GLENWOOD SPRINGS MIDDLE SCHOOL,1180,ROARING FORK RE-1,M,,3464,flat,up,up,M
700,GLENWOOD SPRINGS HIGH SCHOOL,1180,ROARING FORK RE-1,H,,3468,up,flat,flat,H
701,GLOBE CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,,3470,up,flat,flat,E
702,GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,E,,3471,up,down,down,E
703,GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,M,,3471,down,flat,flat,M
704,GODDARD MIDDLE SCHOOL,140,LITTLETON 6,M,,3472,flat,flat,flat,M
705,GOAL ACADEMY,8001,CHARTER SCHOOL INSTITUTE,H,,3475,flat,flat,up,H
706,GOAL ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,,3475,flat,flat,flat,M
707,GODSMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3478,up,down,flat,E
708,GOLD CAMP ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,3482,flat,flat,up,E
709,GOLDEN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,3502,flat,flat,flat,H
710,GOLDRICK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3512,down,down,down,E
711,FOX MEADOW MIDDLE SCHOOL,980,HARRISON 2,M,,3522,flat,flat,flat,M
712,GOVERNOR'S RANCH ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3536,flat,flat,down,E
713,BEAR CREEK ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,3539,flat,flat,flat,E
714,GRANADA ELEMENTARY SCHOOL,2650,GRANADA RE-1,E,,3542,down,flat,flat,E
715,GRANADA UNDIVIDED HIGH SCHOOL,2650,GRANADA RE-1,H,,3546,flat,flat,flat,H
716,GRANADA UNDIVIDED HIGH SCHOOL,2650,GRANADA RE-1,M,,3546,flat,flat,up,M
717,GRANBY ELEMENTARY SCHOOL,1350,EAST GRAND 2,E,,3556,flat,flat,flat,E
718,GRAND JUNCTION HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,3570,flat,flat,flat,H
719,GRAND MESA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,3584,down,down,down,M
720,GRAND VALLEY HIGH SCHOOL,1220,GARFIELD 16,H,,3586,up,flat,flat,H
721,GRANDVIEW HIGH SCHOOL,130,CHERRY CREEK 5,H,,3589,flat,flat,flat,H
722,GRANT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3592,flat,flat,flat,E
723,GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,3600,flat,flat,flat,M
724,L.W. ST. JOHN ELEMENTARY SCHOOL,1220,GARFIELD 16,E,,3603,flat,down,down,E
725,GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,E,,3605,flat,down,down,E
726,GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,M,,3605,flat,flat,flat,M
727,GREELEY CENTRAL HIGH SCHOOL,3120,GREELEY 6,H,,3610,down,flat,flat,H
728,GREELEY WEST HIGH SCHOOL,3120,GREELEY 6,H,,3614,down,flat,flat,H
729,GREEN ACRES ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,3620,flat,flat,flat,E
730,GREEN GABLES ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3622,flat,up,flat,E
731,GREEN MOUNTAIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3624,flat,down,down,E
732,GREEN MOUNTAIN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,3628,down,down,flat,H
733,GIRLS ATHLETIC LEADERSHIP SCHOOL,880,DENVER COUNTY 1,M,,3639,flat,flat,flat,M
734,GREEN VALLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3641,up,up,up,E
735,GREENWOOD ECE-8,880,DENVER COUNTY 1,E,,3647,down,up,up,E
736,GREENWOOD ECE-8,880,DENVER COUNTY 1,M,,3647,up,flat,flat,M
737,GREENWOOD ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,3648,flat,up,up,E
738,GREENLEE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3655,flat,flat,flat,E
739,PAWNEE ELEMENTARY SCHOOL,3148,PAWNEE RE-12,E,,3672,down,down,down,E
740,GUNNISON ELEMENTARY SCHOOL,1360,GUNNISON WATERSHED RE1J,E,,3690,flat,flat,up,E
741,GUNNISON HIGH SCHOOL,1360,GUNNISON WATERSHED RE1J,H,,3694,flat,flat,flat,H
742,GUNNISON MIDDLE SCHOOL,1360,GUNNISON WATERSHED RE1J,M,,3697,flat,flat,flat,M
743,GUST ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3704,up,flat,flat,E
744,GYPSUM ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,3710,up,down,down,E
745,HAAFF ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,3724,down,down,down,E
746,HACKBERRY HILL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3726,flat,flat,flat,E
747,HAMILTON MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,3746,flat,flat,flat,M
748,HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,E,,3758,flat,flat,flat,E
749,HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,H,,3758,up,flat,up,H
750,HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,M,,3758,down,up,up,M
751,HARRINGTON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3778,flat,up,up,E
752,HARRIS BILINGUAL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,3787,up,flat,flat,E
753,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,1550,POUDRE R-1,E,,3791,down,down,down,E
754,HARRIS PARK ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,3792,up,up,up,E
755,HARRISON SCHOOL,1140,CANON CITY RE-1,E,,3802,flat,down,down,E
756,HARRISON SCHOOL,1140,CANON CITY RE-1,M,,3802,flat,down,down,M
757,HARRISON HIGH SCHOOL,980,HARRISON 2,H,,3806,flat,flat,up,H
758,HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,E,,3846,flat,flat,flat,E
759,HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,M,,3846,flat,flat,flat,M
760,HAXTUN HIGH SCHOOL,2630,HAXTUN RE-2J,H,,3850,flat,flat,flat,H
761,HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,,3860,up,up,up,M
762,HAYDEN HIGH SCHOOL,2760,HAYDEN RE-1,H,,3862,down,flat,flat,H
