,Record_no,district_id,district_name,school_id,school,EMH,EMH_combined,achievement_dir,growth_dir,overall_dir,emh
426,460.0,130.0,CHERRY CREEK 5,7277.0,RED HAWK RIDGE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
427,461.0,130.0,CHERRY CREEK 5,7476.0,ROLLING HILLS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
428,462.0,130.0,CHERRY CREEK 5,7559.0,SAGEBRUSH ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
429,463.0,130.0,CHERRY CREEK 5,141.0,SKY VISTA MIDDLE SCHOOL,M,M,flat,flat,flat,M
430,464.0,130.0,CHERRY CREEK 5,8020.0,SMOKY HILL HIGH SCHOOL,H,H,flat,flat,flat,H
431,465.0,130.0,CHERRY CREEK 5,8380.0,SUMMIT ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
432,466.0,130.0,CHERRY CREEK 5,8394.0,SUNRISE ELEMENTARY SCHOOL,E,E,down,down,down,E
433,467.0,130.0,CHERRY CREEK 5,8848.0,THUNDER RIDGE MIDDLE SCHOOL,M,M,flat,flat,flat,M
434,468.0,130.0,CHERRY CREEK 5,8850.0,TIMBERLINE ELEMENTARY SCHOOL,E,E,flat,up,flat,E
435,469.0,130.0,CHERRY CREEK 5,8887.0,TRAILS WEST ELEMENTARY SCHOOL,E,E,down,flat,flat,E
436,470.0,130.0,CHERRY CREEK 5,9108.0,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,E,E,up,flat,flat,E
437,471.0,130.0,CHERRY CREEK 5,9200.0,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
438,472.0,130.0,CHERRY CREEK 5,1568.0,WEST MIDDLE SCHOOL,M,M,flat,flat,flat,M
439,473.0,130.0,CHERRY CREEK 5,9624.0,WILLOW CREEK ELEMENTARY SCHOOL,E,E,flat,flat,up,E
440,474.0,520.0,CHEYENNE COUNTY RE5,1608.0,CHEYENNE WELLS ELEMENTARY SCHOOL,E,E,flat,up,up,E
441,475.0,520.0,CHEYENNE COUNTY RE5,1612.0,CHEYENNE WELLS HIGH SCHOOL,H,H,up,down,flat,H
442,476.0,520.0,CHEYENNE COUNTY RE5,1610.0,CHEYENNE WELLS MIDDLE SCHOOL,M,M,flat,flat,flat,M
443,477.0,1020.0,CHEYENNE MOUNTAIN 12,1592.0,BROADMOOR ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
444,478.0,1020.0,CHEYENNE MOUNTAIN 12,1582.0,CHEYENNE MOUNTAIN CHARTER ACADEMY,E,E,flat,flat,flat,E
445,479.0,1020.0,CHEYENNE MOUNTAIN 12,1586.0,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
446,480.0,1020.0,CHEYENNE MOUNTAIN 12,1590.0,CHEYENNE MOUNTAIN HIGH SCHOOL,H,H,flat,flat,flat,H
447,481.0,1020.0,CHEYENNE MOUNTAIN 12,1588.0,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,M,M,flat,flat,flat,M
448,482.0,1020.0,CHEYENNE MOUNTAIN 12,3482.0,GOLD CAMP ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
449,483.0,1020.0,CHEYENNE MOUNTAIN 12,6953.0,PINON VALLEY ELEMENTARY SCHOOL,E,E,flat,up,up,E
450,484.0,1020.0,CHEYENNE MOUNTAIN 12,1604.0,SKYWAY PARK ELEMENTARY SCHOOL,E,E,flat,up,up,E
451,485.0,540.0,CLEAR CREEK RE1,4212.0,CARLSON ELEMENTARY SCHOOL,E,E,flat,down,down,E
452,486.0,540.0,CLEAR CREEK RE1,4216.0,CLEAR CREEK HIGH SCHOOL,H,H,up,down,flat,H
453,487.0,540.0,CLEAR CREEK RE1,1660.0,CLEAR CREEK MIDDLE SCHOOL,M,M,flat,flat,flat,M
454,488.0,540.0,CLEAR CREEK RE1,3385.0,GEORGETOWN COMMUNITY SCHOOL,E,E,down,down,down,E
455,489.0,540.0,CLEAR CREEK RE1,4700.0,KINGMURPHY ELEMENTARY SCHOOL,E,E,down,down,down,E
456,490.0,9000.0,Colorado School for the Deaf and Blind,9999.0,COLORADO SCHOOL FOR THE DEAF AND BLIND,E,EMH,down,,flat,E
457,491.0,9000.0,Colorado School for the Deaf and Blind,9999.0,COLORADO SCHOOL FOR THE DEAF AND BLIND,M,EMH,up,down,down,M
458,492.0,9000.0,Colorado School for the Deaf and Blind,9999.0,COLORADO SCHOOL FOR THE DEAF AND BLIND,H,EMH,down,flat,flat,H
459,493.0,1010.0,COLORADO SPRINGS 11,517.0,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,E,EM,flat,up,up,E
460,494.0,1010.0,COLORADO SPRINGS 11,517.0,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,M,EM,flat,up,up,M
461,496.0,1010.0,COLORADO SPRINGS 11,269.0,ACHIEVEK12,M,EMH,down,flat,up,M
462,497.0,1010.0,COLORADO SPRINGS 11,269.0,ACHIEVEK12,H,EMH,up,,flat,H
463,498.0,1010.0,COLORADO SPRINGS 11,452.0,AUDUBON ELEMENTARY SCHOOL,E,E,up,flat,flat,E
464,499.0,1010.0,COLORADO SPRINGS 11,594.0,BATES ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
465,500.0,1010.0,COLORADO SPRINGS 11,1032.0,BRISTOL ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
466,501.0,1010.0,COLORADO SPRINGS 11,1126.0,BUENA VISTA ELEMENTARY SCHOOL,E,E,down,flat,down,E
467,502.0,1010.0,COLORADO SPRINGS 11,1340.0,CARVER ELEMENTARY SCHOOL,E,E,flat,up,up,E
468,503.0,1010.0,COLORADO SPRINGS 11,1613.0,CHIPETA ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
469,504.0,1010.0,COLORADO SPRINGS 11,1616.0,CIVA CHARTER ACADEMY,H,H,flat,flat,flat,H
470,505.0,1010.0,COLORADO SPRINGS 11,1798.0,COLUMBIA ELEMENTARY SCHOOL,E,E,up,flat,flat,E
471,506.0,1010.0,COLORADO SPRINGS 11,1885.0,COMMUNITY PREP CHARTER SCHOOL,H,H,flat,down,down,H
472,507.0,1010.0,COLORADO SPRINGS 11,1870.0,CORONADO HIGH SCHOOL,H,H,flat,flat,flat,H
473,508.0,1010.0,COLORADO SPRINGS 11,2202.0,DOHERTY HIGH SCHOOL,H,H,flat,up,up,H
474,509.0,1010.0,COLORADO SPRINGS 11,2510.0,EDISON ELEMENTARY SCHOOL,E,E,up,up,up,E
475,510.0,1010.0,COLORADO SPRINGS 11,3175.0,FREEDOM ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
476,511.0,1010.0,COLORADO SPRINGS 11,3218.0,FREMONT ELEMENTARY SCHOOL,E,E,flat,up,flat,E
477,512.0,1010.0,COLORADO SPRINGS 11,3360.0,GALILEO SCHOOL OF MATH AND SCIENCE,M,M,down,flat,flat,M
478,513.0,1010.0,COLORADO SPRINGS 11,3470.0,GLOBE CHARTER SCHOOL,E,E,flat,up,flat,E
479,514.0,1010.0,COLORADO SPRINGS 11,3592.0,GRANT ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
480,515.0,1010.0,COLORADO SPRINGS 11,3920.0,HENRY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
481,516.0,1010.0,COLORADO SPRINGS 11,4070.0,HOLMES MIDDLE SCHOOL,M,M,flat,flat,flat,M
482,517.0,1010.0,COLORADO SPRINGS 11,4138.0,HOWBERT ELEMENTARY SCHOOL,E,E,flat,up,up,E
483,518.0,1010.0,COLORADO SPRINGS 11,3890.0,HUNT ELEMENTARY SCHOOL,E,E,down,up,up,E
484,519.0,1010.0,COLORADO SPRINGS 11,8457.0,JACK SWIGERT AEROSPACE ACADEMY,M,M,down,flat,up,M
485,520.0,1010.0,COLORADO SPRINGS 11,4358.0,JACKSON ELEMENTARY SCHOOL,E,E,flat,up,flat,E
486,521.0,1010.0,COLORADO SPRINGS 11,4424.0,JENKINS MIDDLE SCHOOL,M,M,flat,flat,flat,M
487,522.0,1010.0,COLORADO SPRINGS 11,4530.0,KELLER ELEMENTARY SCHOOL,E,E,flat,flat,up,E
488,523.0,1010.0,COLORADO SPRINGS 11,5604.0,KING ELEMENTARY SCHOOL,E,E,down,flat,flat,E
489,525.0,1010.0,COLORADO SPRINGS 11,5162.0,LINCOLN ELEMENTARY SCHOOL,E,E,up,up,up,E
490,526.0,1010.0,COLORADO SPRINGS 11,5404.0,MADISON ELEMENTARY SCHOOL,E,E,flat,up,flat,E
491,527.0,1010.0,COLORADO SPRINGS 11,4090.0,MANN MIDDLE SCHOOL,M,M,down,flat,flat,M
492,528.0,1010.0,COLORADO SPRINGS 11,5610.0,MARTINEZ ELEMENTARY SCHOOL,E,E,flat,up,flat,E
493,529.0,1010.0,COLORADO SPRINGS 11,1625.0,MCAULIFFE ELEMENTARY,E,E,flat,up,up,E
494,530.0,1010.0,COLORADO SPRINGS 11,5878.0,MIDLAND ELEMENTARY SCHOOL,E,E,flat,down,down,E
495,531.0,1010.0,COLORADO SPRINGS 11,5948.0,MITCHELL HIGH SCHOOL,H,H,down,flat,flat,H
496,532.0,1010.0,COLORADO SPRINGS 11,5988.0,MONROE ELEMENTARY SCHOOL,E,E,up,flat,up,E
497,533.0,1010.0,COLORADO SPRINGS 11,2528.0,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,M,MH,up,up,up,M
498,534.0,1010.0,COLORADO SPRINGS 11,2528.0,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,H,MH,up,flat,flat,H
499,535.0,1010.0,COLORADO SPRINGS 11,6306.0,NORTH MIDDLE SCHOOL,M,M,down,flat,flat,M
500,536.0,1010.0,COLORADO SPRINGS 11,6680.0,PALMER HIGH SCHOOL,H,H,flat,up,flat,H
501,537.0,1010.0,COLORADO SPRINGS 11,6856.0,PENROSE ELEMENTARY SCHOOL,E,E,flat,down,down,E
502,538.0,1010.0,COLORADO SPRINGS 11,7228.0,QUEEN PALMER ELEMENTARY SCHOOL,E,E,flat,up,up,E
503,539.0,1010.0,COLORADO SPRINGS 11,9618.0,ROGERS ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
504,540.0,1010.0,COLORADO SPRINGS 11,7482.0,ROOSEVELT EDISON CHARTER SCHOOL,E,E,flat,flat,up,E
505,541.0,1010.0,COLORADO SPRINGS 11,7513.0,RUDY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
506,542.0,1010.0,COLORADO SPRINGS 11,7523.0,RUSSELL MIDDLE SCHOOL,M,M,flat,flat,flat,M
507,543.0,1010.0,COLORADO SPRINGS 11,7556.0,SABIN MIDDLE SCHOOL,M,M,flat,flat,up,M
508,544.0,1010.0,COLORADO SPRINGS 11,7705.0,SCOTT ELEMENTARY SCHOOL,E,E,flat,down,down,E
509,545.0,1010.0,COLORADO SPRINGS 11,8359.0,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),E,EM,up,down,flat,E
510,546.0,1010.0,COLORADO SPRINGS 11,8359.0,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),M,EM,up,up,flat,M
511,547.0,1010.0,COLORADO SPRINGS 11,8246.0,STEELE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
512,548.0,1010.0,COLORADO SPRINGS 11,8346.0,STRATTON ELEMENTARY SCHOOL,E,E,flat,up,flat,E
513,549.0,1010.0,COLORADO SPRINGS 11,8466.0,TAYLOR ELEMENTARY SCHOOL,E,E,flat,up,up,E
514,551.0,1010.0,COLORADO SPRINGS 11,8902.0,TRAILBLAZER ELEMENTARY SCHOOL,E,E,down,flat,flat,E
515,552.0,1010.0,COLORADO SPRINGS 11,5576.0,TWAIN ELEMENTARY SCHOOL,E,E,up,flat,flat,E
516,553.0,1010.0,COLORADO SPRINGS 11,9298.0,WASSON HIGH SCHOOL,H,H,down,flat,down,H
517,554.0,1010.0,COLORADO SPRINGS 11,9445.0,WEST ELEMENTARY SCHOOL,E,E,down,flat,flat,E
518,555.0,1010.0,COLORADO SPRINGS 11,9404.0,WEST INTERGENERATIONAL CENTER,M,M,flat,flat,flat,M
519,556.0,1010.0,COLORADO SPRINGS 11,9660.0,WILSON ELEMENTARY SCHOOL,E,E,flat,up,up,E
520,557.0,1160.0,COTOPAXI RE3,3220.0,COTOPAXI ELEMENTARY SCHOOL,E,E,up,up,up,E
521,558.0,1160.0,COTOPAXI RE3,3228.0,COTOPAXI JUNIORSENIOR HIGH SCHOOL,M,MH,flat,up,up,M
522,559.0,1160.0,COTOPAXI RE3,3228.0,COTOPAXI JUNIORSENIOR HIGH SCHOOL,H,MH,down,flat,flat,H
523,560.0,2010.0,CREEDE SCHOOL DISTRICT,1966.0,CREEDE MIDDLE/HIGH SCHOOL,M,MH,flat,,flat,M
524,562.0,2010.0,CREEDE SCHOOL DISTRICT,1962.0,LAMB ELEMENTARY SCHOOL,E,E,flat,,up,E
525,563.0,3010.0,CRIPPLE CREEKVICTOR RE1,9080.0,CRESSON ELEMENTARY SCHOOL,E,E,up,up,up,E
526,564.0,3010.0,CRIPPLE CREEKVICTOR RE1,2024.0,CRIPPLE CREEKVICTOR JUNIORSENIOR HIGH SCHOOL,M,MH,up,up,flat,M
527,565.0,3010.0,CRIPPLE CREEKVICTOR RE1,2024.0,CRIPPLE CREEKVICTOR JUNIORSENIOR HIGH SCHOOL,H,MH,down,flat,flat,H
528,566.0,770.0,CROWLEY COUNTY RE1J,2050.0,CROWLEY COUNTY ELEMENTARY SCHOOL,E,E,down,up,flat,E
529,567.0,770.0,CROWLEY COUNTY RE1J,2058.0,CROWLEY COUNTY HIGH SCHOOL,H,H,up,flat,flat,H
530,568.0,770.0,CROWLEY COUNTY RE1J,2054.0,CROWLEY COUNTY WARD MIDDLE SCHOOL,M,M,flat,down,down,M
531,569.0,860.0,CUSTER COUNTY SCHOOL DISTRICT C1,2088.0,CUSTER COUNTY ELEMENTARY SCHOOL,E,E,flat,down,flat,E
532,570.0,860.0,CUSTER COUNTY SCHOOL DISTRICT C1,2092.0,CUSTER COUNTY HIGH SCHOOL,H,H,flat,flat,flat,H
533,571.0,860.0,CUSTER COUNTY SCHOOL DISTRICT C1,2091.0,CUSTER MIDDLE SCHOOL,M,M,up,up,up,M
534,572.0,1980.0,DE BEQUE 49JT,2122.0,DE BEQUE ELEMENTARY SCHOOL,E,E,down,,down,E
535,575.0,170.0,DEER TRAIL 26J,2136.0,DEER TRAIL ELEMENTARY SCHOOL,E,E,down,up,flat,E
536,576.0,170.0,DEER TRAIL 26J,2140.0,DEER TRAIL JUNIORSENIOR HIGH SCHOOL,M,MH,down,down,flat,M
537,577.0,170.0,DEER TRAIL 26J,2140.0,DEER TRAIL JUNIORSENIOR HIGH SCHOOL,H,MH,flat,down,flat,H
538,578.0,2730.0,DEL NORTE C7,2150.0,DEL NORTE HIGH SCHOOL,H,H,flat,flat,flat,H
539,579.0,2730.0,DEL NORTE C7,2148.0,DEL NORTE MIDDLE SCHOOL,M,M,down,down,down,M
540,580.0,2730.0,DEL NORTE C7,8960.0,UNDERWOOD ELEMENTARY SCHOOL,E,E,up,up,up,E
541,581.0,870.0,DELTA COUNTY 50(J),4182.0,CEDAREDGE ELEMENTARY SCHOOL,E,E,flat,down,flat,E
542,582.0,870.0,DELTA COUNTY 50(J),1372.0,CEDAREDGE HIGH SCHOOL,H,H,up,down,flat,H
543,583.0,870.0,DELTA COUNTY 50(J),1375.0,CEDAREDGE MIDDLE SCHOOL,M,M,flat,flat,flat,M
544,584.0,870.0,DELTA COUNTY 50(J),1952.0,CRAWFORD ELEMENTARY SCHOOL,E,E,down,down,down,E
545,586.0,870.0,DELTA COUNTY 50(J),2152.0,DELTA ACADEMY OF APPLIED LEARNING,M,EM,up,,flat,M
546,590.0,870.0,DELTA COUNTY 50(J),2164.0,DELTA HIGH SCHOOL,H,H,flat,down,flat,H
547,591.0,870.0,DELTA COUNTY 50(J),2160.0,DELTA MIDDLE SCHOOL,M,M,up,down,flat,M
548,592.0,870.0,DELTA COUNTY 50(J),2166.0,DELTA VISION SCHOOL,E,EMH,flat,flat,flat,E
549,593.0,870.0,DELTA COUNTY 50(J),2166.0,DELTA VISION SCHOOL,M,EMH,flat,down,flat,M
550,594.0,870.0,DELTA COUNTY 50(J),2166.0,DELTA VISION SCHOOL,H,EMH,down,down,flat,H
551,595.0,870.0,DELTA COUNTY 50(J),3330.0,GARNET MESA ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
552,596.0,870.0,DELTA COUNTY 50(J),4124.0,HOTCHKISS ELEMENTARY SCHOOL,E,EM,flat,down,down,E
553,597.0,870.0,DELTA COUNTY 50(J),4124.0,HOTCHKISS ELEMENTARY SCHOOL,M,EM,down,down,down,M
554,598.0,870.0,DELTA COUNTY 50(J),4128.0,HOTCHKISS HIGH SCHOOL,H,H,flat,down,flat,H
555,599.0,870.0,DELTA COUNTY 50(J),5154.0,LINCOLN ELEMENTARY SCHOOL,E,E,flat,up,flat,E
556,600.0,870.0,DELTA COUNTY 50(J),6298.0,NORTH FORK MONTESSORI SCHOOL,E,E,up,flat,flat,E
557,601.0,870.0,DELTA COUNTY 50(J),9146.0,NORTH FORK VISION SCHOOL,E,EMH,up,,up,E
558,603.0,870.0,DELTA COUNTY 50(J),9146.0,NORTH FORK VISION SCHOOL,H,EMH,down,,flat,H
559,604.0,870.0,DELTA COUNTY 50(J),6700.0,PAONIA ELEMENTARY SCHOOL,E,E,flat,down,flat,E
560,605.0,870.0,DELTA COUNTY 50(J),6708.0,PAONIA HIGH SCHOOL,M,MH,flat,flat,up,M
561,606.0,870.0,DELTA COUNTY 50(J),6708.0,PAONIA HIGH SCHOOL,H,MH,flat,down,flat,H
562,607.0,870.0,DELTA COUNTY 50(J),8419.0,SURFACE CREEK VISION SCHOOL,E,EMH,down,,down,E
563,608.0,870.0,DELTA COUNTY 50(J),8419.0,SURFACE CREEK VISION SCHOOL,M,EMH,up,up,up,M
564,609.0,870.0,DELTA COUNTY 50(J),8419.0,SURFACE CREEK VISION SCHOOL,H,EMH,flat,up,flat,H
565,610.0,880.0,DENVER COUNTY 1,10.0,ABRAHAM LINCOLN HIGH SCHOOL,H,H,up,flat,up,H
566,611.0,880.0,DENVER COUNTY 1,6397.0,ACADEMIA ANA MARIE SANDOVAL,E,E,flat,down,flat,E
567,613.0,880.0,DENVER COUNTY 1,1866.0,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,M,MH,down,down,flat,M
568,614.0,880.0,DENVER COUNTY 1,1866.0,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,H,MH,down,down,flat,H
569,615.0,880.0,DENVER COUNTY 1,220.0,AMESSE ELEMENTARY SCHOOL,E,E,flat,flat,up,E
570,616.0,880.0,DENVER COUNTY 1,3340.0,ARCHULETA ELEMENTARY SCHOOL,E,E,down,flat,down,E
571,617.0,880.0,DENVER COUNTY 1,388.0,ASBURY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
572,618.0,880.0,DENVER COUNTY 1,418.0,ASHLEY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
573,619.0,880.0,DENVER COUNTY 1,520.0,BARNUM ELEMENTARY SCHOOL,E,E,up,flat,up,E
574,620.0,880.0,DENVER COUNTY 1,540.0,BARRETT ELEMENTARY SCHOOL,E,E,down,down,down,E
575,622.0,880.0,DENVER COUNTY 1,964.0,BRADLEY ELEMENTARY SCHOOL,E,E,up,up,flat,E
576,623.0,880.0,DENVER COUNTY 1,1056.0,BROMWELL ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
577,624.0,880.0,DENVER COUNTY 1,1076.0,BROWN ELEMENTARY SCHOOL,E,E,up,flat,flat,E
578,625.0,880.0,DENVER COUNTY 1,6350.0,BRUCE RANDOLPH SCHOOL,M,MH,flat,down,down,M
579,626.0,880.0,DENVER COUNTY 1,6350.0,BRUCE RANDOLPH SCHOOL,H,MH,down,flat,flat,H
580,627.0,880.0,DENVER COUNTY 1,1106.0,BRYANT WEBSTER K8 SCHOOL,E,EM,up,flat,flat,E
581,628.0,880.0,DENVER COUNTY 1,1106.0,BRYANT WEBSTER K8 SCHOOL,M,EM,down,down,down,M
582,629.0,880.0,DENVER COUNTY 1,1324.0,CARSON ELEMENTARY SCHOOL,E,E,up,down,flat,E
583,630.0,880.0,DENVER COUNTY 1,9496.0,CASTRO ELEMENTARY SCHOOL,E,E,down,flat,flat,E
584,631.0,880.0,DENVER COUNTY 1,1400.0,CENTENNIAL K8 SCHOOL,E,EM,down,down,flat,E
585,632.0,880.0,DENVER COUNTY 1,1400.0,CENTENNIAL K8 SCHOOL,M,EM,flat,down,down,M
586,633.0,880.0,DENVER COUNTY 1,1345.0,CESAR CHAVEZ ACADEMY DENVER,E,EM,flat,flat,flat,E
587,634.0,880.0,DENVER COUNTY 1,1345.0,CESAR CHAVEZ ACADEMY DENVER,M,EM,up,up,up,M
588,635.0,880.0,DENVER COUNTY 1,7694.0,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,E,E,up,up,up,E
589,636.0,880.0,DENVER COUNTY 1,1528.0,CHELTENHAM ELEMENTARY SCHOOL,E,E,down,flat,up,E
590,637.0,880.0,DENVER COUNTY 1,1785.0,COLE ARTS AND SCIENCE ACADEMY,E,EM,up,flat,flat,E
591,638.0,880.0,DENVER COUNTY 1,1785.0,COLE ARTS AND SCIENCE ACADEMY,M,EM,up,flat,flat,M
592,639.0,880.0,DENVER COUNTY 1,1774.0,COLFAX ELEMENTARY SCHOOL,E,E,flat,down,down,E
593,640.0,880.0,DENVER COUNTY 1,1788.0,COLLEGE VIEW ELEMENTARY SCHOOL,E,E,up,down,flat,E
594,641.0,880.0,DENVER COUNTY 1,1295.0,COLLEGIATE PREPARATORY ACADEMY,H,H,flat,flat,flat,H
595,643.0,880.0,DENVER COUNTY 1,1816.0,COLUMBIAN ELEMENTARY SCHOOL,E,E,up,up,up,E
596,644.0,880.0,DENVER COUNTY 1,1846.0,COLUMBINE ELEMENTARY SCHOOL,E,E,down,down,down,E
597,645.0,880.0,DENVER COUNTY 1,5844.0,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,H,H,down,,down,H
598,646.0,880.0,DENVER COUNTY 1,1908.0,CORY ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
599,647.0,880.0,DENVER COUNTY 1,1928.0,COWELL ELEMENTARY SCHOOL,E,E,flat,down,flat,E
600,648.0,880.0,DENVER COUNTY 1,2209.0,DCIS AT MONTBELLO,M,M,flat,flat,flat,M
601,649.0,880.0,DENVER COUNTY 1,2174.0,DENISON MONTESSORI SCHOOL,E,E,down,flat,flat,E
602,650.0,880.0,DENVER COUNTY 1,2188.0,DENVER CENTER FOR 21ST LEARNING AT WYMAN,M,MH,flat,flat,flat,M
603,651.0,880.0,DENVER COUNTY 1,2188.0,DENVER CENTER FOR 21ST LEARNING AT WYMAN,H,MH,flat,flat,flat,H
604,652.0,880.0,DENVER COUNTY 1,2183.0,DENVER CENTER FOR INTERNATIONAL STUDIES,M,MH,flat,up,flat,M
605,653.0,880.0,DENVER COUNTY 1,2183.0,DENVER CENTER FOR INTERNATIONAL STUDIES,H,MH,flat,flat,flat,H
606,654.0,880.0,DENVER COUNTY 1,2125.0,DENVER GREEN SCHOOL,E,EM,up,,up,E
607,655.0,880.0,DENVER COUNTY 1,2125.0,DENVER GREEN SCHOOL,M,EM,flat,flat,flat,M
608,656.0,880.0,DENVER COUNTY 1,2127.0,DENVER LANGUAGE SCHOOL,E,E,flat,up,flat,E
609,657.0,880.0,DENVER COUNTY 1,2184.0,DENVER SCHOOL OF THE ARTS,M,MH,flat,flat,flat,M
610,658.0,880.0,DENVER COUNTY 1,2184.0,DENVER SCHOOL OF THE ARTS,H,MH,flat,down,flat,H
611,659.0,880.0,DENVER COUNTY 1,2258.0,DOULL ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
612,660.0,880.0,DENVER COUNTY 1,2223.0,DSST: COLE,M,M,flat,flat,flat,M
613,661.0,880.0,DENVER COUNTY 1,2145.0,DSST: GREEN VALLEY RANCH,M,M,down,flat,flat,M
614,662.0,880.0,DENVER COUNTY 1,2185.0,DSST: STAPLETON,M,MH,flat,down,flat,M
615,663.0,880.0,DENVER COUNTY 1,2185.0,DSST: STAPLETON,H,MH,up,down,flat,H
616,664.0,880.0,DENVER COUNTY 1,2364.0,EAGLETON ELEMENTARY SCHOOL,E,E,up,flat,flat,E
617,665.0,880.0,DENVER COUNTY 1,2398.0,EAST HIGH SCHOOL,H,H,flat,flat,flat,H
618,666.0,880.0,DENVER COUNTY 1,2506.0,EDISON ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
619,667.0,880.0,DENVER COUNTY 1,2652.0,ELLIS ELEMENTARY SCHOOL,E,E,up,flat,flat,E
620,669.0,880.0,DENVER COUNTY 1,2789.0,ESCUELA TLATELOLCO SCHOOL,E,EMH,down,,flat,E
621,670.0,880.0,DENVER COUNTY 1,2789.0,ESCUELA TLATELOLCO SCHOOL,M,EMH,flat,,down,M
622,671.0,880.0,DENVER COUNTY 1,2789.0,ESCUELA TLATELOLCO SCHOOL,H,EMH,up,,down,H
623,672.0,880.0,DENVER COUNTY 1,2856.0,FAIRMONT K8 SCHOOL,E,EM,flat,down,down,E
624,673.0,880.0,DENVER COUNTY 1,2856.0,FAIRMONT K8 SCHOOL,M,EM,up,up,flat,M
625,674.0,880.0,DENVER COUNTY 1,2880.0,FAIRVIEW ELEMENTARY SCHOOL,E,E,flat,up,up,E
626,675.0,880.0,DENVER COUNTY 1,3000.0,FLORENCE CRITTENTON HIGH SCHOOL,H,H,down,,down,H
627,676.0,880.0,DENVER COUNTY 1,3032.0,FORCE ELEMENTARY SCHOOL,E,E,flat,flat,flat,E
628,677.0,880.0,DENVER COUNTY 1,1319.0,FRED N THOMAS CAREER EDUCATION CENTER,H,H,up,up,flat,H
629,678.0,880.0,DENVER COUNTY 1,3296.0,GARDEN PLACE ELEMENTARY SCHOOL,E,E,flat,down,down,E
630,679.0,880.0,DENVER COUNTY 1,3378.0,GEORGE WASHINGTON HIGH SCHOOL,H,H,up,flat,flat,H
631,680.0,880.0,DENVER COUNTY 1,3426.0,GILPIN ELEMENTARY SCHOOL,E,E,flat,down,down,E
632,681.0,880.0,DENVER COUNTY 1,3639.0,GIRLS ATHLETIC LEADERSHIP SCHOOL,M,M,flat,down,down,M
633,682.0,880.0,DENVER COUNTY 1,3478.0,GODSMAN ELEMENTARY SCHOOL,E,E,up,up,up,E
634,683.0,880.0,DENVER COUNTY 1,3512.0,GOLDRICK ELEMENTARY SCHOOL,E,E,down,flat,flat,E
635,684.0,880.0,DENVER COUNTY 1,3600.0,GRANT MIDDLE SCHOOL,M,M,down,flat,flat,M
636,685.0,880.0,DENVER COUNTY 1,3605.0,GRANT RANCH K8 SCHOOL,E,EM,flat,flat,flat,E
637,686.0,880.0,DENVER COUNTY 1,3605.0,GRANT RANCH K8 SCHOOL,M,EM,down,down,down,M
638,687.0,880.0,DENVER COUNTY 1,3641.0,GREEN VALLEY ELEMENTARY SCHOOL,E,E,up,up,up,E
639,688.0,880.0,DENVER COUNTY 1,3655.0,GREENLEE ELEMENTARY SCHOOL,E,E,flat,up,up,E
640,689.0,880.0,DENVER COUNTY 1,3647.0,GREENWOOD ECE8,E,EM,flat,up,up,E
641,690.0,880.0,DENVER COUNTY 1,3647.0,GREENWOOD ECE8,M,EM,down,flat,flat,M
642,691.0,880.0,DENVER COUNTY 1,3704.0,GUST ELEMENTARY SCHOOL,E,E,up,up,up,E
643,692.0,880.0,DENVER COUNTY 1,4782.0,HALLETT FUNDAMENTAL ACADEMY,E,E,down,down,down,E
