,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
468,DE BEQUE ELEMENTARY SCHOOL,1980.0,DE BEQUE 49JT,E,,2122.0,flat,up,up,E
469,DE BEQUE UNDIVIDED HIGH SCHOOL,1980.0,DE BEQUE 49JT,H,MH,2126.0,flat,down,down,H
470,INDEPENDENCE ACADEMY,2000.0,MESA COUNTY VALLEY 51,E,EM,2128.0,up,up,up,E
471,INDEPENDENCE ACADEMY,2000.0,MESA COUNTY VALLEY 51,M,EM,2128.0,up,up,up,M
472,DEER CREEK MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,2130.0,flat,flat,flat,M
473,DEER TRAIL ELEMENTARY SCHOOL,170.0,DEER TRAIL 26J,E,,2136.0,flat,up,up,E
474,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170.0,DEER TRAIL 26J,H,,2140.0,up,up,down,H
475,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170.0,DEER TRAIL 26J,M,,2140.0,down,flat,flat,M
476,DEL NORTE MIDDLE SCHOOL,2730.0,DEL NORTE C-7,M,,2148.0,up,flat,flat,M
477,DEL NORTE HIGH SCHOOL,2730.0,DEL NORTE C-7,H,,2150.0,flat,flat,down,H
478,DELTA ACADEMY OF APPLIED LEARNING,870.0,DELTA COUNTY 50(J),M,EM,2152.0,down,down,down,M
479,DELTA MIDDLE SCHOOL,870.0,DELTA COUNTY 50(J),M,,2160.0,flat,flat,flat,M
480,DELTA HIGH SCHOOL,870.0,DELTA COUNTY 50(J),H,,2164.0,up,up,up,H
481,DELTA VISION SCHOOL,870.0,DELTA COUNTY 50(J),E,EMH,2166.0,up,up,flat,E
482,DELTA VISION SCHOOL,870.0,DELTA COUNTY 50(J),H,EMH,2166.0,flat,up,flat,H
483,DELTA VISION SCHOOL,870.0,DELTA COUNTY 50(J),M,EMH,2166.0,flat,up,flat,M
484,DENISON MONTESSORI SCHOOL,880.0,DENVER COUNTY 1,E,,2174.0,flat,flat,up,E
485,DENVER CENTER FOR INTERNATIONAL STUDIES,880.0,DENVER COUNTY 1,H,MH,2183.0,flat,flat,flat,H
486,DENVER CENTER FOR INTERNATIONAL STUDIES,880.0,DENVER COUNTY 1,M,MH,2183.0,flat,flat,flat,M
487,DENVER SCHOOL OF THE ARTS,880.0,DENVER COUNTY 1,H,MH,2184.0,flat,flat,flat,H
488,DENVER SCHOOL OF THE ARTS,880.0,DENVER COUNTY 1,M,MH,2184.0,flat,flat,flat,M
489,DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,880.0,DENVER COUNTY 1,H,MH,2185.0,flat,flat,flat,H
490,DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,880.0,DENVER COUNTY 1,M,MH,2185.0,flat,flat,flat,M
491,DEVINNY ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2194.0,flat,flat,down,E
492,DISCOVERY CANYON CAMPUS SCHOOL,1040.0,ACADEMY 20,E,,2195.0,flat,flat,up,E
493,DISCOVERY CANYON CAMPUS SCHOOL,1040.0,ACADEMY 20,H,,2195.0,flat,down,flat,H
494,DISCOVERY CANYON CAMPUS SCHOOL,1040.0,ACADEMY 20,M,,2195.0,flat,flat,flat,M
495,DOHERTY HIGH SCHOOL,1010.0,COLORADO SPRINGS 11,H,,2202.0,flat,flat,flat,H
496,DOLORES ELEMENTARY SCHOOL,2055.0,DOLORES RE-4A,E,,2204.0,up,up,up,E
497,DOLORES MIDDLE SCHOOL,2055.0,DOLORES RE-4A,M,,2206.0,up,flat,flat,M
498,DOLORES HIGH SCHOOL,2055.0,DOLORES RE-4A,H,,2208.0,flat,flat,flat,H
499,DOVE CREEK HIGH SCHOOL,890.0,DOLORES COUNTY RE NO.2,H,,2216.0,flat,up,up,H
500,DOVE CREEK HIGH SCHOOL,890.0,DOLORES COUNTY RE NO.2,M,,2216.0,flat,down,down,M
501,DOLORES HUERTA PREPARATORY HIGH SCHOOL,2690.0,PUEBLO CITY 60,H,,2217.0,flat,down,down,H
502,DOS RIOS ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,2222.0,flat,flat,flat,E
503,DOS RIOS ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,2224.0,up,up,flat,E
504,CASTLE ROCK MIDDLE SCHOOL,900.0,DOUGLAS COUNTY RE 1,M,,2226.0,up,up,up,M
505,DOUGLAS COUNTY HIGH SCHOOL,900.0,DOUGLAS COUNTY RE 1,H,,2230.0,flat,flat,flat,H
506,ROCK RIDGE ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,2232.0,down,flat,flat,E
507,CHEROKEE TRAIL ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,2233.0,flat,flat,flat,E
508,EAGLE RIDGE ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,2234.0,flat,flat,flat,E
509,DOUGLASS ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,2240.0,flat,flat,flat,E
510,DOUGLASS VALLEY ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,2248.0,flat,flat,flat,E
511,DOULL ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,2258.0,up,up,up,E
512,DRAKE JUNIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,2288.0,flat,flat,down,M
513,DRY CREEK ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,2292.0,flat,flat,flat,E
514,DUAL IMMERSION ACADEMY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,2297.0,down,up,up,E
515,DUNN ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,2298.0,flat,up,up,E
516,DUNSTAN MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,2300.0,flat,flat,flat,M
517,DUPONT ELEMENTARY SCHOOL,30.0,ADAMS COUNTY 14,E,,2308.0,flat,flat,flat,E
518,DURANGO HIGH SCHOOL,1520.0,DURANGO 9-R,H,,2318.0,down,flat,flat,H
519,DUTCH CREEK ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2322.0,up,up,up,E
520,EADS ELEMENTARY SCHOOL,1430.0,EADS RE-1,E,,2328.0,down,down,down,E
521,EADS MIDDLE SCHOOL,1430.0,EADS RE-1,M,,2332.0,down,flat,down,M
522,EADS HIGH SCHOOL,1430.0,EADS RE-1,H,,2336.0,down,flat,flat,H
523,EAGLE COUNTY CHARTER ACADEMY,910.0,EAGLE COUNTY RE 50,E,,2340.0,flat,flat,flat,E
524,EAGLE COUNTY CHARTER ACADEMY,910.0,EAGLE COUNTY RE 50,M,,2340.0,flat,flat,flat,M
525,EAGLE CREST ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,2343.0,flat,down,down,E
526,EAGLE VALLEY ELEMENTARY SCHOOL,910.0,EAGLE COUNTY RE 50,E,,2346.0,flat,up,flat,E
527,EAGLE VALLEY HIGH SCHOOL,910.0,EAGLE COUNTY RE 50,H,,2350.0,flat,flat,up,H
528,EAGLE VALLEY MIDDLE SCHOOL,910.0,EAGLE COUNTY RE 50,M,,2355.0,flat,flat,flat,M
529,EAGLECREST HIGH SCHOOL,130.0,CHERRY CREEK 5,H,,2357.0,flat,flat,flat,H
530,EAGLEVIEW MIDDLE SCHOOL,1040.0,ACADEMY 20,M,,2358.0,flat,flat,flat,M
531,EAGLEVIEW ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2361.0,up,flat,flat,E
532,EAGLETON ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,2364.0,up,up,up,E
533,EAST ELEMENTARY SCHOOL,2020.0,MOFFAT COUNTY RE:NO 1,E,,2374.0,flat,flat,flat,E
534,EAST GRAND MIDDLE SCHOOL,1350.0,EAST GRAND 2,M,,2376.0,up,flat,flat,M
535,EAST ELEMENTARY SCHOOL,140.0,LITTLETON 6,E,,2382.0,flat,flat,flat,E
536,EAST MIDDLE SCHOOL,180.0,ADAMS-ARAPAHOE 28J,M,,2384.0,flat,flat,flat,M
537,EAST MIDDLE SCHOOL,2000.0,MESA COUNTY VALLEY 51,M,,2392.0,flat,up,up,M
538,EAST HIGH SCHOOL,2690.0,PUEBLO CITY 60,H,,2394.0,up,flat,flat,H
539,EAST HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,2398.0,flat,flat,flat,H
540,TARVER ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2410.0,flat,flat,down,E
541,EAST MEMORIAL ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,2414.0,up,flat,flat,E
542,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,2428.0,flat,flat,up,E
543,EVA R BACA ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,2438.0,down,flat,down,E
544,EATON MIDDLE SCHOOL,3085.0,EATON RE-2,M,,2452.0,flat,flat,down,M
545,EATON HIGH SCHOOL,3085.0,EATON RE-2,H,,2456.0,flat,flat,flat,H
546,EDGEWATER ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2496.0,up,up,up,E
547,EDISON ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,2506.0,flat,up,up,E
548,EDISON ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,2510.0,flat,flat,flat,E
549,EDISON ELEMENTARY SCHOOL,1120.0,EDISON 54 JT,E,,2514.0,down,down,up,E
550,HAYDEN VALLEY ELEMENTARY SCHOOL,2760.0,HAYDEN RE-1,E,,2522.0,down,flat,down,E
551,EDITH WOLFORD ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,2524.0,flat,flat,flat,E
552,EDISON JUNIOR-SENIOR HIGH SCHOOL,1120.0,EDISON 54 JT,H,,2526.0,down,down,flat,H
553,EDISON JUNIOR-SENIOR HIGH SCHOOL,1120.0,EDISON 54 JT,M,,2526.0,flat,flat,flat,M
554,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,1010.0,COLORADO SPRINGS 11,H,,2528.0,down,down,flat,H
555,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,1010.0,COLORADO SPRINGS 11,M,,2528.0,up,up,up,M
556,EDWARDS ELEMENTARY SCHOOL,910.0,EAGLE COUNTY RE 50,E,,2530.0,up,flat,up,E
557,EIBER ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2550.0,flat,up,flat,E
558,EISENHOWER ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,2552.0,flat,flat,up,E
559,ELBERT ELEMENTARY SCHOOL,950.0,ELBERT 200,E,,2570.0,up,up,up,E
560,LEGACY ACADEMY,920.0,ELIZABETH C-1,E,,2572.0,up,flat,flat,E
561,LEGACY ACADEMY,920.0,ELIZABETH C-1,M,,2572.0,up,up,up,M
562,ELK CREEK ELEMENTARY,1195.0,GARFIELD RE-2,E,,2573.0,up,up,up,E
563,ELBERT JUNIOR-SENIOR HIGH SCHOOL,950.0,ELBERT 200,H,,2574.0,down,flat,down,H
564,ELBERT JUNIOR-SENIOR HIGH SCHOOL,950.0,ELBERT 200,M,,2574.0,up,up,flat,M
565,CHERRY DRIVE ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2576.0,down,flat,down,E
566,SKYVIEW ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2578.0,up,flat,flat,E
567,HUNTERS GLEN ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2580.0,flat,flat,up,E
568,ROCKY MOUNTAIN ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2582.0,down,up,up,E
569,RIVERDALE ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2584.0,down,flat,flat,E
570,ELDORADO K-8 SCHOOL,480.0,BOULDER VALLEY RE 2,E,,2589.0,flat,up,up,E
571,ELDORADO K-8 SCHOOL,480.0,BOULDER VALLEY RE 2,M,,2589.0,flat,flat,flat,M
572,ELIZABETH MIDDLE SCHOOL,920.0,ELIZABETH C-1,M,,2604.0,flat,up,up,M
573,ELIZABETH HIGH SCHOOL,920.0,ELIZABETH C-1,H,,2608.0,flat,up,flat,H
574,ELK CREEK ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2616.0,up,up,up,E
575,ELKHART ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,2618.0,up,up,up,E
576,ELLICOTT ELEMENTARY SCHOOL,1050.0,ELLICOTT 22,E,,2638.0,flat,flat,flat,E
577,ELLICOTT MIDDLE SCHOOL,1050.0,ELLICOTT 22,M,,2640.0,up,flat,flat,M
578,ELLICOTT SENIOR HIGH SCHOOL,1050.0,ELLICOTT 22,H,,2642.0,flat,flat,flat,H
579,ELLIS ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,2652.0,up,up,up,E
580,ELDORADO ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,2656.0,flat,flat,flat,E
581,EMERALD ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,2702.0,flat,flat,down,E
582,NEW EMERSON SCHOOL AT COLUMBUS,2000.0,MESA COUNTY VALLEY 51,E,,2724.0,flat,flat,flat,E
583,ENGLEWOOD HIGH SCHOOL,120.0,ENGLEWOOD 1,H,,2746.0,down,flat,flat,H
584,ENGLEWOOD LEADERSHIP ACADEMY,120.0,ENGLEWOOD 1,M,,2750.0,down,flat,flat,M
585,ENGLEWOOD MIDDLE SCHOOL,120.0,ENGLEWOOD 1,M,,2752.0,down,down,down,M
586,VENTURE PREP,880.0,DENVER COUNTY 1,M,,2755.0,flat,flat,flat,M
587,ERIE ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,2758.0,flat,up,up,E
588,ERIE MIDDLE SCHOOL,470.0,ST VRAIN VALLEY RE 1J,M,,2760.0,flat,flat,down,M
589,ERIE HIGH SCHOOL,470.0,ST VRAIN VALLEY RE 1J,H,,2761.0,flat,flat,down,H
590,ESCUELA TLATELOLCO SCHOOL,880.0,DENVER COUNTY 1,H,MH,2789.0,up,flat,flat,H
591,ESTES PARK K-5 SCHOOL,1570.0,PARK (ESTES PARK) R-3,E,,2790.0,flat,up,up,E
592,ESTES PARK MIDDLE SCHOOL,1570.0,PARK (ESTES PARK) R-3,M,,2792.0,flat,up,up,M
593,ESTES PARK HIGH SCHOOL,1570.0,PARK (ESTES PARK) R-3,H,,2794.0,up,flat,flat,H
594,EXCEL ACADEMY CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,EMH,2799.0,flat,up,up,E
595,EXCEL ACADEMY CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,EMH,2799.0,up,flat,up,M
596,EXPLORER ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,2800.0,flat,flat,flat,E
597,EUCLID MIDDLE SCHOOL,140.0,LITTLETON 6,M,,2804.0,flat,flat,flat,M
598,EVANS ELEMENTARY SCHOOL,100.0,ALAMOSA RE-11J,E,,2818.0,flat,up,up,E
599,EVERITT MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,2820.0,down,flat,down,M
600,EVERGREEN MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,2832.0,flat,flat,flat,M
601,EVERGREEN HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,2836.0,up,flat,flat,H
602,EARLY COLLEGE HIGH SCHOOL AT ARVADA,8001.0,CHARTER SCHOOL INSTITUTE,H,,2837.0,down,flat,flat,H
603,EXPEDITIONARY LEARNING SCHOOL,9130.0,EXPEDITIONARY BOCES,E,,2840.0,flat,flat,flat,E
604,EXPEDITIONARY LEARNING SCHOOL,9130.0,EXPEDITIONARY BOCES,H,,2840.0,down,flat,flat,H
605,EXPEDITIONARY LEARNING SCHOOL,9130.0,EXPEDITIONARY BOCES,M,,2840.0,up,flat,flat,M
606,UNIVERSITY SCHOOLS,3120.0,GREELEY 6,E,,2850.0,up,flat,flat,E
607,UNIVERSITY SCHOOLS,3120.0,GREELEY 6,H,,2850.0,flat,flat,flat,H
608,UNIVERSITY SCHOOLS,3120.0,GREELEY 6,M,,2850.0,down,flat,down,M
609,FAIRMONT K-8 SCHOOL,880.0,DENVER COUNTY 1,E,EM,2856.0,down,flat,down,E
610,FAIRMONT K-8 SCHOOL,880.0,DENVER COUNTY 1,M,EM,2856.0,down,flat,down,M
611,FAIRMOUNT ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2866.0,flat,flat,flat,E
612,FAIRVIEW ELEMENTARY SCHOOL,70.0,WESTMINSTER 50,E,,2876.0,down,down,flat,E
613,FAIRVIEW ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,2880.0,up,flat,flat,E
614,FAIRVIEW HIGH SCHOOL,480.0,BOULDER VALLEY RE 2,H,,2892.0,flat,flat,flat,H
615,FALCON CREEK MIDDLE SCHOOL,130.0,CHERRY CREEK 5,M,,2897.0,flat,flat,flat,M
616,FALCON ELEMENTARY SCHOOL,1110.0,FALCON 49,E,,2902.0,flat,flat,down,E
617,FALCON MIDDLE SCHOOL,1110.0,FALCON 49,M,,2906.0,up,up,up,M
618,FALCON HIGH SCHOOL,1110.0,FALCON 49,H,,2908.0,flat,flat,flat,H
619,FALL RIVER ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,2912.0,flat,flat,down,E
620,FEDERAL HEIGHTS ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,2918.0,flat,flat,flat,E
621,FIELD ELEMENTARY SCHOOL,140.0,LITTLETON 6,E,,2926.0,down,down,down,E
622,FIRESIDE ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,2940.0,flat,flat,flat,E
623,FISHER'S PEAK ELEMENTARY SCHOOL,1580.0,TRINIDAD 1,E,,2944.0,flat,flat,up,E
624,FITZMORRIS ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,2946.0,down,down,down,E
625,MAMMOTH HEIGHTS ELEMENTARY,900.0,DOUGLAS COUNTY RE 1,E,,2952.0,flat,flat,flat,E
626,STONE MOUNTAIN ELEMENTARY,900.0,DOUGLAS COUNTY RE 1,E,,2953.0,flat,flat,flat,E
627,ROXBOROUGH INTERMEDIATE,900.0,DOUGLAS COUNTY RE 1,E,,2954.0,flat,flat,down,E
628,FLAGLER ELEMENTARY SCHOOL,1450.0,ARRIBA-FLAGLER C-20,E,,2956.0,down,flat,down,E
629,FLAGLER SENIOR HIGH SCHOOL,1450.0,ARRIBA-FLAGLER C-20,H,,2960.0,flat,down,flat,H
630,FALCON BLUFFS MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,2963.0,flat,flat,flat,M
631,FLAGSTAFF CHARTER ACADEMY,470.0,ST VRAIN VALLEY RE 1J,E,EM,2964.0,flat,flat,down,E
632,FLAGSTAFF CHARTER ACADEMY,470.0,ST VRAIN VALLEY RE 1J,M,EM,2964.0,flat,flat,down,M
633,FLAGSTONE ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,2965.0,flat,flat,down,E
634,FLATIRONS ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,2970.0,up,flat,up,E
635,FLEMING ELEMENTARY SCHOOL,1850.0,FRENCHMAN RE-3,E,,2980.0,down,down,down,E
636,FLEMING HIGH SCHOOL,1850.0,FRENCHMAN RE-3,H,,2988.0,down,flat,up,H
637,FLEMING HIGH SCHOOL,1850.0,FRENCHMAN RE-3,M,,2988.0,down,down,down,M
638,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,EM,2995.0,flat,flat,flat,E
639,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,M,EM,2995.0,flat,flat,flat,M
640,FLORENCE CRITTENTON HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,3000.0,down,down,down,H
641,FLORENCE HIGH SCHOOL,1150.0,FREMONT RE-2,H,,3002.0,flat,flat,up,H
642,FLORIDA MESA ELEMENTARY SCHOOL,1520.0,DURANGO 9-R,E,,3012.0,down,flat,down,E
643,FOOTHILL ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,3022.0,flat,flat,flat,E
644,FOOTHILLS ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3025.0,up,down,down,E
645,EAGLESIDE ELEMENTARY SCHOOL,1000.0,FOUNTAIN 8,E,,3027.0,flat,flat,down,E
646,FOX RIDGE MIDDLE SCHOOL,130.0,CHERRY CREEK 5,M,,3030.0,flat,flat,flat,M
647,FORCE ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3032.0,flat,up,up,E
648,FORD ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3038.0,flat,flat,up,E
649,FORT COLLINS HIGH SCHOOL,1550.0,POUDRE R-1,H,,3046.0,flat,flat,flat,H
650,FORT LEWIS MESA ELEMENTARY SCHOOL,1520.0,DURANGO 9-R,E,,3050.0,up,flat,down,E
651,FORT LOGAN ELEMENTARY SCHOOL,123.0,SHERIDAN 2,E,,3054.0,flat,up,up,E
652,FORT LUPTON MIDDLE SCHOOL,3140.0,WELD COUNTY S/D RE-8,M,,3066.0,flat,down,down,M
653,FORT LUPTON HIGH SCHOOL,3140.0,WELD COUNTY S/D RE-8,H,,3070.0,flat,up,up,H
654,FORT MORGAN MIDDLE SCHOOL,2405.0,FORT MORGAN RE-3,M,,3074.0,flat,flat,flat,M
655,FORT MORGAN HIGH SCHOOL,2405.0,FORT MORGAN RE-3,H,,3078.0,flat,flat,flat,H
656,FOSTER ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3088.0,flat,flat,down,E
657,LOCHBUIE ELEMENTARY SCHOOL,3090.0,KEENESBURG RE-3(J),E,,3090.0,up,flat,flat,E
658,ARAGON ELEMENTARY SCHOOL,1000.0,FOUNTAIN 8,E,,3102.0,down,down,down,E
659,FOOTHILLS ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,3104.0,flat,flat,flat,E
660,FOSSIL RIDGE HIGH SCHOOL,1550.0,POUDRE R-1,H,,3105.0,flat,flat,flat,H
661,FOUNTAIN MIDDLE SCHOOL,1000.0,FOUNTAIN 8,M,,3106.0,up,up,flat,M
662,MESA ELEMENTARY SCHOOL,1000.0,FOUNTAIN 8,E,,3108.0,flat,flat,flat,E
663,FOUNTAIN-FORT CARSON HIGH SCHOOL,1000.0,FOUNTAIN 8,H,,3110.0,flat,flat,flat,H
664,FOWLER JUNIOR HIGH SCHOOL,2540.0,FOWLER R-4J,M,,3130.0,flat,flat,flat,M
665,FOWLER HIGH SCHOOL,2540.0,FOWLER R-4J,H,,3134.0,flat,flat,flat,H
666,FOX CREEK ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,3138.0,flat,flat,flat,E
667,FRANCIS M. DAY ELEMENTARY SCHOOL,70.0,WESTMINSTER 50,E,,3144.0,down,down,flat,E
668,FRANKLIN MIDDLE SCHOOL,3120.0,GREELEY 6,M,,3162.0,flat,flat,flat,M
669,FRANKTOWN ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,3172.0,flat,flat,flat,E
670,FREEDOM ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,3175.0,flat,up,up,E
671,FRASER VALLEY ELEMENTARY SCHOOL,1350.0,EAST GRAND 2,E,,3182.0,flat,up,up,E
672,FREDERICK ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,3192.0,flat,flat,down,E
673,COAL RIDGE MIDDLE SCHOOL,470.0,ST VRAIN VALLEY RE 1J,M,,3194.0,flat,flat,flat,M
674,FREDERICK SENIOR HIGH SCHOOL,470.0,ST VRAIN VALLEY RE 1J,H,,3196.0,flat,flat,down,H
675,FREE HORIZON MONTESSORI CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3201.0,flat,up,up,E
676,FREED MIDDLE SCHOOL,2690.0,PUEBLO CITY 60,M,,3206.0,up,up,up,M
677,GARDEN PARK HIGH SCHOOL,1140.0,CANON CITY RE-1,H,,3211.0,up,flat,flat,H
678,FREMONT ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3216.0,flat,flat,flat,E
679,FREMONT ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,3218.0,flat,flat,down,E
680,COTOPAXI ELEMENTARY SCHOOL,1160.0,COTOPAXI RE-3,E,,3220.0,down,down,down,E
681,FREMONT ELEMENTARY SCHOOL,1150.0,FREMONT RE-2,E,,3224.0,down,down,down,E
682,FREMONT MIDDLE SCHOOL,1150.0,FREMONT RE-2,M,,3226.0,flat,flat,up,M
683,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160.0,COTOPAXI RE-3,H,,3228.0,up,flat,down,H
684,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160.0,COTOPAXI RE-3,M,,3228.0,down,flat,down,M
685,FRENCH ELEMENTARY SCHOOL,990.0,WIDEFIELD 3,E,,3234.0,flat,flat,down,E
686,FRONTIER ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,3238.0,flat,flat,flat,E
687,FRONTIER VALLEY ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,3241.0,flat,flat,flat,E
688,FRUITA MIDDLE SCHOOL,2000.0,MESA COUNTY VALLEY 51,M,,3244.0,up,flat,up,M
689,FRUITVALE ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,3262.0,flat,down,down,E
690,FULTON ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,3272.0,flat,up,up,E
691,GRAHAM MESA ELEMENTARY SCHOOL,1195.0,GARFIELD RE-2,E,,3281.0,flat,flat,flat,E
692,GALETON ELEMENTARY SCHOOL,3085.0,EATON RE-2,E,,3286.0,flat,down,down,E
693,GARDEN PLACE ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3296.0,up,up,up,E
694,GARDNER ELEMENTARY SCHOOL,1390.0,HUERFANO RE-1,E,EM,3306.0,down,down,up,E
695,GARDNER ELEMENTARY SCHOOL,1390.0,HUERFANO RE-1,M,EM,3306.0,down,down,up,M
696,GARFIELD ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,3320.0,flat,flat,flat,E
697,KAPLAN ACADEMY OF COLORADO,1195.0,GARFIELD RE-2,H,,3325.0,up,flat,flat,H
698,GARNET MESA ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),E,,3330.0,up,flat,flat,E
699,ARCHULETA ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3340.0,up,flat,flat,E
700,GATEWAY HIGH SCHOOL,180.0,ADAMS-ARAPAHOE 28J,H,,3354.0,flat,flat,down,H
701,GALILEO SCHOOL OF MATH AND SCIENCE,1010.0,COLORADO SPRINGS 11,M,,3360.0,flat,flat,flat,M
702,GEORGE WASHINGTON HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,3378.0,flat,flat,flat,H
703,GEORGETOWN COMMUNITY SCHOOL,540.0,CLEAR CREEK RE-1,E,,3385.0,down,flat,down,E
