district_id,school_id,eng_yn,math_yn,read_yn,sci_yn,year,pct_remediation,est_child_poverty,est_total_child,est_total_pop,child_pov_ratio,child_adult_ratio,county,instruction_total,support_total,community_total,other_total,sum_total,instruction_per_pupil,support_per_pupil,community_per_pupil,other_per_pupil,sum_per_pupil,achievement_dir,growth_dir,overall_dir,school_grade,rank,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate,total,pct_amind,pct_asian,pct_black,pct_hisp,pct_white,pct_pi,pct_2ormore,pct_fr,district_name,school
1550,7124,1.0,0.0,0.0,0.0,2010,0.244541,3184,27169,185269,0.11719238838381979,0.14664622791724466,LARIMER,131660692,97631552,483298,33289706,263065248, 5164 , 3829 , 19 , 1306 , 10318 ,-1.0,0.0,0.0,6,208,8,10,9,9,4,3,6,3,84.3,1850,0.007027027,0.036216216,0.012432432,0.207027027,0.723783784,0.0,0.013513514,0.299,POUDRE R 1,POUDRE HIGH SCHOOL
1550,7470,1.0,0.0,0.0,0.0,2010,0.25,3184,27169,185269,0.11719238838381979,0.14664622791724466,LARIMER,131660692,97631552,483298,33289706,263065248, 5164 , 3829 , 19 , 1306 , 10318 ,0.0,0.0,0.0,6,180,9,9,9,9,5,4,5,5,90.6,2036,0.008349705,0.018664047,0.02259332,0.142927308,0.781925344,0.001473477,0.024066798,0.228,POUDRE R 1,ROCKY MOUNTAIN HIGH SCHOOL
1560,812,1.0,0.0,0.0,0.0,2010,0.211765,1824,18194,104587,0.10025283060349566,0.17396043485328005,LARIMER,72245352,56991771,2224388,14897306,146358817, 4993 , 3939 , 154 , 1030 , 10115 ,1.0,1.0,0.0,9,100,10,10,9,9,7,8,7,6,92.4,626,0.004792332,0.006389776,0.003194888,0.097444089,0.872204473,0.004792332,0.011182109,0.147,THOMPSON R 2J,BERTHOUD HIGH SCHOOL
1560,5316,1.0,0.0,1.0,0.0,2010,0.3,1824,18194,104587,0.10025283060349566,0.17396043485328005,LARIMER,72245352,56991771,2224388,14897306,146358817, 4993 , 3939 , 154 , 1030 , 10115 ,0.0,0.0,0.0,7,140,9,9,8,7,6,6,6,6,82.9,1553,0.010946555,0.013522215,0.00643915,0.155827431,0.794591114,0.01159047,0.007083065,0.228,THOMPSON R 2J,LOVELAND HIGH SCHOOL
1560,6163,1.0,0.0,0.0,0.0,2010,0.40367,1824,18194,104587,0.10025283060349566,0.17396043485328005,LARIMER,72245352,56991771,2224388,14897306,146358817, 4993 , 3939 , 154 , 1030 , 10115 ,0.0,1.0,1.0,7,155,7,7,7,7,6,7,6,6,82.0,1103,0.009972801,0.004533092,0.007252947,0.184043518,0.773345422,0.00543971,0.015412511,0.27899999999999997,THOMPSON R 2J,MOUNTAIN VIEW HIGH SCHOOL
1560,8824,1.0,0.0,0.0,0.0,2010,0.313725,1824,18194,104587,0.10025283060349566,0.17396043485328005,LARIMER,72245352,56991771,2224388,14897306,146358817, 4993 , 3939 , 154 , 1030 , 10115 ,1.0,1.0,0.0,8,109,7,9,7,7,8,9,9,6,88.0,1330,0.006766917,0.008270677,0.003759398,0.090225564,0.878195489,0.005263158,0.007518797,0.24100000000000002,THOMPSON R 2J,THOMPSON VALLEY HIGH SCHOOL
1570,2794,1.0,0.0,1.0,0.0,2010,0.153846,121,1313,11531,0.09215536938309216,0.11386696730552424,LARIMER,6212577,4640598,0,2243672,13096847, 5381 , 4019 , 0 , 1943 , 11343 ,1.0,0.0,0.0,6,163,7,9,9,11,6,7,6,6,85.6,375,0.0,0.008,0.010666667,0.154666667,0.818666667,0.0,0.008,0.21100000000000002,ESTES PARK R 3,ESTES PARK HIGH SCHOOL
1580,8906,0.0,0.0,0.0,0.0,2010,,382,1687,10441,0.22643746295198577,0.16157456182358013,LAS ANIMAS,7199190,5658567,3249,1040571,13901578, 4957 , 3897 , 2 , 717 , 9573 ,1.0,1.0,0.0,6,211,6,6,6,6,7,9,8,6,74.5,405,0.012345679,0.017283951,0.002469136,0.639506173,0.320987654,0.004938272,0.002469136,0.536,TRINIDAD 1,TRINIDAD HIGH SCHOOL
1790,5136,1.0,0.0,0.0,0.0,2010,,80,460,3319,0.17391304347826086,0.1385959626393492,LINCOLN,2579260,1632118,282,638962,4850622, 5583 , 3533 , 1 , 1383 , 10499 ,-1.0,0.0,0.0,9,72,8,8,9,7,9,9,6,10,95.0,262,0.007633588,0.011450382,0.022900763,0.083969466,0.84351145,0.0,0.030534351,0.41200000000000003,LIMON RE 4J,LIMON JUNIOR-SENIOR HIGH SCHOOL
1828,8260,1.0,0.0,0.0,0.0,2010,0.193548,534,2888,20270,0.18490304709141275,0.14247656635421804,LOGAN,11831259,8373078,79958,1941903,22226197, 5063 , 3583 , 34 , 831 , 9511 ,0.0,0.0,0.0,6,235,6,7,7,7,6,4,6,6,75.0,612,0.009803922,0.003267974,0.006535948,0.232026144,0.72875817,0.003267974,0.016339869,0.382,VALLEY RE 1,STERLING HIGH SCHOOL
2000,1450,1.0,0.0,0.0,0.0,2010,0.416667,3793,23849,142920,0.15904230785357876,0.16686957738595018,MESA,110888342,68180574,335939,30507658,209912512, 5274 , 3243 , 16 , 1451 , 9984 ,0.0,0.0,0.0,5,271,6,6,6,6,6,6,6,5,79.8,1599,0.013758599,0.008130081,0.00750469,0.252657911,0.702939337,0.001250782,0.013758599,0.47700000000000004,MESA COUNTY VALLEY 51,CENTRAL HIGH SCHOOL
2000,3570,1.0,0.0,0.0,0.0,2010,0.319018,3793,23849,142920,0.15904230785357876,0.16686957738595018,MESA,110888342,68180574,335939,30507658,209912512, 5274 , 3243 , 16 , 1451 , 9984 ,0.0,0.0,0.0,6,179,7,8,7,7,7,7,7,6,77.5,1774,0.009019166,0.009582864,0.011273957,0.195603157,0.734498309,0.001127396,0.038895152,0.36200000000000004,MESA COUNTY VALLEY 51,GRAND JUNCTION HIGH SCHOOL
2000,6070,1.0,0.0,0.0,0.0,2010,0.316832,3793,23849,142920,0.15904230785357876,0.16686957738595018,MESA,110888342,68180574,335939,30507658,209912512, 5274 , 3243 , 16 , 1451 , 9984 ,1.0,1.0,0.0,9,72,10,8,9,9,12,12,12,9,87.9,1278,0.077464789,0.008607199,0.007824726,0.018779343,0.870109546,0.000782473,0.016431925,0.228,MESA COUNTY VALLEY 51,FRUITA MONUMENT HIGH SCHOOL
2000,6666,1.0,0.0,0.0,0.0,2010,0.352941,3793,23849,142920,0.15904230785357876,0.16686957738595018,MESA,110888342,68180574,335939,30507658,209912512, 5274 , 3243 , 16 , 1451 , 9984 ,0.0,1.0,0.0,6,167,7,8,7,7,12,11,12,9,71.5,1003,0.010967099,0.008973081,0.011964108,0.21335992,0.744765703,0.0,0.00997009,0.456,MESA COUNTY VALLEY 51,PALISADE HIGH SCHOOL
2020,5962,1.0,0.0,0.0,0.0,2010,0.372549,341,2661,13818,0.12814731304021046,0.19257490230134608,MOFFAT,13807210,8544652,0,3057069,25408930, 6090 , 3769 , 0 , 1348 , 11207 ,0.0,0.0,0.0,5,275,6,6,6,6,5,3,5,6,81.1,615,0.011382114,0.003252033,0.006504065,0.149593496,0.824390244,0.003252033,0.001626016,0.322,MOFFAT COUNTY RE 1,MOFFAT COUNTY HIGH SCHOOL
2035,6026,0.0,0.0,0.0,0.0,2010,0.509804,843,3339,18575,0.252470799640611,0.1797577388963661,MONTEZUMA,14244343,12057921,500,248679,26551443, 4957 , 4196 , 0 , 87 , 9240 ,0.0,0.0,0.0,5,286,6,6,6,6,6,5,6,6,62.7,721,0.216366158,0.004160888,0.008321775,0.158113731,0.578363384,0.0,0.034674064,0.484,MONTEZUMA CORTEZ RE 1,MONTEZUMA-CORTEZ HIGH SCHOOL
2180,6058,1.0,0.0,0.0,0.0,2010,0.322314,1423,7025,38637,0.20256227758007117,0.1818205347206046,MONTROSE,29236992,20160783,591669,3270430,53259874, 4813 , 3319 , 97 , 538 , 8768 ,0.0,0.0,0.0,7,157,6,7,6,8,6,6,8,6,88.6,1348,0.012611276,0.004451039,0.003709199,0.267804154,0.689169139,0.002225519,0.020029674,0.38299999999999995,MONTROSE COUNTY RE 1J,MONTROSE HIGH SCHOOL
2180,6494,0.0,0.0,0.0,0.0,2010,0.307692,1423,7025,38637,0.20256227758007117,0.1818205347206046,MONTROSE,29236992,20160783,591669,3270430,53259874, 4813 , 3319 , 97 , 538 , 8768 ,0.0,0.0,1.0,7,151,6,7,6,6,6,6,8,5,90.2,380,0.015789474,0.0,0.002631579,0.421052632,0.521052632,0.0,0.039473684,0.5760000000000001,MONTROSE COUNTY RE 1J,OLATHE HIGH SCHOOL
2395,1096,1.0,0.0,0.0,0.0,2010,0.294118,222,1527,8124,0.14538310412573674,0.1879615952732644,MORGAN,7385027,5080700,0,1127769,13593496, 5111 , 3516 , 0 , 781 , 9408 ,1.0,0.0,0.0,6,199,6,7,6,6,7,9,6,7,83.3,444,0.0,0.0,0.011261261,0.452702703,0.511261261,0.002252252,0.022522523,0.43700000000000006,BRUSH RE 2J,BRUSH HIGH SCHOOL
2405,3078,0.0,0.0,0.0,0.0,2010,0.395349,750,3562,16976,0.21055586749017405,0.20982563619227143,MORGAN,14253963,12320339,332222,2826542,29733067, 4746 , 4102 , 111 , 941 , 9900 ,0.0,0.0,0.0,5,305,5,6,6,5,3,5,4,3,63.4,862,0.006960557,0.001160093,0.042923434,0.552204176,0.393271462,0.0,0.003480278,0.585,FORT MORGAN RE 3,FORT MORGAN HIGH SCHOOL
2515,9582,1.0,0.0,0.0,0.0,2010,,66,533,2526,0.12382739212007504,0.2110055423594616,MORGAN,2704561,1844163,0,420834,4969558, 5297 , 3612 , 0 , 824 , 9733 ,0.0,-1.0,-1.0,6,184,6,6,6,6,6,6,5,9,83.3,151,0.0,0.0,0.0,0.264900662,0.701986755,0.0,0.033112583,0.5760000000000001,WIGGINS RE 50J,WIGGINS HIGH SCHOOL
2520,4844,0.0,0.0,0.0,0.0,2010,0.25,418,1609,8839,0.2597886886264761,0.1820341667609458,OTERO,7295150,5459713,199384,1332193,14286440, 5343 , 3999 , 146 , 976 , 10464 ,,,,,,,,,,,,,,,,,,,,,,,,EAST OTERO R 1,LA JUNTA HIGH SCHOOL
2530,7442,0.0,0.0,0.0,0.0,2010,,329,986,5507,0.33367139959432046,0.17904485200653714,OTERO,4645716,3519313,22537,6000,8193567, 5719 , 4333 , 28 , 7 , 10087 ,-1.0,0.0,-1.0,5,289,5,5,5,6,6,7,4,6,65.8,317,0.003154574,0.012618297,0.009463722,0.662460568,0.309148265,0.0,0.003154574,0.7509999999999999,ROCKY FORD R 2,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL
2570,8456,1.0,0.0,0.0,0.0,2010,,43,253,1244,0.16996047430830039,0.20337620578778134,OTERO,2202269,1541879,0,1203084,4947231, 6012 , 4209 , 0 , 3284 , 13506 ,1.0,1.0,0.0,10,36,10,9,11,8,9,5,13,7,100.0,175,0.0,0.045714286,0.017142857,0.262857143,0.674285714,0.0,0.0,0.36,SWINK 33,SWINK JUNIOR-SENIOR HIGH SCHOOL
2600,7046,1.0,0.0,0.0,0.0,2010,0.25,141,1498,9276,0.09412550066755675,0.1614920224234584,PARK,5964977,4893780,139138,990349,11988244, 5130 , 4209 , 120 , 852 , 10311 ,0.0,1.0,0.0,9,92,7,10,8,9,7,6,12,6,92.6,376,0.007978723,0.018617021,0.015957447,0.042553191,0.872340426,0.0,0.042553191,0.303,PLATTE CANYON 1,PLATTE CANYON HIGH SCHOOL
2640,432,1.0,1.0,1.0,0.0,2010,0.204545,104,1676,13026,0.06205250596658711,0.12866574543221249,PITKIN,16237683,6969094,0,9404104,32610880, 9849 , 4227 , 0 , 5704 , 19780 ,0.0,0.0,0.0,13,4,12,12,12,10,10,10,9,9,94.7,546,0.007326007,0.023809524,0.007326007,0.10989011,0.851648352,0.0,0.0,0.035,ASPEN 1,ASPEN HIGH SCHOOL
2660,4960,0.0,0.0,0.0,0.0,2010,0.34375,504,1800,9393,0.28,0.1916320664324497,PROWERS,8864198,4528125,92651,4393604,17878577, 5605 , 2863 , 59 , 2778 , 11306 ,0.0,0.0,0.0,5,280,6,6,6,6,6,5,6,6,84.0,442,0.011312217,0.00678733,0.00678733,0.511312217,0.450226244,0.0,0.013574661,0.588,LAMAR RE 2,LAMAR HIGH SCHOOL
2690,1402,1.0,0.0,0.0,0.0,2010,0.422018,5319,18583,108830,0.2862293494053705,0.1707525498483874,PUEBLO,86439205,69526324,337221,9533741,165836492, 5024 , 4041 , 20 , 554 , 9639 ,1.0,1.0,1.0,6,237,6,6,6,6,6,6,6,5,87.4,1025,0.008780488,0.003902439,0.024390244,0.468292683,0.489756098,0.0,0.004878049,0.46,PUEBLO CITY 60,CENTENNIAL HIGH SCHOOL
2690,1454,0.0,0.0,0.0,0.0,2010,0.648352,5319,18583,108830,0.2862293494053705,0.1707525498483874,PUEBLO,86439205,69526324,337221,9533741,165836492, 5024 , 4041 , 20 , 554 , 9639 ,1.0,1.0,0.0,3,322,5,5,6,5,2,3,2,3,74.1,1007,0.015888779,0.000993049,0.042701092,0.702085402,0.232373386,0.000993049,0.004965243,0.6629999999999999,PUEBLO CITY 60,CENTRAL HIGH SCHOOL
2690,2394,0.0,0.0,0.0,0.0,2010,0.58,5319,18583,108830,0.2862293494053705,0.1707525498483874,PUEBLO,86439205,69526324,337221,9533741,165836492, 5024 , 4041 , 20 , 554 , 9639 ,1.0,0.0,0.0,5,294,6,6,6,5,3,6,2,3,79.0,920,0.005434783,0.009782609,0.02173913,0.657608696,0.295652174,0.005434783,0.004347826,0.642,PUEBLO CITY 60,EAST HIGH SCHOOL
2690,8082,1.0,0.0,0.0,0.0,2010,0.448052,5319,18583,108830,0.2862293494053705,0.1707525498483874,PUEBLO,86439205,69526324,337221,9533741,165836492, 5024 , 4041 , 20 , 554 , 9639 ,1.0,1.0,1.0,6,220,7,6,7,6,6,8,5,5,85.7,1353,0.00443459,0.002217295,0.035476718,0.469327421,0.483370288,0.0,0.005173688,0.475,PUEBLO CITY 60,SOUTH HIGH SCHOOL
2700,7208,1.0,0.0,0.0,0.0,2010,0.481482,1361,9815,50362,0.13866530820173203,0.19488900361383582,PUEBLO,36460764,30004548,275,30430981,96896568, 4284 , 3525 , 0 , 3576 , 11385 ,0.0,0.0,0.0,5,301,6,6,6,6,2,4,2,3,75.2,838,0.003579952,0.003579952,0.007159905,0.316229117,0.6575179,0.0,0.011933174,0.35700000000000004,PUEBLO COUNTY 70,PUEBLO COUNTY HIGH SCHOOL
2700,7214,1.0,0.0,0.0,0.0,2010,0.391304,1361,9815,50362,0.13866530820173203,0.19488900361383582,PUEBLO,36460764,30004548,275,30430981,96896568, 4284 , 3525 , 0 , 3576 , 11385 ,0.0,0.0,0.0,6,218,7,6,7,6,6,6,6,6,74.9,1251,0.007993605,0.007194245,0.024780176,0.233413269,0.725819345,0.0,0.000799361,0.268,PUEBLO COUNTY 70,PUEBLO WEST HIGH SCHOOL
2700,7534,0.0,0.0,0.0,0.0,2010,,1361,9815,50362,0.13866530820173203,0.19488900361383582,PUEBLO,36460764,30004548,275,30430981,96896568, 4284 , 3525 , 0 , 3576 , 11385 ,1.0,0.0,0.0,6,192,9,8,8,9,5,6,2,6,87.0,226,0.004424779,0.0,0.008849558,0.146017699,0.818584071,0.0,0.022123894,0.252,PUEBLO COUNTY 70,RYE HIGH SCHOOL
2720,7276,0.0,0.0,0.0,0.0,2010,,52,442,2781,0.11764705882352941,0.15893563466379002,RIO BLANCO,2677607,2222903,11921,2592929,7505359, 5895 , 4894 , 26 , 5709 , 16524 ,-1.0,-1.0,-1.0,5,298,6,6,6,6,3,1,5,2,78.6,220,0.009090909,0.009090909,0.004545455,0.109090909,0.859090909,0.004545455,0.004545455,0.255,RANGELY RE 4,RANGELY JUNIOR/SENIOR HIGH SCHOOL
2730,2150,0.0,0.0,0.0,0.0,2010,,196,688,4142,0.28488372093023256,0.16610333172380493,RIO GRANDE,2900869,2686653,0,521534,6109055, 4931 , 4567 , 0 , 887 , 10384 ,0.0,0.0,-1.0,6,171,6,6,6,6,6,6,5,7,92.7,164,0.024390244,0.0,0.0,0.457317073,0.518292683,0.0,0.0,0.48200000000000004,DEL NORTE C 7,DEL NORTE HIGH SCHOOL
2740,6046,1.0,0.0,0.0,0.0,2010,,344,1269,6484,0.2710795902285264,0.19571252313386797,RIO GRANDE,5343731,3994716,0,5714108,15052555, 4709 , 3520 , 0 , 5035 , 13263 ,-1.0,0.0,0.0,6,204,6,6,6,6,6,6,7,4,86.4,262,0.003816794,0.0,0.003816794,0.683206107,0.297709924,0.003816794,0.007633588,0.546,MONTE VISTA C 8,MONTE VISTA SENIOR HIGH SCHOOL
2770,8212,1.0,0.0,1.0,0.0,2010,0.262295,263,2578,17406,0.10201706749418153,0.14810984717913364,ROUTT,13026653,8434568,314,5078465,26540000, 5974 , 3868 , 0 , 2329 , 12172 ,0.0,0.0,0.0,9,60,11,12,10,11,6,7,5,6,88.3,626,0.006389776,0.00798722,0.001597444,0.081469649,0.884984026,0.004792332,0.012779553,0.094,STEAMBOAT SPRINGS RE 2,STEAMBOAT SPRINGS HIGH SCHOOL
3000,8378,1.0,0.0,0.0,0.0,2010,0.204819,385,3363,27939,0.11448111804936069,0.12036937614087834,SUMMIT,19440713,14470632,233201,12390655,46535201, 6648 , 4948 , 80 , 4237 , 15913 ,-1.0,0.0,0.0,6,192,6,7,6,6,6,5,7,6,85.2,811,0.004932182,0.016029593,0.003699137,0.214549938,0.7324291,0.0,0.028360049,0.21899999999999997,SUMMIT RE 1,SUMMIT HIGH SCHOOL
3020,9696,1.0,0.0,0.0,0.0,2010,0.235294,351,3124,18629,0.11235595390524968,0.1676955284771056,TELLER,14125773,8521457,0,12202500,34849731, 5163 , 3115 , 0 , 4460 , 12738 ,0.0,0.0,0.0,8,111,9,9,9,9,6,6,6,8,85.0,926,0.010799136,0.006479482,0.006479482,0.057235421,0.884449244,0.001079914,0.033477322,0.213,WOODLAND PARK RE 2,WOODLAND PARK HIGH SCHOOL
3030,90,1.0,0.0,1.0,0.0,2010,,68,402,2447,0.1691542288557214,0.16428279525950143,WASHINGTON,2321235,1486578,0,3074305,6882118, 5986 , 3833 , 0 , 7928 , 17747 ,-1.0,0.0,0.0,6,204,6,7,6,6,5,5,7,2,94.7,121,0.0,0.0,0.0,0.123966942,0.867768595,0.0,0.008264463,0.331,AKRON R 1,AKRON HIGH SCHOOL
3080,9032,0.0,0.0,0.0,0.0,2010,0.6,211,1896,8981,0.11128691983122363,0.21111234829083622,WELD,9604926,6844167,10781,393387,16853260, 5170 , 3684 , 6 , 212 , 9072 ,-1.0,-1.0,-1.0,5,283,6,6,6,6,3,6,2,5,79.9,533,0.005628518,0.005628518,0.005628518,0.510318949,0.467166979,0.0,0.005628518,0.424,WELD COUNTY RE 1,VALLEY HIGH SCHOOL
3085,2456,1.0,0.0,0.0,0.0,2010,0.307692,177,2093,9703,0.08456760630673674,0.2157064825311759,WELD,7876728,4945473,1437,1030810,13854448, 4538 , 2849 , 1 , 594 , 7982 ,0.0,0.0,0.0,6,233,6,9,9,7,4,6,1,8,77.4,495,0.002020202,0.002020202,0.008080808,0.202020202,0.785858586,0.0,0.0,0.212,EATON RE 2,EATON HIGH SCHOOL
3090,1446,1.0,0.0,0.0,0.0,2010,0.487805,307,2457,12715,0.12494912494912495,0.19323633503735746,WELD,10633662,8919376,9987,3403556,22966581, 4946 , 4149 , 5 , 1583 , 10682 ,0.0,0.0,0.0,6,265,6,6,6,6,5,5,5,4,83.6,640,0.0109375,0.00625,0.0015625,0.321875,0.6359375,0.0046875,0.01875,0.42,KEENESBURG RE 3J,WELD CENTRAL SENIOR HIGH SCHOOL
3100,9672,1.0,0.0,0.0,0.0,2010,0.333333,353,4595,21633,0.07682263329706203,0.21240697083159987,WELD,20155440,16126626,645,25824754,62107464, 4884 , 3908 , 0 , 6258 , 15050 ,0.0,0.0,1.0,8,125,8,7,9,7,6,5,6,6,86.2,1090,0.003669725,0.01559633,0.00733945,0.137614679,0.818348624,0.000917431,0.016513761,0.16399999999999998,WINDSOR RE 4,WINDSOR HIGH SCHOOL
3110,7490,1.0,0.0,0.0,0.0,2010,0.428571,317,3643,16644,0.08701619544331594,0.21887767363614516,WELD,15126983,8700531,0,2587520,26415033, 5115 , 2942 , 0 , 875 , 8932 ,1.0,0.0,0.0,5,282,5,7,6,6,5,5,6,4,77.4,725,0.002758621,0.00137931,0.008275862,0.342068966,0.635862069,0.0,0.009655172,0.324,JOHNSTOWN MILLIKEN RE 5J,ROOSEVELT HIGH SCHOOL
3120,2850,1.0,0.0,0.0,0.0,2010,0.438597,4942,21407,115025,0.2308590647918905,0.1861073679634862,WELD,89066120,64572511,0,13529637,167168268, 4795 , 3476 , 0 , 728 , 9000 ,0.0,0.0,0.0,8,125,7,6,7,6,6,6,7,5,91.7,1193,0.010058676,0.015088013,0.017602682,0.260687343,0.683151718,0.005867561,0.007544007,0.221,GREELEY 6,UNIVERSITY SCHOOLS
3120,3610,0.0,0.0,0.0,0.0,2010,0.45679,4942,21407,115025,0.2308590647918905,0.1861073679634862,WELD,89066120,64572511,0,13529637,167168268, 4795 , 3476 , 0 , 728 , 9000 ,-1.0,-1.0,-1.0,5,275,5,6,6,6,6,7,6,6,65.2,1426,0.002805049,0.011921459,0.030154278,0.595371669,0.340112202,0.002103787,0.017531557,0.574,GREELEY 6,GREELEY CENTRAL HIGH SCHOOL
3120,3614,1.0,0.0,0.0,0.0,2010,0.409449,4942,21407,115025,0.2308590647918905,0.1861073679634862,WELD,89066120,64572511,0,13529637,167168268, 4795 , 3476 , 0 , 728 , 9000 ,0.0,0.0,0.0,6,262,6,6,6,6,6,6,6,5,77.2,1478,0.00338295,0.027063599,0.01826793,0.52368065,0.412043302,0.00135318,0.01420839,0.484,GREELEY 6,GREELEY WEST HIGH SCHOOL
3120,6364,0.0,0.0,0.0,0.0,2010,0.464646,4942,21407,115025,0.2308590647918905,0.1861073679634862,WELD,89066120,64572511,0,13529637,167168268, 4795 , 3476 , 0 , 728 , 9000 ,-1.0,0.0,0.0,5,289,5,5,5,5,5,5,6,3,68.3,1029,0.005830904,0.007774538,0.006802721,0.677356657,0.290573372,0.003887269,0.007774538,0.6,GREELEY 6,NORTHRIDGE HIGH SCHOOL
3130,4670,1.0,0.0,0.0,0.0,2010,0.521739,137,1098,4724,0.12477231329690346,0.23243014394580863,WELD,6415235,6217989,0,4279626,16912850, 5777 , 5599 , 0 , 3854 , 15230 ,1.0,0.0,1.0,8,122,6,6,7,9,6,6,7,6,92.1,326,0.0,0.0,0.0,0.239263804,0.751533742,0.0,0.009202454,0.36200000000000004,PLATTE VALLEY RE 7,PLATTE VALLEY HIGH SCHOOL
3140,3070,0.0,0.0,0.0,0.0,2010,0.59375,516,2595,12479,0.19884393063583816,0.20794935491625932,WELD,12403528,10870427,20495,1028835,24323285, 5516 , 4834 , 9 , 458 , 10817 ,0.0,1.0,1.0,6,212,6,6,6,5,9,9,8,9,60.6,599,0.006677796,0.010016694,0.011686144,0.669449082,0.287145242,0.0,0.015025042,0.581,WELD COUNTY RE 8,FORT LUPTON HIGH SCHOOL
3200,9799,0.0,0.0,0.0,0.0,2010,,179,977,5017,0.18321392016376664,0.19473789117002194,YUMA,4431710,3277849,0,1358007,9067566, 5596 , 4139 , 0 , 1715 , 11450 ,-1.0,0.0,0.0,6,203,6,6,6,6,7,8,8,6,81.9,254,0.0,0.0,0.0,0.417322835,0.582677165,0.0,0.0,0.386,YUMA 1,YUMA HIGH SCHOOL
8001,6914,1.0,0.0,0.0,0.0,2010,0.105263,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9,58,9,6,7,7,12,12,7,10,94.2,413,0.002421308,0.055690073,0.02905569,0.583535109,0.322033898,0.002421308,0.004842615,0.496,CHARTER INSTITUTE,THE PINNACLE CHARTER SCHOOL HIGH
10,309,0.0,0.0,0.0,0.0,2011,,1341,6296,31124,0.21299237611181704,0.20228762369875336,ADAMS,38157232,24772389,1133114,47915629,111978365, 5211 , 3383 , 155 , 6544 , 15293 ,-1.0,0.0,0.0,5,291,4,5,3,5,7,7,7,6,59.9,311,0.003215434,0.032154341,0.012861736,0.710610932,0.234726688,0.0,0.006430868,0.733,MAPLETON 1,SKYVIEW ACADEMY HIGH SCHOOL
20,15,1.0,0.0,0.0,0.0,2011,,5913,42366,214588,0.13956946608129162,0.1974294927954965,ADAMS,222647754,122690063,1234485,204125589,550697892, 5417 , 2985 , 30 , 4966 , 13397 ,1.0,0.0,0.0,7,154,7,6,8,6,6,6,6,7,88.9,1306,0.003062787,0.025267994,0.006891271,0.250382848,0.706738132,0.001531394,0.006125574,0.155,ADAMS 12 FIVE STAR,ACADEMY OF CHARTER SCHOOLS
20,4108,1.0,0.0,0.0,0.0,2011,0.386667,5913,42366,214588,0.13956946608129162,0.1974294927954965,ADAMS,222647754,122690063,1234485,204125589,550697892, 5417 , 2985 , 30 , 4966 , 13397 ,0.0,0.0,0.0,6,206,6,7,6,6,6,6,7,5,83.1,1813,0.001103144,0.00827358,0.00275786,0.241588527,0.745173745,0.0,0.001103144,0.099,ADAMS 12 FIVE STAR,HORIZON HIGH SCHOOL
20,5043,1.0,0.0,1.0,0.0,2011,0.23506,5913,42366,214588,0.13956946608129162,0.1974294927954965,ADAMS,222647754,122690063,1234485,204125589,550697892, 5417 , 2985 , 30 , 4966 , 13397 ,0.0,0.0,0.0,9,70,9,11,9,9,9,9,9,9,84.7,2023,0.003460208,0.056846268,0.010874938,0.156697973,0.767671775,0.000494315,0.003954523,0.152,ADAMS 12 FIVE STAR,LEGACY HIGH SCHOOL
20,5816,0.0,0.0,0.0,0.0,2011,0.433566,5913,42366,214588,0.13956946608129162,0.1974294927954965,ADAMS,222647754,122690063,1234485,204125589,550697892, 5417 , 2985 , 30 , 4966 , 13397 ,0.0,0.0,0.0,6,262,5,6,5,5,7,7,8,6,69.5,1762,0.001702611,0.010783201,0.010215664,0.569239501,0.403518729,0.000567537,0.003972758,0.379,ADAMS 12 FIVE STAR,THORNTON HIGH SCHOOL
20,6402,0.0,0.0,0.0,0.0,2011,0.390625,5913,42366,214588,0.13956946608129162,0.1974294927954965,ADAMS,222647754,122690063,1234485,204125589,550697892, 5417 , 2985 , 30 , 4966 , 13397 ,0.0,-1.0,-1.0,5,294,5,5,5,5,6,6,6,6,66.5,1735,0.003458213,0.014985591,0.010951009,0.519884726,0.44610951,0.0,0.004610951,0.336,ADAMS 12 FIVE STAR,NORTHGLENN HIGH SCHOOL
30,24,0.0,0.0,0.0,0.0,2011,0.569231,2629,8419,37274,0.31226986577978383,0.22586789719375436,ADAMS,35356243,37275630,795722,7400225,80827821, 5233 , 5517 , 118 , 1095 , 11963 ,1.0,0.0,0.0,2,342,3,5,3,3,2,4,3,1,64.7,1695,0.009439528,0.003539823,0.033628319,0.815929204,0.136873156,0.0,0.000589971,0.737,ADAMS COUNTY 14,ADAMS CITY HIGH SCHOOL
40,1022,0.0,0.0,0.0,0.0,2011,0.472,2037,16677,79266,0.1221442705522576,0.21039285443948225,ADAMS,62834937,49692282,261089,61259467,174047775, 4239 , 3353 , 18 , 4133 , 11743 ,0.0,0.0,0.0,6,249,6,6,6,6,6,6,6,5,82,1647,0.005464481,0.015179114,0.007893139,0.48391014,0.474195507,0.001821494,0.011536126,0.138,BRIGHTON 27J,BRIGHTON HIGH SCHOOL
