district_id,district_name,school_id,school,emh,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
130,CHERRY CREEK 5,8394,SUNRISE ELEMENTARY SCHOOL,E,6,6,6,6,6,7,6,7,6,
130,CHERRY CREEK 5,8848,THUNDER RIDGE MIDDLE SCHOOL,M,6,7,9,7,8,6,7,6,6,
130,CHERRY CREEK 5,8850,TIMBERLINE ELEMENTARY SCHOOL,E,7,7,7,8,6,7,5,8,8,
130,CHERRY CREEK 5,8887,TRAILS WEST ELEMENTARY SCHOOL,E,6,7,8,8,7,5,6,5,5,
130,CHERRY CREEK 5,9108,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,E,5,5,5,6,5,6,5,5,5,
130,CHERRY CREEK 5,9200,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,E,9,9,9,7,10,9,10,7,7,
130,CHERRY CREEK 5,1568,WEST MIDDLE SCHOOL,M,9,10,12,10,10,6,6,6,6,
130,CHERRY CREEK 5,9624,WILLOW CREEK ELEMENTARY SCHOOL,E,13,12,13,12,12,10,10,9,9,
520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,E,6,6,6,6,6,6,4,6,7,
520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS HIGH SCHOOL,H,6,3,6,4,3,6,5,9,6,93.
520,CHEYENNE COUNTY RE-5,1610,CHEYENNE WELLS MIDDLE SCHOOL,M,6,5,7,6,3,6,5,8,4,
1020,CHEYENNE MOUNTAIN 12,1592,BROADMOOR ELEMENTARY SCHOOL,E,10,11,10,12,12,9,7,7,9,
1020,CHEYENNE MOUNTAIN 12,1582,CHEYENNE MOUNTAIN CHARTER ACADEMY,E,9,12,12,13,10,8,9,6,7,
1020,CHEYENNE MOUNTAIN 12,1586,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,E,12,12,13,13,13,10,7,9,12,
1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,H,12,12,12,12,10,9,8,9,6,94.
1020,CHEYENNE MOUNTAIN 12,1588,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,M,9,10,10,11,11,7,6,6,9,
1020,CHEYENNE MOUNTAIN 12,3482,GOLD CAMP ELEMENTARY SCHOOL,E,10,12,11,12,11,9,9,9,9,
1020,CHEYENNE MOUNTAIN 12,6953,PINON VALLEY ELEMENTARY SCHOOL,E,12,12,9,12,11,10,10,9,10,
1020,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,E,9,10,9,9,9,9,8,7,9,
540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,E,5,6,6,6,6,5,6,4,3,
540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,H,9,6,7,6,7,8,6,7,9,84.
540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,M,6,7,7,7,7,6,5,6,5,
540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,E,6,9,9,9,12,6,6,6,4,
540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,E,9,11,9,12,11,6,5,5,8,
1010,COLORADO SPRINGS 11,517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,E,6,10,8,9,9,4,6,3,4,
1010,COLORADO SPRINGS 11,517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,M,,7,9,9,,6,3,7,7,
1010,COLORADO SPRINGS 11,269,ACHIEVEK12,E,,2,3,1,,,,,,
1010,COLORADO SPRINGS 11,269,ACHIEVEK12,M,1,5,1,5,6,1,1,1,1,
1010,COLORADO SPRINGS 11,269,ACHIEVEK12,H,,3,1,3,,1,1,2,3,-
1010,COLORADO SPRINGS 11,452,AUDUBON ELEMENTARY SCHOOL,E,6,6,6,6,6,6,5,6,5,
1010,COLORADO SPRINGS 11,594,BATES ELEMENTARY SCHOOL,E,1,6,6,6,6,1,3,3,1,
1010,COLORADO SPRINGS 11,1032,BRISTOL ELEMENTARY SCHOOL,E,7,6,6,6,6,7,7,7,6,
1010,COLORADO SPRINGS 11,1126,BUENA VISTA ELEMENTARY SCHOOL,E,6,9,6,7,9,5,6,4,3,
1010,COLORADO SPRINGS 11,1340,CARVER ELEMENTARY SCHOOL,E,6,6,6,6,5,7,7,8,4,
1010,COLORADO SPRINGS 11,1613,CHIPETA ELEMENTARY SCHOOL,E,12,10,12,12,11,9,10,7,9,
1010,COLORADO SPRINGS 11,1616,CIVA CHARTER ACADEMY,H,6,6,5,6,5,6,9,6,6,71.
1010,COLORADO SPRINGS 11,1798,COLUMBIA ELEMENTARY SCHOOL,E,9,7,7,7,5,9,6,12,8,
1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,H,6,7,9,7,7,4,6,3,5,78.
1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,H,7,7,8,7,7,6,6,7,6,77.
1010,COLORADO SPRINGS 11,2510,EDISON ELEMENTARY SCHOOL,E,11,6,6,6,5,13,12,13,12,
1010,COLORADO SPRINGS 11,3175,FREEDOM ELEMENTARY SCHOOL,E,9,8,9,7,7,9,9,9,8,
1010,COLORADO SPRINGS 11,3218,FREMONT ELEMENTARY SCHOOL,E,6,6,6,6,6,8,7,8,8,
1010,COLORADO SPRINGS 11,3360,GALILEO SCHOOL OF MATH AND SCIENCE,M,6,6,6,5,6,6,5,7,4,
1010,COLORADO SPRINGS 11,3470,GLOBE CHARTER SCHOOL,E,6,6,7,5,6,7,9,9,5,
1010,COLORADO SPRINGS 11,3592,GRANT ELEMENTARY SCHOOL,E,6,6,6,6,6,5,6,4,6,
1010,COLORADO SPRINGS 11,3920,HENRY ELEMENTARY SCHOOL,E,3,5,6,6,6,1,3,1,2,
1010,COLORADO SPRINGS 11,4070,HOLMES MIDDLE SCHOOL,M,9,9,9,9,9,9,7,9,6,
1010,COLORADO SPRINGS 11,4138,HOWBERT ELEMENTARY SCHOOL,E,11,9,9,10,12,9,6,9,9,
1010,COLORADO SPRINGS 11,3890,HUNT ELEMENTARY SCHOOL,E,5,2,3,3,3,6,5,6,6,
1010,COLORADO SPRINGS 11,8457,JACK SWIGERT AEROSPACE ACADEMY,M,2,2,1,2,1,3,5,2,3,
1010,COLORADO SPRINGS 11,4358,JACKSON ELEMENTARY SCHOOL,E,6,6,7,6,9,6,4,9,3,
1010,COLORADO SPRINGS 11,4424,JENKINS MIDDLE SCHOOL,M,7,9,9,9,9,6,6,6,5,
1010,COLORADO SPRINGS 11,4530,KELLER ELEMENTARY SCHOOL,E,9,6,6,6,6,9,10,9,7,
1010,COLORADO SPRINGS 11,5604,KING ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,6,6,
1010,COLORADO SPRINGS 11,5162,LINCOLN ELEMENTARY SCHOOL,E,11,5,6,5,5,13,10,13,11,
1010,COLORADO SPRINGS 11,5404,MADISON ELEMENTARY SCHOOL,E,7,7,8,9,6,6,6,6,7,
1010,COLORADO SPRINGS 11,4090,MANN MIDDLE SCHOOL,M,6,6,6,5,6,6,6,6,5,
1010,COLORADO SPRINGS 11,5610,MARTINEZ ELEMENTARY SCHOOL,E,6,9,9,9,6,5,5,5,6,
1010,COLORADO SPRINGS 11,1625,MCAULIFFE ELEMENTARY,E,6,5,6,5,4,7,5,12,6,
1010,COLORADO SPRINGS 11,5878,MIDLAND ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,9,6,
1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,H,5,3,3,3,5,6,5,6,6,72.
1010,COLORADO SPRINGS 11,5988,MONROE ELEMENTARY SCHOOL,E,4,3,5,5,3,6,6,6,1,
1010,COLORADO SPRINGS 11,6306,NORTH MIDDLE SCHOOL,M,5,6,6,6,6,3,5,3,3,
1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,H,7,7,9,7,7,9,7,10,6,74.
1010,COLORADO SPRINGS 11,6856,PENROSE ELEMENTARY SCHOOL,E,3,6,6,6,6,2,1,1,4,
1010,COLORADO SPRINGS 11,7228,QUEEN PALMER ELEMENTARY SCHOOL,E,4,4,6,4,3,5,1,12,1,
1010,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,E,5,5,3,5,5,6,6,6,4,
1010,COLORADO SPRINGS 11,7482,ROOSEVELT EDISON CHARTER SCHOOL,E,6,5,6,6,5,6,6,5,3,
1010,COLORADO SPRINGS 11,7513,RUDY ELEMENTARY SCHOOL,E,6,7,9,7,7,6,10,3,6,
1010,COLORADO SPRINGS 11,7523,RUSSELL MIDDLE SCHOOL,M,6,6,6,6,6,6,7,6,6,
1010,COLORADO SPRINGS 11,7556,SABIN MIDDLE SCHOOL,M,5,6,6,6,6,3,6,3,3,
1010,COLORADO SPRINGS 11,7705,SCOTT ELEMENTARY SCHOOL,E,10,12,12,12,10,6,7,6,7,
1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),E,1,5,5,5,6,1,1,1,1,
1010,COLORADO SPRINGS 11,8359,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),M,6,3,5,4,,9,7,6,9,
1010,COLORADO SPRINGS 11,8246,STEELE ELEMENTARY SCHOOL,E,12,9,12,10,10,10,6,12,9,
1010,COLORADO SPRINGS 11,8346,STRATTON ELEMENTARY SCHOOL,E,6,9,7,9,7,6,8,5,7,
1010,COLORADO SPRINGS 11,8466,TAYLOR ELEMENTARY SCHOOL,E,6,6,6,4,6,6,3,12,5,
1010,COLORADO SPRINGS 11,8902,TRAILBLAZER ELEMENTARY SCHOOL,E,6,8,7,9,7,3,4,2,3,
1010,COLORADO SPRINGS 11,5576,TWAIN ELEMENTARY SCHOOL,E,5,5,5,5,3,6,6,5,5,
1010,COLORADO SPRINGS 11,9298,WASSON HIGH SCHOOL,H,2,2,4,3,3,2,1,2,2,65.
1010,COLORADO SPRINGS 11,9445,WEST ELEMENTARY SCHOOL,E,4,5,5,5,6,3,5,1,3,
1010,COLORADO SPRINGS 11,9404,WEST INTERGENERATIONAL CENTER,M,6,6,6,5,6,6,6,6,4,
1010,COLORADO SPRINGS 11,9660,WILSON ELEMENTARY SCHOOL,E,6,6,6,6,5,6,6,5,6,
1160,COTOPAXI RE-3,3220,COTOPAXI ELEMENTARY SCHOOL,E,9,6,6,6,7,8,6,12,6,
1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,M,11,7,6,6,,12,13,8,10,
1160,COTOPAXI RE-3,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,H,9,7,7,9,7,9,7,8,10,83.
2010,CREEDE SCHOOL DISTRICT,1966,CREEDE MIDDLE/HIGH SCHOOL,M,,9,8,6,,6,6,5,6,
2010,CREEDE SCHOOL DISTRICT,1966,CREEDE MIDDLE/HIGH SCHOOL,H,,9,9,9,12,9,7,10,9,97.
2010,CREEDE SCHOOL DISTRICT,1962,LAMB ELEMENTARY SCHOOL,E,1,9,8,9,6,1,1,1,1,
3010,CRIPPLE CREEK-VICTOR RE-1,9080,CRESSON ELEMENTARY SCHOOL,E,6,7,6,6,9,6,3,6,9,
3010,CRIPPLE CREEK-VICTOR RE-1,2024,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,M,5,5,6,5,6,5,6,6,2,
3010,CRIPPLE CREEK-VICTOR RE-1,2024,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,H,6,6,3,3,5,9,12,12,5,88.
770,CROWLEY COUNTY RE-1-J,2050,CROWLEY COUNTY ELEMENTARY SCHOOL,E,7,6,6,6,8,7,3,6,12,
770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY HIGH SCHOOL,H,6,6,6,4,5,3,6,6,1,81.
770,CROWLEY COUNTY RE-1-J,2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,M,6,6,6,6,6,5,4,4,6,
860,CUSTER COUNTY SCHOOL DISTRICT C-1,2088,CUSTER COUNTY ELEMENTARY SCHOOL,E,6,7,8,7,6,5,5,5,5,
860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,H,9,6,6,6,6,10,7,9,11,92.
860,CUSTER COUNTY SCHOOL DISTRICT C-1,2091,CUSTER MIDDLE SCHOOL,M,11,10,9,8,10,10,11,7,10,
1980,DE BEQUE 49JT,2122,DE BEQUE ELEMENTARY SCHOOL,E,8,9,7,7,6,6,6,7,6,
1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,M,5,5,6,5,3,4,2,9,1,
1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,H,4,5,4,5,6,6,9,5,5,53.
170,DEER TRAIL 26J,2136,DEER TRAIL ELEMENTARY SCHOOL,E,7,9,9,8,9,6,6,6,5,
170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,M,2,6,5,6,6,1,3,1,1,
170,DEER TRAIL 26J,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,H,6,7,6,6,6,7,7,8,6,93.
2730,DEL NORTE C-7,2150,DEL NORTE HIGH SCHOOL,H,6,6,6,6,6,5,6,3,6,88.
2730,DEL NORTE C-7,2148,DEL NORTE MIDDLE SCHOOL,M,9,6,7,6,9,12,11,13,7,
2730,DEL NORTE C-7,8960,UNDERWOOD ELEMENTARY SCHOOL,E,4,7,7,6,6,3,6,3,2,
870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,E,6,6,7,7,6,6,6,7,5,
870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,H,10,9,7,9,9,9,9,9,9,91.
870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,M,9,7,6,9,9,8,7,7,7,
870,DELTA COUNTY 50(J),1952,CRAWFORD ELEMENTARY SCHOOL,E,9,6,10,8,7,6,6,5,5,
870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,E,,10,12,10,,6,3,7,8,
870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,M,,7,12,9,6,9,9,9,9,
870,DELTA COUNTY 50(J),2293,DELTA COUNTY VIRTUAL ACADEMY,E,,,,,,,,,,
870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,H,6,6,6,6,5,6,9,3,6,91.
870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,M,6,6,7,6,7,6,6,6,6,
870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,E,3,5,3,4,6,2,4,2,3,
870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,M,6,6,6,6,6,7,6,6,9,
870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,H,6,6,5,6,6,6,6,5,6,80.
870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,E,7,6,7,7,6,6,6,6,6,
870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,E,8,9,10,9,8,6,5,6,6,
870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,M,6,7,9,9,8,5,5,5,5,
870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,H,9,7,6,9,7,7,9,3,11,94.
870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,E,10,6,7,7,9,10,9,12,9,
870,DELTA COUNTY 50(J),6298,NORTH FORK MONTESSORI SCHOOL,E,12,13,10,13,12,11,12,7,11,
870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,E,,5,6,6,,5,2,3,10,
870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,M,9,7,6,6,6,9,11,6,9,
870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,H,7,7,6,8,9,12,9,11,13,43.
870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,E,12,9,10,10,9,12,9,12,9,
870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,M,6,9,9,9,9,3,6,2,3,
870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,H,9,9,7,9,9,8,9,6,9,90.
870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,E,5,5,1,2,5,5,10,1,5,
870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,M,9,9,5,6,,7,10,6,9,
870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,H,6,8,3,6,5,6,5,6,10,66.
880,DENVER COUNTY 1,10,ABRAHAM LINCOLN HIGH SCHOOL,H,5,1,3,1,1,7,8,6,7,64.
880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,E,9,6,5,6,6,8,9,10,10,
880,DENVER COUNTY 1,220,AMESSE ELEMENTARY SCHOOL,E,5,1,1,3,3,6,9,5,9,
880,DENVER COUNTY 1,3340,ARCHULETA ELEMENTARY SCHOOL,E,6,3,5,5,5,7,6,7,6,
880,DENVER COUNTY 1,388,ASBURY ELEMENTARY SCHOOL,E,9,6,7,7,6,9,9,9,6,
880,DENVER COUNTY 1,418,ASHLEY ELEMENTARY SCHOOL,E,3,1,1,1,1,5,6,6,3,
880,DENVER COUNTY 1,520,BARNUM ELEMENTARY SCHOOL,E,6,2,3,4,1,7,9,5,9,
880,DENVER COUNTY 1,540,BARRETT ELEMENTARY SCHOOL,E,5,1,1,1,1,6,7,7,5,
880,DENVER COUNTY 1,650,BEACH COURT ELEMENTARY SCHOOL,E,,3,2,3,6,,,,,
880,DENVER COUNTY 1,964,BRADLEY ELEMENTARY SCHOOL,E,12,7,6,7,7,13,13,12,12,
880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,E,12,12,13,12,12,9,13,9,6,
880,DENVER COUNTY 1,1076,BROWN ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,7,7,
880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,M,3,1,1,1,1,5,6,5,4,
880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,H,6,1,2,1,1,8,9,9,9,86.
880,DENVER COUNTY 1,1106,BRYANT WEBSTER K-8 SCHOOL,E,6,3,5,5,3,8,7,13,7,
880,DENVER COUNTY 1,1106,BRYANT WEBSTER K-8 SCHOOL,M,6,5,5,5,5,9,9,6,9,
880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,E,10,10,12,11,11,9,9,9,5,
880,DENVER COUNTY 1,9496,CASTRO ELEMENTARY SCHOOL,E,3,1,1,1,3,7,7,6,7,
880,DENVER COUNTY 1,1400,CENTENNIAL K-8 SCHOOL,E,1,3,4,5,3,1,1,3,1,
880,DENVER COUNTY 1,1400,CENTENNIAL K-8 SCHOOL,M,5,4,3,3,4,6,6,6,6,
880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,E,5,5,6,6,1,6,6,3,6,
880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,M,6,3,3,3,5,6,9,7,6,
880,DENVER COUNTY 1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,E,6,1,1,3,1,9,12,6,11,
880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,E,5,1,1,1,1,6,7,7,9,
880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,E,3,1,1,1,1,5,5,7,4,
880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,M,6,1,2,1,3,12,11,10,10,
880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,E,5,2,2,4,3,6,7,5,6,
880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,E,3,2,1,1,2,5,6,5,6,
880,DENVER COUNTY 1,1295,COLLEGIATE PREPARATORY ACADEMY,H,,1,5,1,,9,6,10,9,
880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,E,6,3,1,3,3,6,10,6,4,
880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,E,3,2,1,3,1,5,3,6,6,
880,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,E,13,12,12,12,10,12,10,12,12,
880,DENVER COUNTY 1,1928,COWELL ELEMENTARY SCHOOL,E,6,1,1,3,1,7,9,6,8,
880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,M,5,3,4,1,,7,5,10,6,
880,DENVER COUNTY 1,2174,DENISON MONTESSORI SCHOOL,E,7,6,4,6,6,9,12,6,12,
880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,M,7,8,8,9,9,6,6,5,9,
880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,H,9,8,6,7,5,9,9,6,9,90.
880,DENVER COUNTY 1,2125,DENVER GREEN SCHOOL,E,3,6,6,6,,6,4,6,3,
880,DENVER COUNTY 1,2125,DENVER GREEN SCHOOL,M,9,6,5,5,,12,12,8,12,
880,DENVER COUNTY 1,2127,DENVER LANGUAGE SCHOOL,E,,6,6,6,,,,,,
880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,M,6,12,9,12,11,5,6,3,6,
880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,H,12,12,10,12,12,9,9,8,9,96.
880,DENVER COUNTY 1,2258,DOULL ELEMENTARY SCHOOL,E,7,2,3,3,1,12,10,8,12,
880,DENVER COUNTY 1,2223,DSST: COLE,M,10,6,8,6,,12,12,13,12,
880,DENVER COUNTY 1,2145,DSST: GREEN VALLEY RANCH,M,12,6,8,6,,12,12,13,11,
880,DENVER COUNTY 1,2185,DSST: STAPLETON,M,12,9,11,10,12,12,12,12,13,
880,DENVER COUNTY 1,2185,DSST: STAPLETON,H,13,12,13,9,12,12,11,13,9,80.
880,DENVER COUNTY 1,2364,EAGLETON ELEMENTARY SCHOOL,E,6,1,3,3,2,9,5,9,12,
880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,H,6,8,9,9,9,7,7,6,7,88.
880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,E,6,6,6,7,9,7,7,6,7,
880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,E,6,3,5,5,6,7,9,3,8,
880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,E,,1,1,1,,,,,,
880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,M,1,1,1,1,1,1,2,1,3,
880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,H,1,1,1,1,1,6,6,6,6,32.
880,DENVER COUNTY 1,2856,FAIRMONT K-8 SCHOOL,E,3,1,1,1,1,6,5,6,6,
880,DENVER COUNTY 1,2856,FAIRMONT K-8 SCHOOL,M,6,1,3,2,1,9,6,7,12,
880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,E,6,1,1,1,6,9,10,9,11,
880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,E,6,3,2,4,3,9,8,12,12,
880,DENVER COUNTY 1,1319,FRED N THOMAS CAREER EDUCATION CENTER,H,9,9,6,6,6,9,10,6,9,85.
880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,E,6,1,3,1,1,9,6,12,9,
880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,H,5,5,7,5,6,6,7,5,9,82.
880,DENVER COUNTY 1,3426,GILPIN ELEMENTARY SCHOOL,E,2,1,1,1,1,5,6,5,6,
880,DENVER COUNTY 1,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL,M,9,6,6,6,6,9,10,6,11,
880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,E,6,2,1,2,3,9,9,8,9,
880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,E,6,3,4,3,5,7,6,9,6,
880,DENVER COUNTY 1,3600,GRANT MIDDLE SCHOOL,M,5,2,5,2,5,7,6,9,6,
880,DENVER COUNTY 1,3605,GRANT RANCH K-8 SCHOOL,E,7,6,6,6,5,8,9,6,6,
880,DENVER COUNTY 1,3605,GRANT RANCH K-8 SCHOOL,M,9,6,7,6,6,9,9,8,8,
880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,E,10,5,6,5,5,12,12,13,11,
880,DENVER COUNTY 1,3655,GREENLEE ELEMENTARY SCHOOL,E,3,2,1,1,1,6,3,5,3,
880,DENVER COUNTY 1,3647,GREENWOOD ECE-8,E,5,2,3,3,2,8,6,9,7,
880,DENVER COUNTY 1,3647,GREENWOOD ECE-8,M,7,5,6,6,5,9,9,10,9,
880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,E,7,5,6,5,5,10,8,12,6,
880,DENVER COUNTY 1,4782,HALLETT FUNDAMENTAL ACADEMY,E,9,5,5,5,2,9,9,9,9,
880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,M,6,7,7,8,8,7,9,6,9,
880,DENVER COUNTY 1,3778,HARRINGTON ELEMENTARY SCHOOL,E,6,1,1,1,1,7,6,8,8,
880,DENVER COUNTY 1,8054,HENRY WORLD SCHOOL GRADES 6-8,M,6,3,6,5,6,6,6,6,8,
880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,H,,4,6,3,,13,13,13,12,
880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,E,9,9,7,8,6,9,9,6,10,
880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,M,11,9,9,11,6,12,12,7,13,
880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,M,8,5,6,6,6,9,7,9,9,
880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,E,6,5,6,6,6,7,9,6,7,
880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,E,5,3,2,3,1,6,8,5,6,
880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,M,6,1,4,1,3,9,9,9,10,
880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,H,5,4,5,4,3,6,8,6,6,71.
880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,E,3,1,1,1,1,5,6,6,6,
880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,E,6,5,4,6,5,7,9,8,5,
880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,M,4,1,3,1,1,6,6,6,6,
880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,H,7,5,6,5,6,11,10,9,12,
880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,E,6,1,3,1,3,9,7,13,5,
880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,E,8,1,5,5,5,13,9,12,12,
880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,M,12,5,7,6,6,13,12,13,12,
880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,E,6,2,3,3,1,12,9,9,12,
880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,E,5,3,3,5,5,6,6,6,6,
