district_id,school_id,school,city,state,zipcode
1030,5460,Manitou Springs Elementary School,Manitou Springs,CO,80829
1030,5464,Manitou Springs Middle School,Manitou Springs,CO,80829
1030,5468,Manitou Springs High School,Manitou Springs,CO,80829
1420,5472,Manning Options School,Lakewood,CO,80401
2535,5498,Manzanola Elementary School,Manzanola,CO,81058
2535,5506,Manzanola Junior-Senior High School,Manzanola,CO,81058
1420,5524,Maple Grove Elementary School,Golden,CO,80401
10,5539,Mapleton Early Learning Center,Denver,CO,80229
140,5572,Hopkins Elementary School,Centennial,CO,80122
140,5574,Twain Elementary School,Centennial,CO,80122
1010,5576,Twain Elementary School,Colorado Springs,CO,80909
1360,5577,Marble Charter School,Marble,CO,81623
880,5578,Marrama Elementary School,Denver,CO,80249
2740,5579,Marsh Elementary School,Monte Vista,CO,81144
1420,5580,Marshdale Elementary School,Evergreen,CO,80439
1420,5596,Martensen Elementary School,Wheat Ridge,CO,80033
990,5602,Martin Luther King Jr Elementary School,Colorado Springs,CO,80911
1010,5604,King Elementary School,Colorado Springs,CO,80918
880,5605,Martin Luther King Middle College,Denver,CO,80249
480,5606,Creekside Elementary School At Martin Park,Boulder,CO,80305
900,5607,Sage Canyon Elementary,Castle Rock,CO,80104
880,5608,Mathematics And Science Leadership Academy,Denver,CO,80223
1010,5610,Martinez Elementary School,Colorado Springs,CO,80918
40,5615,Mary E Pennock Elementary School,Brighton,CO,80601
3120,5620,Maplewood Elementary School,Greeley,CO,80631
1420,5623,Longview High School,Lakewood,CO,80228
880,5644,Maxwell Elementary School,Denver,CO,80239
2020,5656,Maybell Elementary School,Maybell,CO,81640
3120,5660,Mcauliffe Elementary School,Greeley,CO,80634
310,5666,Mc Clave Elementary School,Mc Clave,CO,81057
310,5670,Mc Clave Undivided High School,Mc Clave,CO,81057
880,5685,Mc Glone Elementary School,Denver,CO,80239
1550,5688,Mcgraw Elementary School,Fort Collins,CO,80526
880,5702,Mc Kinley-Thatcher Elementary School,Denver,CO,80210
1140,5704,Mckinley Elementary School,Canon City,CO,81212
20,5706,Mc Elwain Elementary School,Thornton,CO,80229
880,5716,Mc Meen Elementary School,Denver,CO,80222
470,5722,Mead High School,Longmont,CO,80504
470,5726,Mead Elementary School,Mead,CO,80542
470,5730,Mead Middle School,Mead,CO,80542
910,5742,Meadow Mountain Elementary School,Avon,CO,81620
130,5744,Meadow Point Elementary School,Aurora,CO,80015
900,5745,Meadow View Elementary School,Castle Rock,CO,80109
2710,5750,Meeker Elementary School,Meeker,CO,81641
3120,5752,Meeker Elementary School,Greeley,CO,80634
2710,5754,Barone Middle School,Meeker,CO,81641
1420,5758,Meiklejohn Elementary,Arvada,CO,80005
2710,5762,Meeker High School,Meeker,CO,81641
2660,5777,Melvin Hendrickson Development Center,Lamar,CO,81052
1110,5779,Meridian Ranch International School,Falcon,CO,80831
1860,5802,Merino Elementary School,Merino,CO,80741
1860,5806,Merino Junior Senior High School,Merino,CO,80741
20,5814,Thornton Middle School,Thornton,CO,80229
20,5816,Thornton High School,Thornton,CO,80229
880,5826,Merrill Middle School,Denver,CO,80210
2000,5828,Mesa Valley Vision Home And Community Program,Grand Junction,CO,81501
70,5834,Mesa Elementary School,Westminster,CO,80030
2035,5836,Mesa Elementary School,Cortez,CO,81321
480,5838,Mesa Elementary School,Boulder,CO,80305
2730,5840,Mesa Elementary School,Del Norte,CO,81132
990,5841,Mesa Ridge High School,Colorado Springs,CO,80911
2000,5842,Mesa View Elementary School,Grand Junction,CO,81503
900,5843,Lone Tree Elementary,Lone Tree,CO,80124
880,5844,Contemporary Learning Academy High School,Denver,CO,80211
1130,5850,Miami/Yoder Elementary School,Rush,CO,80833
1130,5854,Miami-Yoder Senior High School,Rush,CO,80833
1350,5864,Middle Park High School,Granby,CO,80446
1130,5870,Miami-Yoder Junior High School,Rush,CO,80833
1010,5878,Midland Elementary School,Colorado Springs,CO,80904
30,5880,Mildred L Sanville Preschool,Commerce City,CO,80022
1520,5888,Miller Middle School,Durango,CO,81301
1420,5892,Miller Special Education,Lakewood,CO,80226
3110,5896,Milliken Elementary School,Milliken,CO,80543
3110,5902,Milliken Middle School,Milliken,CO,80543
2690,5916,Minnequa Elementary School,Pueblo,CO,81004
910,5930,Minturn Middle School,Minturn,CO,81645
130,5934,Mission Viejo Elementary School,Aurora,CO,80013
1420,5944,Mitchell Elementary School,Golden,CO,80403
1010,5948,Mitchell High School,Colorado Springs,CO,80909
2800,5954,Moffat Elementary School,Moffat,CO,81143
2800,5956,Moffat Middle School,Moffat,CO,81143
2800,5958,Moffat Senior High School,Moffat,CO,81143
2020,5962,Moffat County High School,Craig,CO,81625
1420,5972,Molholm Elementary School,Lakewood,CO,80214
30,5982,Monaco Elementary School,Commerce City,CO,80022
3120,5985,Monfort Elementary School,Greeley,CO,80634
1010,5988,Monroe Elementary School,Colorado Springs,CO,80910
1560,5992,Monroe Elementary School,Loveland,CO,80538
1420,5994,Montessori Peaks Charter Academy,Littleton,CO,80123
880,5995,Montbello High School,Denver,CO,80239
900,5997,D C S Montessori Charter School,Castle Rock,CO,80108
880,5998,Oakland Elementary School,Denver,CO,80239
480,5999,Monarch High School,Louisville,CO,80027
480,6000,Monarch K-8 School,Louisville,CO,80027
880,6002,Montclair Elementary School,Denver,CO,80220
980,6018,Monterey Elementary School,Colorado Springs,CO,80910
2035,6026,Montezuma-Cortez High School,Cortez,CO,81321
2740,6030,Byron Syring Delta Center,Monte Vista,CO,81144
2740,6036,Bill Metz Elementary School,Monte Vista,CO,81144
2740,6044,Monte Vista Middle School,Monte Vista,CO,81144
2740,6046,Monte Vista Senior High School,Monte Vista,CO,81144
2180,6054,Columbine Middle School,Montrose,CO,81401
2000,6055,Career Center Preschool,Grand Junction,CO,81504
2180,6058,Montrose High School,Montrose,CO,81401
20,6060,Mountain Range High School,Westminster,CO,80234
180,6068,Montview Math & Health Sciences Elementary School,Aurora,CO,80010
2000,6070,Fruita Monument High School,Fruita,CO,81521
880,6088,Moore K-8 School,Denver,CO,80218
1420,6090,Moore Middle School,Arvada,CO,80005
880,6098,Morey Middle School,Denver,CO,80218
2690,6132,Morton Elementary School,Pueblo,CO,81003
1420,6133,Mortensen Elementary School,Littleton,CO,80128
9030,6134,Yampah Mountain School,Glenwood Springs,CO,81601
1420,6135,Mount Carbon Elementary School,Littleton,CO,80127
9030,6136,Mountain Boces Day Treatment Center,Glenwood Springs,CO,81601
1000,6138,Mountainside Elementary School,Fort Carson,CO,80902
1420,6139,Mountain Phoenix Community School,Golden,CO,80403
1040,6140,Mountain Ridge Middle School,Colorado Springs,CO,80920
2790,6142,Mountain Valley Elementary School,Saguache,CO,81149
2790,6144,Mountain Valley Middle School,Saguache,CO,81149
2790,6146,Mountain Valley Senior High School,Saguache,CO,81149
20,6150,Mountain View Elementary School,Broomfield,CO,80020
900,6152,Mountain View Elementary School,Parker,CO,80134
470,6156,Mountain View Elementary School,Longmont,CO,80501
1040,6158,Mountain View Elementary School,Colorado Springs,CO,80920
180,6160,Mrachek Middle School,Aurora,CO,80013
980,6162,Mountain Vista Community School,Colorado Springs,CO,80910
1560,6163,Mountain View High School,Loveland,CO,80537
900,6164,Mountain Ridge Middle School,Highlands Ranch,CO,80126
900,6165,Mountain Vista High School,Highlands Ranch,CO,80126
2000,6166,Mount Garfield Middle School,Clifton,CO,81520
880,6188,Munroe Elementary School,Denver,CO,80219
180,6189,Murphy Creek K-8 School,Aurora,CO,80018
1560,6194,Namaqua Elementary School,Loveland,CO,80537
480,6195,New Vista High School,Boulder,CO,80302
2190,6196,Naturita Elementary School,Naturita,CO,81422
480,6208,Nederland Elementary School,Nederland,CO,80466
480,6212,Nederland Middle-Senior High School,Nederland,CO,80466
180,6219,New America School,Denver,CO,80230
1560,6220,New Vision Charter School,Loveland,CO,80538
1520,6222,Needham Elementary School,Durango,CO,81301
480,6224,Nevin Platt Middle School,Boulder,CO,80303
1420,6237,New America School,Lakewood,CO,80214
910,6238,New America Charter School,Gypsum,CO,81637
980,6244,New Horizons Day School,Colorado Springs,CO,80906
880,6254,Newlon Elementary School,Denver,CO,80219
2000,6264,Nisley Elementary School,Grand Junction,CO,81501
470,6274,Niwot Elementary School,Niwot,CO,80503
470,6276,Niwot High School,Niwot,CO,80503
1420,6286,Normandy Elementary School,Littleton,CO,80128
140,6292,Village At North,Littleton,CO,80120
40,6294,North Elementary School,Brighton,CO,80601
870,6298,North Fork Montessori School,Hotchkiss,CO,81419
1010,6306,North Middle School,Colorado Springs,CO,80903
180,6310,North Middle School Health Sciences And Technology Campus,Aurora,CO,80010
880,6314,North High School,Denver,CO,80211
10,6315,North Valley School For Young Adults,Thornton,CO,80229
1420,6330,North Arvada Middle School,Arvada,CO,80003
1000,6338,Patriot Elementary School,Fort Carson,CO,80902
20,6342,Shadow Ridge Middle School,Thornton,CO,80602
470,6344,Heritage Middle School,Longmont,CO,80501
880,6350,Bruce Randolph School,Denver,CO,80205
2700,6354,North Mesa Elementary School,Pueblo,CO,81006
20,6355,North Mor Elementary School,Northglenn,CO,80221
1410,6358,North Park Junior-Senior High School,Walden,CO,80480
990,6362,North Elementary School,Colorado Springs,CO,80911
2770,6363,North Routt Charter School,Clark,CO,80428
3120,6364,Northridge High School,Greeley,CO,80634
900,6365,Skyview Academy,Highlands Ranch,CO,80124
2180,6366,Northside Elementary School,Montrose,CO,81401
20,6376,North Star Elementary School,Denver,CO,80221
880,6394,Northeast Academy Charter School,Denver,CO,80239
40,6395,Northeast Elementary School,Brighton,CO,80601
900,6396,Northeast Elementary School,Parker,CO,80134
880,6397,Academia Ana Marie Sandoval,Denver,CO,80211
20,6398,Northglenn Middle School,Northglenn,CO,80233
20,6402,Northglenn High School,Northglenn,CO,80221
470,6404,Northridge Elementary School,Longmont,CO,80501
900,6406,Northridge Elementary School,Highlands Ranch,CO,80126
2840,6418,Norwood Elementary School,Norwood,CO,81423
2840,6422,Norwood High School,Norwood,CO,81423
2190,6436,Nucla Junior/Senior High School,Nucla,CO,81424
980,6460,Oak Creek Elementary School,Colorado Springs,CO,80906
2180,6466,Oak Grove Elementary School,Montrose,CO,81401
1420,6470,Oberon Junior High School,Arvada,CO,80005
1420,6474,O'connell Middle School,Lakewood,CO,80232
1550,6476,O'dea Elementary School,Fort Collins,CO,80525
880,6479,Odyssey Charter Elementary School,Denver,CO,80207
1550,6482,Olander Elementary School,Fort Collins,CO,80526
1110,6483,Odyssey Elementary School,Colorado Springs,CO,80922
2180,6486,Olathe Elementary School,Olathe,CO,81425
2180,6490,Olathe Middle School,Olathe,CO,81425
2180,6494,Olathe High School,Olathe,CO,81425
470,6498,Olde Columbine High School,Longmont,CO,80501
470,6499,Adult Education/Lincoln Center,Longmont,CO,80501
2690,6504,Olga A Hellbeck Elementary School,Pueblo,CO,81005
880,6508,Omar D Blair Charter School,Denver,CO,80249
880,6509,Online High School,Denver,CO,80203
2740,6520,Monte Vista On-Line Academy,Monte Vista,CO,81144
30,6534,Hanson Prek-8 School,Commerce City,CO,80022
1420,6539,Jefferson County Open Elementary School,Lakewood,CO,80215
1420,6541,Jefferson County Open Secondary,Lakewood,CO,80215
180,6546,Options School,Aurora,CO,80010
2000,6554,Orchard Avenue Elementary School,Grand Junction,CO,81501
2000,6562,Orchard Mesa Middle School,Grand Junction,CO,81503
980,6578,Otero Elementary School,Colorado Springs,CO,80906
3050,6582,Otis Elementary School,Otis,CO,80743
3050,6586,Otis Junior-Senior High School,Otis,CO,80743
2580,6596,Ouray Elementary School,Ouray,CO,81427
2580,6598,Ouray Middle School,Ouray,CO,81427
2580,6600,Ouray Senior High School,Ouray,CO,81427
130,6625,Overland High School,Aurora,CO,80012
40,6638,Overland Trail Middle School,Brighton,CO,80601
480,6642,Horizons K-8 School,Boulder,CO,80303
220,6652,Pagosa Springs Elementary School,Pagosa Springs,CO,81147
220,6657,Pagosa Springs Middle School,Pagosa Springs,CO,81147
220,6658,Pagosa Springs High School,Pagosa Springs,CO,81147
2000,6666,Palisade High School,Palisade,CO,81526
880,6676,Palmer Elementary School,Denver,CO,80220
1080,6678,Palmer Ridge High School,Monument,CO,80132
1010,6680,Palmer High School,Colorado Springs,CO,80903
1080,6682,Palmer Lake Elementary School,Palmer Lake,CO,80133
980,6686,Panorama Middle School,Colorado Springs,CO,80916
870,6700,Paonia Elementary School,Paonia,CO,81428
1070,6701,Prairie Heights Elementary School,Pueblo,CO,81008
40,6702,Otho E Stuart Middle School,Commerce City,CO,80022
870,6708,Paonia High School,Paonia,CO,81428
2190,6718,Paradox Valley Charter School,Paradox,CO,81429
180,6728,Paris Elementary School,Aurora,CO,80010
1520,6738,Park Elementary School,Durango,CO,81301
3100,6750,Mountain View Elementary School,Windsor,CO,80550
1140,6752,Mount View Core Knowledge Charter School,Canon City,CO,81212
880,6754,Park Hill School,Denver,CO,80220
180,6758,Park Lane Elementary School,Aurora,CO,80011
2690,6770,Park View Elementary School,Pueblo,CO,81001
900,6772,Sagewood Middle School,Parker,CO,80134
900,6773,Sierra Middle School,Parker,CO,80138
3120,6774,Martinez Elementary School,Greeley,CO,80631
880,6784,Noel Middle School,Denver,CO,80239
2660,6794,Parkview Elementary School,Lamar,CO,81052
1420,6804,Parmalee Elementary School,Indian Hills,CO,80454
1420,6806,Parr Elementary School,Arvada,CO,80003
2180,6807,Passage Charter School,Montrose,CO,81401
1420,6808,Patterson Elementary School,Lakewood,CO,80232
1110,6810,Patriot Learning Center,Falcon,CO,80831
3148,6812,Pawnee Junior-Senior High School,Grover,CO,80729
140,6814,Peabody Elementary School,Centennial,CO,80121
480,6816,Peak To Peak Charter School,Lafayette,CO,80026
130,6820,Peakview Elementary School,Centennial,CO,80015
1420,6828,Peck Elementary School,Arvada,CO,80004
20,6830,Niver Creek Middle School,Denver,CO,80221
1870,6834,Peetz Elementary School,Peetz,CO,80747
1870,6838,Peetz Junior-Senior High School,Peetz,CO,80747
1420,6844,Peiffer Elementary School,Littleton,CO,80127
1420,6848,Pennington Elementary School,Wheat Ridge,CO,80033
1010,6856,Penrose Elementary School,Colorado Springs,CO,80917
1150,6858,Penrose Elementary School,Penrose,CO,81240
180,6869,Peoria Elementary School,Aurora,CO,80011
1060,6898,Peyton Elementary School,Peyton,CO,80831
1060,6902,Peyton Junior/Senior High School,Peyton,CO,80831
8001,6913,The Pinnacle Charter School Middle,Federal Heights,CO,80206
8001,6914,The Pinnacle Charter School High,Federal Heights,CO,80206
1110,6935,Pikes Peak School Expeditionary Learning,Falcon,CO,80831
980,6936,Pikes Peak Elementary School,Colorado Springs,CO,80910
1040,6937,Pine Creek High School,Colorado Springs,CO,80908
900,6938,Pine Grove Elementary School,Parker,CO,80134
900,6940,Pine Lane Elementary,Parker,CO,80138
990,6952,Pinello Elementary School,Colorado Springs,CO,80911
1020,6953,Pinon Valley Elementary School,Colorado Springs,CO,80906
2405,6954,Pioneer Elementary School,Fort Morgan,CO,80701
130,6955,Pine Ridge Elementary School,Aurora,CO,80016
880,6957,Pioneer Charter School,Denver,CO,80205
1040,6960,Pioneer Elementary School,Colorado Springs,CO,80918
900,6961,Pioneer Elementary School,Parker,CO,80138
480,6962,Pioneer Bilingual Elementary School,Lafayette,CO,80026
3110,6963,Pioneer Ridge Elementary School,Johnstown,CO,80534
880,6970,Pitt-Waller K-8 School,Denver,CO,80249
1440,6992,Plainview Elementary School,Sheridan Lake,CO,81071
1440,7009,Plainview Junior-Senior High School,Sheridan Lake,CO,81071
1990,7024,Plateau Valley Elementary School,Collbran,CO,81624
1990,7028,Plateau Valley Middle School,Collbran,CO,81624
1990,7032,Plateau Valley High School,Collbran,CO,81624
2600,7042,Deer Creek Elementary School,Bailey,CO,80421
880,7045,Place Bridge Academy,Denver,CO,80224
2600,7046,Platte Canyon High School,Bailey,CO,80421
900,7047,Platte River Charter Academy,Highlands Ranch,CO,80130
2600,7048,Fitzsimmons Middle School,Bailey,CO,80421
2865,7050,Platte Valley Elementary School,Sedgwick,CO,80749
3130,7052,Platte Valley Elementary School,Kersey,CO,80644
3130,7054,Platte Valley Middle School,Kersey,CO,80644
3080,7056,Platteville Elementary School,Platteville,CO,80651
3080,7058,South Valley Middle School,Platteville,CO,80651
1420,7078,Pleasant View Elementary School,Golden,CO,80401
2035,7082,Pleasant View Elementary School,Pleasant View,CO,81331
2700,7086,Pleasant View Middle School,Pueblo,CO,81006
900,7096,Roxborough Elementary School,Littleton,CO,80125
130,7102,Polton Community Elementary School,Aurora,CO,80014
1550,7104,Polaris Expeditionary Learning School,Fort Collins,CO,80521
2180,7106,Pomona Elementary School,Montrose,CO,81401
2000,7110,Pomona Elementary School,Grand Junction,CO,81505
1560,7113,Ponderosa Elementary,Loveland,CO,80538
1420,7114,Pomona High School,Arvada,CO,80005
130,7116,Ponderosa Elementary School,Aurora,CO,80012
900,7118,Ponderosa High School,Parker,CO,80134
1550,7124,Poudre High School,Fort Collins,CO,80521
1550,7127,Poudre Community Academy,Fort Collins,CO,80521
1420,7128,Powderhorn Elementary School,Littleton,CO,80127
40,7129,Prairie View High School,Henderson,CO,80640
40,7131,Prairie View Middle School,Henderson,CO,80640
60,7133,Prairie Creeks Charter School,Strasburg,CO,80136
900,7134,Prairie Crossing Elementary School,Parker,CO,80134
2700,7153,Prairie Winds Elementary School,Pueblo West,CO,81007
3147,7154,Prairie Elementary School,New Raymer,CO,80742
20,7155,Prairie Hills Elementary School,Thornton,CO,80602
3147,7156,Prairie Junior-Senior High School,New Raymer,CO,80742
470,7157,Prairie Ridge Elementary School,Firestone,CO,80504
130,7158,Prairie Middle School,Aurora,CO,80012
1040,7159,Prairie Hills Elementary School,Colorado Springs,CO,80920
1590,7160,Primero Elementary School,Weston,CO,81091
1550,7161,Preston Middle School,Fort Collins,CO,80528
880,7163,P.R.E.P. (Positive Refocus Education Program),Denver,CO,80205
1590,7164,Primero Junior-Senior High School,Weston,CO,81091
1080,7165,Prairie Winds Elementary School,Monument,CO,80132
240,7174,Pritchett Elementary School,Pritchett,CO,81064
240,7176,Pritchett Middle School,Pritchett,CO,81064
240,7180,Pritchett High School,Pritchett,CO,81064
1420,7190,Prospect Valley Elementary School,Wheat Ridge,CO,80033
1550,7198,Psd Online Academy,Fort Collins,CO,80521
880,7199,P.S.1 Charter School,Denver,CO,80204
2700,7208,Pueblo County High School,Pueblo,CO,81006
2690,7209,Pueblo Charter School For The Arts & Sciences,Pueblo,CO,81004
2700,7210,Pueblo West Elementary School,Pueblo West,CO,81007
2700,7212,Pueblo West Middle School,Pueblo West,CO,81007
2700,7214,Pueblo West High School,Pueblo West,CO,81007
1550,7218,Putnam Elementary School,Fort Collins,CO,80521
1010,7228,Queen Palmer Elementary School,Colorado Springs,CO,80909
180,7232,Aurora Quest K-8,Aurora,CO,80012
2000,7236,R-5 High School,Grand Junction,CO,81501
1420,7238,Ralston Elementary School,Golden,CO,80401
1420,7239,Ralston Valley Senior High School,Arvada,CO,80005
1040,7240,Rampart High School,Colorado Springs,CO,80920
900,7245,Ranch View Middle School,Highlands Ranch,CO,80129
1040,7247,Ranch Creek Elementary,Colorado Springs,CO,80924
180,7250,Rangeview High School,Aurora,CO,80013
2720,7268,Parkview Elementary School,Rangely,CO,81648
2720,7276,Rangely Junior/Senior High School,Rangely,CO,81648
130,7277,Red Hawk Ridge Elementary School,Centennial,CO,80112
8001,7278,Ricardo Flores Magon Academy,Westminster,CO,80030
2000,7281,Redlands Middle School,Grand Junction,CO,81503
1420,7282,Red Rocks Elementary School,Morrison,CO,80465
910,7285,Red Table Early Learning Center,Gypsum,CO,81637
1550,7290,Red Feather Lakes Elementary School,Red Feather Lakes,CO,80545
910,7296,Red Sandstone Elementary School,Vail,CO,81657
900,7297,Redstone Elementary School,Highlands Ranch,CO,80130
920,7300,Elizabeth Running Creek Preschool,Elizabeth,CO,80107
70,7305,Iver C. Ranum Middle School,Denver,CO,80221
1110,7317,Remington Elementary School,Colorado Springs,CO,80922
900,7319,Renaissance Expedition Learn Outward Bound School,Castle Rock,CO,80104
2865,7322,Revere Junior-Senior High School,Ovid,CO,80744
1550,7325,Rice Elementary School,Wellington,CO,80549
2020,7338,Ridgeview Elementary School,Craig,CO,81625
1110,7339,Ridgeview Elementary School,Colorado Springs,CO,80922
2590,7342,Ridgway Elementary School,Ridgway,CO,81432
2590,7344,Ridgway Middle School,Ridgway,CO,81432
2590,7346,Ridgway High School,Ridgway,CO,81432
1550,7350,Riffenburgh Elementary School,Fort Collins,CO,80525
1195,7356,Rifle Middle School,Rifle,CO,81650
1195,7360,Rifle High School,Rifle,CO,81650
880,7370,Rishel Middle School,Denver,CO,80223
1195,7388,Riverside School,New Castle,CO,81647
1520,7402,Riverview Elementary School,Durango,CO,81301
1180,7422,Roaring Fork High School,Carbondale,CO,81623
2035,7430,Preschool/Jumpstart,Cortez,CO,81321
900,7435,Rock Canyon High School,Littleton,CO,80124
2530,7442,Rocky Ford Junior/Senior High School,Rocky Ford,CO,81067
900,7448,Rocky Heights Middle School,Littleton,CO,80124
1040,7460,Rockrimmon Elementary School,Colorado Springs,CO,80919
1420,7462,Rocky Mountain Academy Of Evergreen,Evergreen,CO,80439
1110,7463,Rocky Mountain Classical Academy,Colorado Springs,CO,80915
470,7464,Rocky Mountain Elementary School,Longmont,CO,80501
2000,7467,Rocky Mountain Elementary School,Clifton,CO,81520
1550,7470,Rocky Mountain High School,Fort Collins,CO,80526
130,7476,Rolling Hills Elementary School,Aurora,CO,80015
2690,7481,Roncalli Middle School,Pueblo,CO,81005
1010,7482,Roosevelt Edison Charter School,Colorado Springs,CO,80910
1420,7483,Rooney Ranch Elementary School,Lakewood,CO,80228
3110,7490,Roosevelt High School,Johnstown,CO,80534
30,7500,Rose Hill Elementary School,Commerce City,CO,80022
8001,7512,Ross Montessori School,Carbondale,CO,81623
1010,7513,Rudy Elementary School,Colorado Springs,CO,80917
920,7517,Running Creek Elementary School,Elizabeth,CO,80107
140,7518,Runyon Elementary School,Littleton,CO,80120
1010,7523,Russell Middle School,Colorado Springs,CO,80918
480,7528,Ryan Elementary School,Lafayette,CO,80026
1420,7529,Ryan Elementary School,Westminster,CO,80020
2700,7530,Rye Elementary School,Rye,CO,81069
2700,7532,Craver Middle School,Colorado City,CO,81019
2700,7534,Rye High School,Rye,CO,81069
880,7554,Sabin World School,Denver,CO,80236
1010,7556,Sabin Middle School,Colorado Springs,CO,80917
180,7558,Sable Elementary School,Aurora,CO,80011
130,7559,Sagebrush Elementary School,Aurora,CO,80015
900,7562,Saddle Ranch Elementary School,Highlands Ranch,CO,80129
470,7565,St. Vrain Community Montossori School,Longmont,CO,80501
500,7568,Salida High School,Salida,CO,81201
880,7578,Samuels Elementary School,Denver,CO,80237
470,7584,Sanborn Elementary School,Longmont,CO,80501
640,7588,Centennial Elementary School,San Luis,CO,81152
480,7592,Sanchez Elementary School,Lafayette,CO,80026
140,7606,Sandburg Elementary School,Centennial,CO,80122
900,7610,Sand Creek Elementary School,Highlands Ranch,CO,80126
980,7611,Sand Creek Elementary School,Colorado Springs,CO,80916
560,7612,Sanford Elementary School,Sanford,CO,81151
1110,7613,Sand Creek High School,Colorado Springs,CO,80922
560,7616,Sanford Junior/Senior High School,Sanford,CO,81151
110,7626,Sangre De Cristo Elementary School,Hooper,CO,81136
110,7630,Sangre De Cristo Undivided High School,Mosca,CO,81146
1560,7640,Sarah Milner Elementary School,Loveland,CO,80537
1560,7650,Stansberry Elementary School,Loveland,CO,80538
2750,7660,Sargent Elementary School,Monte Vista,CO,81144
2750,7664,Sargent Senior High School,Monte Vista,CO,81144
2750,7668,Sargent Junior High School,Monte Vista,CO,81144
880,7694,Charles M. Schenck (Cms) Community School,Denver,CO,80219
880,7698,Schmitt Elementary School,Denver,CO,80223
3120,7700,Scott Elementary School,Greeley,CO,80634
1420,7701,Collegiate Academy Of Colorado,Littleton,CO,80127
1010,7705,Scott Elementary School,Colorado Springs,CO,80918
1420,7708,Secrest Elementary School,Arvada,CO,80003
40,7714,Second Creek Elementary School,Commerce City,CO,80022
900,7718,Sedalia Elementary School,Sedalia,CO,80135
40,7725,Sd 27j Preschool At The Brighton Lrc,Brighton,CO,80601
1460,7746,Hi Plains Undivided High School,Seibert,CO,80834
2690,7748,Keating Continuing Education,Pueblo,CO,81004
1420,7753,Semper Elementary School,Westminster,CO,80021
3100,7755,Severance Middle School,Windsor,CO,80550
890,7764,Seventh Street Elementary School,Dove Creek,CO,81324
1420,7780,Shaffer Elementary School,Littleton,CO,80127
470,7789,Silver Creek High School,Longmont,CO,80503
2670,7794,Shanner Elementary School,Holly,CO,81047
20,7795,Silver Creek Elementary,Thornton,CO,80602
70,7810,Flynn Elementary School,Westminster,CO,80030
70,7812,Shaw Heights Middle School,Westminster,CO,80030
3120,7814,Shawsheen Elementary School,Greeley,CO,80634
2000,7832,Shelledy Elementary School,Fruita,CO,81521
1420,7833,Shelton Elementary School,Golden,CO,80401
1550,7834,Shepardson Elementary School,Fort Collins,CO,80525
123,7837,Sheridan Middle School,Englewood,CO,80150
123,7842,Sheridan High School,Denver,CO,80236
123,7843,Early Childhood Education Center,Englewood,CO,80150
2405,7856,Sherman Early Childhood Center,Fort Morgan,CO,80701
70,7860,Sherrelwood Elementary School,Denver,CO,80221
180,7865,Side Creek Elementary School,Aurora,CO,80013
1420,7870,Sierra Elementary School,Arvada,CO,80005
740,7876,Sierra Grande Elementary School,Blanca,CO,81123
740,7878,Sierra Grande Middle School,Blanca,CO,81123
2700,7879,Southern Colorado Early College,Pueblo West,CO,81007
740,7880,Sierra Grande Senior High School,Blanca,CO,81123
980,7882,Sierra High School,Colorado Springs,CO,80916
2700,7886,Sierra Vista Elementary School,Pueblo West,CO,81007
1195,7890,Cactus Valley Elementary School,Silt,CO,81652
2610,7891,Silverheels Middle School,Fairplay,CO,80440
2820,7900,Silverton Elementary School,Silverton,CO,81433
2820,7902,Silverton Middle School,Silverton,CO,81433
2820,7904,Silverton High School,Silverton,CO,81433
940,7914,Simla Elementary School,Simla,CO,80835
940,7918,Simla Junior High School,Simla,CO,80835
940,7922,Simla High School,Simla,CO,80835
920,7924,Singing Hills Preschool,Parker,CO,80134
920,7925,Singing Hills Elementary School,Parker,CO,80134
180,7932,Sixth Avenue Elementary School,Aurora,CO,80011
880,7942,Skinner Middle School,Denver,CO,80211
1140,7950,Skyline Elementary School,Canon City,CO,81212
70,7952,Skyline Vista Elementary School,Denver,CO,80221
470,7954,Skyline High School,Longmont,CO,80501
3100,7958,Skyview Elementary School,Windsor,CO,80550
1110,7960,Skyview Middle School,Colorado Springs,CO,80922
1420,7962,Slater Elementary School,Lakewood,CO,80215
880,7972,Slavens K-8 School,Denver,CO,80210
880,7992,Smiley Middle School,Denver,CO,80207
1520,7994,Escalante Middle School,Durango,CO,81301
880,8006,Smith Elementary School,Denver,CO,80207
1110,8010,Springs Ranch Elementary School,Colorado Springs,CO,80922
130,8020,Smoky Hill High School,Aurora,CO,80015
2690,8030,Somerlid Elementary School,Pueblo,CO,81003
40,8032,John W Thimmig Elementary School,Henderson,CO,80640
980,8034,Soaring Eagles Elementary School,Colorado Springs,CO,80916
1420,8036,Sobesky Academy,Lakewood,CO,80215
1180,8038,Sopris Elementary School,Glenwood Springs,CO,81602
2780,8048,Soroco Middle School,Oak Creek,CO,80467
2780,8050,Soroco High School,Oak Creek,CO,80467
880,8053,Soar,Denver,CO,80239
880,8054,Henry World School Grades 6-8,Denver,CO,80227
40,8060,South Elementary School,Brighton,CO,80601
140,8064,Moody Elementary School,Littleton,CO,80120
180,8078,South Middle School,Aurora,CO,80011
2690,8082,South High School,Pueblo,CO,81005
880,8085,West Denver Prep:  Federal Campus,Denver,CO,80219
880,8086,South High School,Denver,CO,80210
1420,8090,Deane Elementary School,Lakewood,CO,80226
