school_id,school,city,state,zipcode,LowestGrade,Unnamed: 8,School Type,district_id,district_name,District Size,District Setting
4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,FORT COLLINS,CO,80528,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
4699,THE NEW AMERICA SCHOOL,DENVER,CO,80229,9th Grade,12th Grade,Senior,10,MAPLETON 1,"1,201 - 6,000",Denver Metro
4700,KING-MURPHY ELEMENTARY SCHOOL,EVERGREEN,CO,80439,Preschool,6th Grade,Elementary,540,CLEAR CREEK RE-1,"1,201 - 6,000",Outlying Town
4724,KIOWA ELEMENTARY SCHOOL,KIOWA,CO,80117,Preschool,5th Grade,Elementary,930,KIOWA C-2,300 or less,Rural
4726,KIOWA MIDDLE SCHOOL,KIOWA,CO,80117,6th Grade,8th Grade,Middle,930,KIOWA C-2,300 or less,Rural
4728,KIOWA HIGH SCHOOL,KIOWA,CO,80117,9th Grade,12th Grade,Senior,930,KIOWA C-2,300 or less,Rural
4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,DENVER,CO,80223,9th Grade,10th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4732,KIPP SUNSHINE PEAK ACADEMY,DENVER,CO,80223,5th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4738,KIT CARSON ELEMENTARY SCHOOL,KIT CARSON,CO,80825,Kindergarten,5th Grade,Elementary,510,KIT CARSON R-1,300 or less,Rural
4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,KIT CARSON,CO,80825,6th Grade,12th Grade,Senior,510,KIT CARSON R-1,300 or less,Rural
4762,KNAPP ELEMENTARY SCHOOL,DENVER,CO,80219,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4782,HALLETT FUNDAMENTAL ACADEMY,DENVER,CO,80207,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4785,KNOWLEDGE QUEST ACADEMY,MILLIKEN,CO,80543,Kindergarten,8th Grade,Elementary,3110,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town
4792,KOHL ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
4793,KRUSE ELEMENTARY SCHOOL,FORT COLLINS,CO,80525,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
4795,KUNSMILLER CREATIVE ARTS ACADEMY,DENVER,CO,80219,Kindergarten,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,GOLDEN,CO,80401,7th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4802,KULLERSTRAND ELEMENTARY SCHOOL,WHEAT RIDGE,CO,80033,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4830,KYFFIN ELEMENTARY SCHOOL,GOLDEN,CO,80401,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4836,LA JARA ELEMENTARY SCHOOL,LA JARA,CO,81140,Preschool,5th Grade,Elementary,550,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural
4837,LA JARA SECOND CHANCE SCHOOL,LA JARA,CO,81140,Kindergarten,12th Grade,Senior,550,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural
4838,JUNE CREEK ELEMENTARY SCHOOL,EDWARDS,CO,81632,Preschool,5th Grade,Elementary,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
4841,LA JUNTA INTERMEDIATE SCHOOL,LA JUNTA,CO,81050,3rd Grade,6th Grade,Elementary,2520,EAST OTERO R-1,"1,201 - 6,000",Outlying City
4843,LA JUNTA PRIMARY SCHOOL,LA JUNTA,CO,81050,Kindergarten,2nd Grade,Elementary,2520,EAST OTERO R-1,"1,201 - 6,000",Outlying City
4852,PETE MIRICH ELEMENTARY SCHOOL,LA SALLE,CO,80645,Preschool,5th Grade,Elementary,3080,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town
4854,NORTH VALLEY MIDDLE SCHOOL,LA SALLE,CO,80645,6th Grade,8th Grade,Middle,3080,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town
4860,LA VETA ELEMENTARY SCHOOL,LA VETA,CO,81055,Preschool,6th Grade,Elementary,1400,LA VETA RE-2,300 or less,Rural
4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,LA VETA,CO,81055,7th Grade,12th Grade,Senior,1400,LA VETA RE-2,300 or less,Rural
4874,LAFAYETTE ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
4878,ANGEVINE MIDDLE SCHOOL,LAFAYETTE,CO,80026,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
4899,LAKE CITY COMMUNITY SCHOOL,LAKE CITY,CO,81235,Preschool,12th Grade,Senior,1380,HINSDALE COUNTY RE 1,300 or less,Rural
4901,LAKE COUNTY MIDDLE SCHOOL,LEADVILLE,CO,80461,5th Grade,8th Grade,Middle,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
4904,LAKE COUNTY HIGH SCHOOL,LEADVILLE,CO,80461,9th Grade,12th Grade,Senior,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
4908,LAKE GEORGE CHARTER SCHOOL,LAKE GEORGE,CO,80827,Preschool,8th Grade,Elementary,2610,PARK COUNTY RE-2,301 - 600,Rural
4910,LAKE MIDDLE SCHOOL,DENVER,CO,80204,7th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
4942,LAKEWOOD HIGH SCHOOL,LAKEWOOD,CO,80215,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4950,LANDMARK ACADEMY AT REUNION,COMMERCE CITY,CO,80022,Kindergarten,8th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
4956,LAMAR MIDDLE SCHOOL,LAMAR,CO,81052,7th Grade,8th Grade,Middle,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
4960,LAMAR HIGH SCHOOL,LAMAR,CO,81052,9th Grade,12th Grade,Senior,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
4970,LANSING ELEMENTARY SCHOOL,AURORA,CO,80010,Kindergarten,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
4973,LAREDO ELEMENTARY SCHOOL,AURORA,CO,80011,Kindergarten,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
4975,LAREDO MIDDLE SCHOOL,AURORA,CO,80015,6th Grade,8th Grade,Middle,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
4980,LARKSPUR ELEMENTARY SCHOOL,LARKSPUR,CO,80118,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
4986,LAS ANIMAS MIDDLE SCHOOL,LAS ANIMAS,CO,81054,6th Grade,8th Grade,Middle,290,LAS ANIMAS RE-1,601 - 1.200,Outlying Town
4990,LAS ANIMAS HIGH SCHOOL,LAS ANIMAS,CO,81054,9th Grade,12th Grade,Senior,290,LAS ANIMAS RE-1,601 - 1.200,Outlying Town
5004,LASLEY ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5014,LAUREL ELEMENTARY SCHOOL,FORT COLLINS,CO,80524,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5015,LA JUNTA JR/SR HIGH SCHOOL,LA JUNTA,CO,81050,7th Grade,12th Grade,Senior,2520,EAST OTERO R-1,"1,201 - 6,000",Outlying City
5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,LOVELAND,CO,80538,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5024,LAWRENCE ELEMENTARY SCHOOL,ARVADA,CO,80002,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5033,JAMES MADISON CHARTER ACADEMY SCHOOL,COLORADO SPRINGS,CO,80911,Kindergarten,6th Grade,Elementary,990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
5036,LEAWOOD ELEMENTARY SCHOOL,LITTLETON,CO,80123,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5043,LEGACY HIGH SCHOOL,BROOMFIELD,CO,80020,9th Grade,12th Grade,Senior,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
5045,LEGACY POINT ELEMENTARY SCHOOL,PARKER,CO,80134,Kindergarten,5th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
5048,LEMUEL PITTS MIDDLE SCHOOL,PUEBLO,CO,81005,6th Grade,8th Grade,Middle,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,FORT LUPTON,CO,80621,Preschool,5th Grade,Elementary,3140,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town
5058,LEROY DRIVE ELEMENTARY SCHOOL,NORTHGLENN,CO,80233,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
5068,LESHER MIDDLE SCHOOL,FORT COLLINS,CO,80524,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5078,LETFORD ELEMENTARY SCHOOL,JOHNSTOWN,CO,80534,Preschool,5th Grade,Elementary,3110,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town
5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,CORTEZ,CO,81321,Kindergarten,5th Grade,Elementary,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
5093,MONUMENT CHARTER ACADEMY,MONUMENT,CO,80132,Preschool,8th Grade,Elementary,1080,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban
5096,LEWIS-PALMER ELEMENTARY SCHOOL,MONUMENT,CO,80132,Preschool,6th Grade,Elementary,1080,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban
5098,LEWIS-PALMER MIDDLE SCHOOL,MONUMENT,CO,80132,7th Grade,8th Grade,Middle,1080,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban
5100,LEWIS-PALMER HIGH SCHOOL,MONUMENT,CO,80132,9th Grade,12th Grade,Senior,1080,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban
5114,JEFFERSON INTERMEDIATE SCHOOL,ROCKY FORD,CO,81067,3rd Grade,6th Grade,Elementary,2530,ROCKY FORD R-2,601 - 1.200,Outlying Town
5119,LIBERTY ELEMENTARY SCHOOL,JOES,CO,80822,Preschool,6th Grade,Elementary,3230,LIBERTY J-4,300 or less,Outlying Town
5120,LIBERTY COMMON CHARTER SCHOOL,FORT COLLINS,CO,80525,Kindergarten,10th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,JOES,CO,80822,7th Grade,12th Grade,Senior,3230,LIBERTY J-4,300 or less,Outlying Town
5126,LIBERTY HIGH SCHOOL,COLORADO SPRINGS,CO,80920,9th Grade,12th Grade,Senior,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
5129,LIFE SKILLS CENTER OF DENVER,DENVER,CO,80204,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5132,LIMON ELEMENTARY SCHOOL,LIMON,CO,80828,Preschool,5th Grade,Elementary,1790,LIMON RE-4J,601 - 1.200,Outlying Town
5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,LIMON,CO,80828,6th Grade,12th Grade,Senior,1790,LIMON RE-4J,601 - 1.200,Outlying Town
5145,LINCOLN CHARTER ACADEMY,ARVADA,CO,80003,Preschool,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,COLORADO SPRINGS,CO,80910,9th Grade,12th Grade,Senior,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5154,LINCOLN ELEMENTARY SCHOOL,DELTA,CO,81416,Kindergarten,5th Grade,Elementary,870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
5158,LINCOLN ELEMENTARY SCHOOL,DENVER,CO,80209,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5162,LINCOLN ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80907,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5166,LINCOLN ELEMENTARY SCHOOL,CANON CITY,CO,81212,Kindergarten,5th Grade,Elementary,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
5168,LINCOLN MIDDLE SCHOOL,FORT COLLINS,CO,80521,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5170,LINCOLN ELEMENTARY SCHOOL,LOVELAND,CO,80538,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5180,LINCOLN HIGH SCHOOL,FORT MORGAN,CO,80701,9th Grade,12th Grade,Senior,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
5190,LINCOLN ELEMENTARY SCHOOL,LAMAR,CO,81052,5th Grade,6th Grade,Elementary,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
5196,LINTON ELEMENTARY SCHOOL,FORT COLLINS,CO,80525,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,GRAND JUNCTION,CO,81503,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
5221,LITTLE INDIANS PRESCHOOL,YUMA,CO,80759,Preschool,Preschool,Elementary,3200,YUMA 1,601 - 1.200,Outlying Town
5222,LITTLE ELEMENTARY SCHOOL,ARVADA,CO,80003,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5224,LITTLETON HIGH SCHOOL,LITTLETON,CO,80121,9th Grade,12th Grade,Senior,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5229,LITTLETON ACADEMY,LITTLETON,CO,80120,Kindergarten,8th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5233,LITTLETON PREP CHARTER SCHOOL,LITTLETON,CO,80123,Kindergarten,8th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5234,LIVERMORE ELEMENTARY SCHOOL,LIVERMORE,CO,80536,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5236,LOIS LENSKI ELEMENTARY SCHOOL,CENTENNIAL,CO,80121,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5238,LONE STAR MIDDLE SCHOOL,OTIS,CO,80743,5th Grade,8th Grade,Middle,3060,LONE STAR 101,300 or less,Rural
5244,LOMA ELEMENTARY SCHOOL,LOMA,CO,81524,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
5246,LOMA LINDA ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5254,LONE STAR ELEMENTARY SCHOOL,OTIS,CO,80743,Kindergarten,4th Grade,Elementary,3060,LONE STAR 101,300 or less,Rural
5255,LAKE INTERNATIONAL SCHOOL,DENVER,CO,80204,6th Grade,6th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5258,LONE STAR UNDIVIDED HIGH SCHOOL,OTIS,CO,80743,9th Grade,12th Grade,Senior,3060,LONE STAR 101,300 or less,Rural
5268,LONGFELLOW ELEMENTARY SCHOOL,SALIDA,CO,81201,Kindergarten,4th Grade,Elementary,500,SALIDA R-32,601 - 1.200,Outlying Town
5282,LONGMONT HIGH SCHOOL,LONGMONT,CO,80501,9th Grade,12th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5284,LONGMONT ESTATES ELEMENTARY SCHOOL,LONGMONT,CO,80503,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5286,SUNSET MIDDLE SCHOOL,LONGMONT,CO,80501,6th Grade,8th Grade,Middle,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5288,LONGS PEAK MIDDLE SCHOOL,LONGMONT,CO,80501,6th Grade,8th Grade,Middle,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5292,LOPEZ ELEMENTARY SCHOOL,FORT COLLINS,CO,80526,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
5298,LOTUS SCHOOL FOR EXCELLENCE,AURORA,CO,80012,Kindergarten,11th Grade,Senior,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
5302,LOUISVILLE ELEMENTARY SCHOOL,LOUISVILLE,CO,80027,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
5306,LOUISVILLE MIDDLE SCHOOL,LOUISVILLE,CO,80027,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
5312,BILL REED MIDDLE SCHOOL,LOVELAND,CO,80537,6th Grade,8th Grade,Middle,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5316,LOVELAND HIGH SCHOOL,LOVELAND,CO,80538,9th Grade,12th Grade,Senior,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5318,ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX,ENGLEWOOD,CO,80110,Preschool,Preschool,Elementary,120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
5335,LUCILE ERWIN MIDDLE SCHOOL,LOVELAND,CO,80538,6th Grade,8th Grade,Middle,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5342,LOWRY ELEMENTARY SCHOOL,DENVER,CO,80230,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5350,LUKAS ELEMENTARY SCHOOL,WESTMINSTER,CO,80021,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5354,LUMBERG ELEMENTARY SCHOOL,EDGEWATER,CO,80214,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5361,LYN KNOLL ELEMENTARY SCHOOL,AURORA,CO,80011,Kindergarten,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
5364,LYONS ELEMENTARY SCHOOL,LYONS,CO,80540,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,LYONS,CO,80540,6th Grade,12th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
5388,M. SCOTT CARPENTER MIDDLE SCHOOL,DENVER,CO,80221,6th Grade,8th Grade,Middle,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
5393,THOMPSON INTEGRATED EARLY CHILDHOOD,LOVELAND,CO,80537,Preschool,Preschool,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5404,MADISON ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80909,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5405,EDCSD: COLORADO CYBER SCHOOL,CASTLE ROCK,CO,80104,Kindergarten,12th Grade,Senior,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
5412,MADISON ELEMENTARY SCHOOL,GREELEY,CO,80634,Kindergarten,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
5414,MADISON EXPLORATORY SCHOOL,CANON CITY,CO,81212,#NAME?,6th Grade,Elementary,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
5415,ROCKY MOUNTAIN DEAF SCHOOL,GOLDEN,CO,80401,Preschool,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5418,MALLEY DRIVE ELEMENTARY SCHOOL,NORTHGLENN,CO,80233,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
5422,MANASSA ELEMENTARY SCHOOL,MANASSA,CO,81141,Kindergarten,5th Grade,Elementary,550,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural
5430,MANNY MARTINEZ MIDDLE SCHOOL,DENVER,CO,80204,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5436,MANAUGH ELEMENTARY SCHOOL,CORTEZ,CO,81321,Kindergarten,5th Grade,Elementary,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
5446,MANCOS ELEMENTARY SCHOOL,MANCOS,CO,81328,#NAME?,#NAME?,Elementary,2070,MANCOS RE-6,301 - 600,Rural
5448,MANUAL HIGH SCHOOL,DENVER,CO,80205,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5450,MANCOS MIDDLE SCHOOL,MANCOS,CO,81328,6th Grade,8th Grade,Middle,2070,MANCOS RE-6,301 - 600,Rural
5452,MANCOS HIGH SCHOOL,MANCOS,CO,81328,9th Grade,12th Grade,Senior,2070,MANCOS RE-6,301 - 600,Rural
5454,MANDALAY MIDDLE SCHOOL,WESTMINSTER,CO,80021,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5460,MANITOU SPRINGS ELEMENTARY SCHOOL,MANITOU SPRINGS,CO,80829,Preschool,5th Grade,Elementary,1030,MANITOU SPRINGS 14,"1,201 - 6,000",Urban-Suburban
5464,MANITOU SPRINGS MIDDLE SCHOOL,MANITOU SPRINGS,CO,80829,6th Grade,8th Grade,Middle,1030,MANITOU SPRINGS 14,"1,201 - 6,000",Urban-Suburban
5468,MANITOU SPRINGS HIGH SCHOOL,MANITOU SPRINGS,CO,80829,9th Grade,12th Grade,Senior,1030,MANITOU SPRINGS 14,"1,201 - 6,000",Urban-Suburban
5472,MANNING OPTIONS SCHOOL,LAKEWOOD,CO,80401,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5498,MANZANOLA ELEMENTARY SCHOOL,MANZANOLA,CO,81058,Preschool,6th Grade,Elementary,2535,MANZANOLA 3J,300 or less,Rural
5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,MANZANOLA,CO,81058,#NAME?,#NAME?,Senior,2535,MANZANOLA 3J,300 or less,Rural
5524,MAPLE GROVE ELEMENTARY SCHOOL,GOLDEN,CO,80401,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5539,MAPLETON EARLY LEARNING CENTER,DENVER,CO,80229,Preschool,Kindergarten,Elementary,10,MAPLETON 1,"1,201 - 6,000",Denver Metro
5572,HOPKINS ELEMENTARY SCHOOL,CENTENNIAL,CO,80122,Preschool,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5574,TWAIN ELEMENTARY SCHOOL,CENTENNIAL,CO,80122,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
5576,TWAIN ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80909,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5577,MARBLE CHARTER SCHOOL,MARBLE,CO,81623,Kindergarten,10th Grade,Senior,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
5578,MARRAMA ELEMENTARY SCHOOL,DENVER,CO,80249,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5579,MARSH ELEMENTARY SCHOOL,MONTE VISTA,CO,81144,Preschool,1st Grade,Elementary,2740,MONTE VISTA C-8,"1,201 - 6,000",Outlying Town
5580,MARSHDALE ELEMENTARY SCHOOL,EVERGREEN,CO,80439,Kindergarten,5th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5596,MARTENSEN ELEMENTARY SCHOOL,WHEAT RIDGE,CO,80033,#NAME?,#NAME?,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5602,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80911,Kindergarten,5th Grade,Elementary,990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
5604,KING ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80918,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5605,MARTIN LUTHER KING MIDDLE COLLEGE,DENVER,CO,80249,6th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,BOULDER,CO,80305,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
5607,SAGE CANYON ELEMENTARY,CASTLE ROCK,CO,80104,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,DENVER,CO,80223,Kindergarten,3rd Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5610,MARTINEZ ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80918,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5615,MARY E PENNOCK ELEMENTARY SCHOOL,BRIGHTON,CO,80601,Kindergarten,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
5620,MAPLEWOOD ELEMENTARY SCHOOL,GREELEY,CO,80631,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
5623,LONGVIEW HIGH SCHOOL,LAKEWOOD,CO,80228,#NAME?,#NAME?,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5644,MAXWELL ELEMENTARY SCHOOL,DENVER,CO,80239,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5656,MAYBELL ELEMENTARY SCHOOL,MAYBELL,CO,81640,Preschool,5th Grade,Elementary,2020,MOFFAT COUNTY RE:NO 1,"1,201 - 6,000",Outlying City
