school,district_id,district_name,emh,emh_combined,school_id,achievement_dir,growth_dir,overall_dir
LAMB ELEMENTARY SCHOOL,2010,CREEDE SCHOOL DISTRICT,E,False,1962,-1.0,-1.0,1.0
CREEDE JUNIOR-SENIOR HIGH SCHOOL,2010,CREEDE SCHOOL DISTRICT,H,True,1966,-1.0,-1.0,1.0
CREEDE JUNIOR-SENIOR HIGH SCHOOL,2010,CREEDE SCHOOL DISTRICT,M,True,1966,,,1.0
CROWLEY COUNTY ONLINE ACADEMY,770,CROWLEY COUNTY RE-1-J,H,False,1967,,,0.0
CREEKSIDE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1970,0.0,0.0,0.0
CREEKSIDE MIDDLE SCHOOL,1080,LEWIS-PALMER 38,M,False,1972,,,
CREIGHTON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,1976,0.0,0.0,0.0
CREST VIEW ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,1996,0.0,1.0,1.0
CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,E,False,2006,1.0,0.0,0.0
CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,H,False,2006,0.0,0.0,-1.0
CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,M,False,2006,0.0,0.0,-1.0
CRESTHILL MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,False,2012,0.0,0.0,0.0
CRESTONE CHARTER SCHOOL,2800,MOFFAT 2,E,True,2018,0.0,-1.0,1.0
CRESTONE CHARTER SCHOOL,2800,MOFFAT 2,H,True,2018,,,1.0
CRESTONE CHARTER SCHOOL,2800,MOFFAT 2,M,True,2018,1.0,-1.0,1.0
CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,H,False,2024,1.0,1.0,0.0
CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,M,False,2024,-1.0,-1.0,-1.0
POLARIS AT EBERT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2027,0.0,0.0,0.0
CROSSROAD ALTERNATIVE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2031,,,
CROSSROAD ALTERNATIVE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,2031,,,
CROWN POINTE CHARTER ACADEMY,70,WESTMINSTER 50,E,False,2035,0.0,0.0,0.0
CROWN POINTE CHARTER ACADEMY,70,WESTMINSTER 50,M,False,2035,0.0,0.0,-1.0
CROWLEY COUNTY ELEMENTARY SCHOOL,770,CROWLEY COUNTY RE-1-J,E,False,2050,0.0,-1.0,-1.0
CROWLEY COUNTY WARD MIDDLE SCHOOL,770,CROWLEY COUNTY RE-1-J,M,False,2054,1.0,-1.0,-1.0
CROWLEY COUNTY HIGH SCHOOL,770,CROWLEY COUNTY RE-1-J,H,False,2058,0.0,0.0,0.0
CRYSTAL RIVER ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,False,2063,1.0,1.0,1.0
CUSTER COUNTY ELEMENTARY SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,E,False,2088,0.0,0.0,0.0
COYOTE RIDGE ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,2089,1.0,0.0,0.0
CUSTER MIDDLE SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,M,False,2091,0.0,0.0,0.0
CUSTER COUNTY HIGH SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,H,False,2092,1.0,1.0,0.0
DAKOTA RIDGE SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,2093,0.0,0.0,0.0
DAKOTA VALLEY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,2094,0.0,0.0,0.0
DALTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2095,1.0,1.0,1.0
CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,E,False,2096,0.0,0.0,0.0
CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,M,False,2096,0.0,0.0,0.0
DARTMOUTH ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2114,0.0,1.0,1.0
D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,True,2120,0.0,0.0,0.0
D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,True,2120,0.0,0.0,0.0
DE BEQUE ELEMENTARY SCHOOL,1980,DE BEQUE 49JT,E,False,2122,0.0,1.0,1.0
DENVER GREEN SCHOOL,880,DENVER COUNTY 1,,False,2125,,,
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,H,True,2126,0.0,-1.0,-1.0
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,M,True,2126,,,-1.0
DENVER LANGUAGE SCHOOL,880,DENVER COUNTY 1,,False,2127,,,
INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,E,True,2128,1.0,1.0,1.0
INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,M,True,2128,1.0,1.0,1.0
DEER CREEK MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2130,0.0,0.0,0.0
DEER TRAIL ELEMENTARY SCHOOL,170,DEER TRAIL 26J,E,False,2136,0.0,1.0,1.0
DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,H,False,2140,1.0,1.0,-1.0
DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,M,False,2140,-1.0,0.0,0.0
DENVER SCHOOL OF SCIENCE AND TECHNOLOGY: GVR,880,DENVER COUNTY 1,,False,2145,,,
DEL NORTE MIDDLE SCHOOL,2730,DEL NORTE C-7,M,False,2148,1.0,0.0,0.0
DEL NORTE HIGH SCHOOL,2730,DEL NORTE C-7,H,False,2150,0.0,0.0,-1.0
DELTA ACADEMY OF APPLIED LEARNING,870,DELTA COUNTY 50(J),E,True,2152,,,-1.0
DELTA ACADEMY OF APPLIED LEARNING,870,DELTA COUNTY 50(J),M,True,2152,-1.0,-1.0,-1.0
DELTA COUNTY OPPORTUNITY SCHOOL,870,DELTA COUNTY 50(J),H,False,2155,,,0.0
DELTA COUNTY OPPORTUNITY SCHOOL,870,DELTA COUNTY 50(J),M,False,2155,,,
DELTA MIDDLE SCHOOL,870,DELTA COUNTY 50(J),M,False,2160,0.0,0.0,0.0
DELTA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,False,2164,1.0,1.0,1.0
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),E,True,2166,1.0,1.0,0.0
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),H,True,2166,0.0,1.0,0.0
DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),M,True,2166,0.0,1.0,0.0
DENISON MONTESSORI SCHOOL,880,DENVER COUNTY 1,E,False,2174,0.0,0.0,1.0
DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,H,True,2183,0.0,0.0,0.0
DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,M,True,2183,0.0,0.0,0.0
DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,H,True,2184,0.0,0.0,0.0
DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,M,True,2184,0.0,0.0,0.0
DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,880,DENVER COUNTY 1,H,True,2185,0.0,0.0,0.0
DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,880,DENVER COUNTY 1,M,True,2185,0.0,0.0,0.0
DENVER VENTURE CHARTER SCHOOL,880,DENVER COUNTY 1,H,False,2187,,,
DEVINNY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2194,0.0,0.0,-1.0
DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,E,False,2195,0.0,0.0,1.0
DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,H,False,2195,0.0,-1.0,0.0
DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,M,False,2195,0.0,0.0,0.0
DOHERTY HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,False,2202,0.0,0.0,0.0
DOLORES ELEMENTARY SCHOOL,2055,DOLORES RE-4A,E,False,2204,1.0,1.0,1.0
DOLORES MIDDLE SCHOOL,2055,DOLORES RE-4A,M,False,2206,1.0,0.0,0.0
DOLORES HIGH SCHOOL,2055,DOLORES RE-4A,H,False,2208,0.0,0.0,0.0
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,H,False,2216,0.0,1.0,1.0
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,M,False,2216,0.0,-1.0,-1.0
DOLORES HUERTA PREPARATORY HIGH SCHOOL,2690,PUEBLO CITY 60,H,False,2217,0.0,-1.0,-1.0
DOS RIOS ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,2222,0.0,0.0,0.0
DOS RIOS ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,2224,1.0,1.0,0.0
CASTLE ROCK MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,False,2226,1.0,1.0,1.0
DOUGLAS COUNTY HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,2230,0.0,0.0,0.0
ROCK RIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,2232,-1.0,0.0,0.0
CHEROKEE TRAIL ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,2233,0.0,0.0,0.0
EAGLE RIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,2234,0.0,0.0,0.0
DOUGLASS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2240,0.0,0.0,0.0
DOUGLASS VALLEY ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,2248,0.0,0.0,0.0
DOULL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2258,1.0,1.0,1.0
DRAKE JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2288,0.0,0.0,-1.0
DRY CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,2292,0.0,0.0,0.0
DUAL IMMERSION ACADEMY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,2297,-1.0,1.0,1.0
DUNN ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,2298,0.0,1.0,1.0
DUNSTAN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2300,0.0,0.0,0.0
DUPONT ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,2308,0.0,0.0,0.0
DURANGO HIGH SCHOOL,1520,DURANGO 9-R,H,False,2318,-1.0,0.0,0.0
DUTCH CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2322,1.0,1.0,1.0
EADS ELEMENTARY SCHOOL,1430,EADS RE-1,E,False,2328,-1.0,-1.0,-1.0
EADS MIDDLE SCHOOL,1430,EADS RE-1,M,False,2332,-1.0,0.0,-1.0
EADS HIGH SCHOOL,1430,EADS RE-1,H,False,2336,-1.0,0.0,0.0
EAGLE ACADEMY,900,DOUGLAS COUNTY RE 1,H,False,2338,,,
EAGLE COUNTY CHARTER ACADEMY,910,EAGLE COUNTY RE 50,E,False,2340,0.0,0.0,0.0
EAGLE COUNTY CHARTER ACADEMY,910,EAGLE COUNTY RE 50,M,False,2340,0.0,0.0,0.0
EAGLE CREST ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,2343,0.0,-1.0,-1.0
EAGLE VALLEY ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,False,2346,0.0,1.0,0.0
EAGLE VALLEY HIGH SCHOOL,910,EAGLE COUNTY RE 50,H,False,2350,0.0,0.0,1.0
EAGLE VALLEY MIDDLE SCHOOL,910,EAGLE COUNTY RE 50,M,False,2355,0.0,0.0,0.0
EAGLECREST HIGH SCHOOL,130,CHERRY CREEK 5,H,False,2357,0.0,0.0,0.0
EAGLEVIEW MIDDLE SCHOOL,1040,ACADEMY 20,M,False,2358,0.0,0.0,0.0
EAGLEVIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2361,1.0,0.0,0.0
EAGLETON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2364,1.0,1.0,1.0
EAST ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,2374,0.0,0.0,0.0
EAST GRAND MIDDLE SCHOOL,1350,EAST GRAND 2,M,False,2376,1.0,0.0,0.0
EAST ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,2382,0.0,0.0,0.0
EAST MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,False,2384,0.0,0.0,0.0
EAST MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,False,2392,0.0,1.0,1.0
EAST HIGH SCHOOL,2690,PUEBLO CITY 60,H,False,2394,1.0,0.0,0.0
EAST HIGH SCHOOL,880,DENVER COUNTY 1,H,False,2398,0.0,0.0,0.0
EAGLE RIDGE ACADEMY,40,BRIGHTON 27J,,False,2399,,,
POLSTON ELEMENTARY SCHOOL,100,ALAMOSA RE-11J,,False,2402,,,
TARVER ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2410,0.0,0.0,-1.0
EAST MEMORIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,2414,1.0,0.0,0.0
EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,2428,0.0,0.0,1.0
EVA R BACA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,2438,-1.0,0.0,-1.0
EATON ELEMENTARY SCHOOL,3085,EATON RE-2,,False,2448,,,
EATON MIDDLE SCHOOL,3085,EATON RE-2,M,False,2452,0.0,0.0,-1.0
EATON HIGH SCHOOL,3085,EATON RE-2,H,False,2456,0.0,0.0,0.0
ECKHART ELEMENTARY SCHOOL,1580,TRINIDAD 1,,False,2481,,,
EDGEWATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2496,1.0,1.0,1.0
EDISON ACADEMY,1120,EDISON 54 JT,H,False,2504,,,1.0
EDISON ACADEMY,1120,EDISON 54 JT,M,False,2504,,,
EDISON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2506,0.0,1.0,1.0
EDISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,2510,0.0,0.0,0.0
EDISON ELEMENTARY SCHOOL,1120,EDISON 54 JT,E,False,2514,-1.0,-1.0,1.0
HAYDEN VALLEY ELEMENTARY SCHOOL,2760,HAYDEN RE-1,E,False,2522,-1.0,0.0,-1.0
EDISON PREP,1120,EDISON 54 JT,,False,2523,,,
EDITH WOLFORD ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,2524,0.0,0.0,0.0
EDISON JUNIOR-SENIOR HIGH SCHOOL,1120,EDISON 54 JT,H,False,2526,-1.0,-1.0,0.0
EDISON JUNIOR-SENIOR HIGH SCHOOL,1120,EDISON 54 JT,M,False,2526,0.0,0.0,0.0
NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,1010,COLORADO SPRINGS 11,H,False,2528,-1.0,-1.0,0.0
NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,1010,COLORADO SPRINGS 11,M,False,2528,1.0,1.0,1.0
EDWARDS ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,False,2530,1.0,0.0,1.0
EIBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2550,0.0,1.0,0.0
EISENHOWER ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2552,0.0,0.0,1.0
ELBERT ELEMENTARY SCHOOL,950,ELBERT 200,E,False,2570,1.0,1.0,1.0
LEGACY ACADEMY,920,ELIZABETH C-1,E,False,2572,1.0,0.0,0.0
LEGACY ACADEMY,920,ELIZABETH C-1,M,False,2572,1.0,1.0,1.0
ELK CREEK ELEMENTARY,1195,GARFIELD RE-2,E,False,2573,1.0,1.0,1.0
ELBERT JUNIOR-SENIOR HIGH SCHOOL,950,ELBERT 200,H,False,2574,-1.0,0.0,-1.0
ELBERT JUNIOR-SENIOR HIGH SCHOOL,950,ELBERT 200,M,False,2574,1.0,1.0,0.0
CHERRY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2576,-1.0,0.0,-1.0
SKYVIEW ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2578,1.0,0.0,0.0
HUNTERS GLEN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2580,0.0,0.0,1.0
ROCKY MOUNTAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2582,-1.0,1.0,1.0
RIVERDALE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2584,-1.0,0.0,0.0
ELDORADO K-8 SCHOOL,480,BOULDER VALLEY RE 2,E,False,2589,0.0,1.0,1.0
ELDORADO K-8 SCHOOL,480,BOULDER VALLEY RE 2,M,False,2589,0.0,0.0,0.0
ELIZABETH MIDDLE SCHOOL,920,ELIZABETH C-1,M,False,2604,0.0,1.0,1.0
ELIZABETH HIGH SCHOOL,920,ELIZABETH C-1,H,False,2608,0.0,1.0,0.0
ELK CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2616,1.0,1.0,1.0
ELKHART ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2618,1.0,1.0,1.0
FOUNTAIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,E,False,2620,0.0,,0.0
ELLICOTT ELEMENTARY SCHOOL,1050,ELLICOTT 22,E,False,2638,0.0,0.0,0.0
ELLICOTT MIDDLE SCHOOL,1050,ELLICOTT 22,M,False,2640,1.0,0.0,0.0
ELLICOTT SENIOR HIGH SCHOOL,1050,ELLICOTT 22,H,False,2642,0.0,0.0,0.0
ELLIS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2652,1.0,1.0,1.0
ELDORADO ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,2656,0.0,0.0,0.0
EMERALD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2702,0.0,0.0,-1.0
NEW EMERSON SCHOOL AT COLUMBUS,2000,MESA COUNTY VALLEY 51,E,False,2724,0.0,0.0,0.0
EMILY GRIFFITH OPPORTUNITY SCHOOL,880,DENVER COUNTY 1,H,False,2726,1.0,,0.0
ENGLEWOOD HIGH SCHOOL,120,ENGLEWOOD 1,H,False,2746,-1.0,0.0,0.0
ENGLEWOOD LEADERSHIP ACADEMY,120,ENGLEWOOD 1,M,False,2750,-1.0,0.0,0.0
ENGLEWOOD MIDDLE SCHOOL,120,ENGLEWOOD 1,M,False,2752,-1.0,-1.0,-1.0
VENTURE PREP,880,DENVER COUNTY 1,M,False,2755,0.0,0.0,0.0
ERIE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,2758,0.0,1.0,1.0
ERIE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,2760,0.0,0.0,-1.0
ERIE HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,2761,0.0,0.0,-1.0
ESTES PARK OPTIONS SCHOOL,1570,PARK (ESTES PARK) R-3,H,False,2788,,,
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,H,True,2789,1.0,0.0,0.0
ESCUELA TLATELOLCO SCHOOL,880,DENVER COUNTY 1,M,True,2789,,,0.0
ESTES PARK K-5 SCHOOL,1570,PARK (ESTES PARK) R-3,E,False,2790,0.0,1.0,1.0
ESTES PARK MIDDLE SCHOOL,1570,PARK (ESTES PARK) R-3,M,False,2792,0.0,1.0,1.0
ESTES PARK HIGH SCHOOL,1570,PARK (ESTES PARK) R-3,H,False,2794,1.0,0.0,0.0
EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,True,2799,0.0,1.0,1.0
EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,H,True,2799,,,
EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,True,2799,1.0,0.0,1.0
EXPLORER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,2800,0.0,0.0,0.0
EUCLID MIDDLE SCHOOL,140,LITTLETON 6,M,False,2804,0.0,0.0,0.0
EVANS ELEMENTARY SCHOOL,100,ALAMOSA RE-11J,E,False,2818,0.0,1.0,1.0
EVERITT MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2820,-1.0,0.0,-1.0
EVERGREEN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2832,0.0,0.0,0.0
EVERGREEN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,2836,1.0,0.0,0.0
EARLY COLLEGE HIGH SCHOOL AT ARVADA,8001,CHARTER SCHOOL INSTITUTE,H,False,2837,-1.0,0.0,0.0
UNIVERSITY SCHOOLS,3120,GREELEY 6,E,False,2850,1.0,0.0,0.0
UNIVERSITY SCHOOLS,3120,GREELEY 6,H,False,2850,0.0,0.0,0.0
UNIVERSITY SCHOOLS,3120,GREELEY 6,M,False,2850,-1.0,0.0,-1.0
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,E,True,2856,-1.0,0.0,-1.0
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,M,True,2856,-1.0,0.0,-1.0
FAIRMOUNT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2866,0.0,0.0,0.0
FAIRVIEW ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,2876,-1.0,-1.0,0.0
FALCON VIRTUAL ACADEMY,1110,FALCON 49,,False,2877,,,
FAIRVIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2880,1.0,0.0,0.0
FAIRVIEW HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,2892,0.0,0.0,0.0
FALCON CREEK MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,2897,0.0,0.0,0.0
FALCON ELEMENTARY SCHOOL,1110,FALCON 49,E,False,2902,0.0,0.0,-1.0
FALCON MIDDLE SCHOOL,1110,FALCON 49,M,False,2906,1.0,1.0,1.0
FALCON HIGH SCHOOL,1110,FALCON 49,H,False,2908,0.0,0.0,0.0
FALL RIVER ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,2912,0.0,0.0,-1.0
FEDERAL HEIGHTS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2918,0.0,0.0,0.0
FIELD ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,2926,-1.0,-1.0,-1.0
FIRESIDE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2940,0.0,0.0,0.0
FISHER'S PEAK ELEMENTARY SCHOOL,1580,TRINIDAD 1,E,False,2944,0.0,0.0,1.0
FOUNDATIONS ACADEMY,40,BRIGHTON 27J,,False,2945,,,
FITZMORRIS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2946,-1.0,-1.0,-1.0
MAMMOTH HEIGHTS ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,False,2952,0.0,0.0,0.0
STONE MOUNTAIN ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,False,2953,0.0,0.0,0.0
ROXBOROUGH INTERMEDIATE,900,DOUGLAS COUNTY RE 1,E,False,2954,0.0,0.0,-1.0
FLAGLER ELEMENTARY SCHOOL,1450,ARRIBA-FLAGLER C-20,E,False,2956,-1.0,0.0,-1.0
FLAGLER MIDDLE SCHOOL,1450,ARRIBA-FLAGLER C-20,M,False,2958,,,
FLAGLER SENIOR HIGH SCHOOL,1450,ARRIBA-FLAGLER C-20,H,False,2960,0.0,-1.0,0.0
FOCUS ACADEMY,1150,FREMONT RE-2,,False,2961,,,
FALCON BLUFFS MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2963,0.0,0.0,0.0
FLAGSTAFF CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,E,True,2964,0.0,0.0,-1.0
FLAGSTAFF CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,M,True,2964,0.0,0.0,-1.0
FLAGSTONE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,2965,0.0,0.0,-1.0
FLATIRONS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2970,1.0,0.0,1.0
FLEMING ELEMENTARY SCHOOL,1850,FRENCHMAN RE-3,E,False,2980,-1.0,-1.0,-1.0
FLEMING HIGH SCHOOL,1850,FRENCHMAN RE-3,H,False,2988,-1.0,0.0,1.0
FLEMING HIGH SCHOOL,1850,FRENCHMAN RE-3,M,False,2988,-1.0,-1.0,-1.0
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,True,2995,0.0,0.0,0.0
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,M,True,2995,0.0,0.0,0.0
FLETCHER PRIMARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2998,0.0,,0.0
FLORENCE CRITTENTON HIGH SCHOOL,880,DENVER COUNTY 1,H,False,3000,-1.0,-1.0,-1.0
FLORENCE HIGH SCHOOL,1150,FREMONT RE-2,H,False,3002,0.0,0.0,1.0
FLORIDA MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,False,3012,-1.0,0.0,-1.0
FOOTHILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,3022,0.0,0.0,0.0
FOOTHILLS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3025,1.0,-1.0,-1.0
EAGLESIDE ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,3027,0.0,0.0,-1.0
FOX RIDGE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,3030,0.0,0.0,0.0
FORCE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3032,0.0,1.0,1.0
FORD ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3038,0.0,0.0,1.0
FORT COLLINS HIGH SCHOOL,1550,POUDRE R-1,H,False,3046,0.0,0.0,0.0
FORT LEWIS MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,False,3050,1.0,0.0,-1.0
FORT LOGAN ELEMENTARY SCHOOL,123,SHERIDAN 2,E,False,3054,0.0,1.0,1.0
FORT LUPTON MIDDLE SCHOOL,3140,WELD COUNTY S/D RE-8,M,False,3066,0.0,-1.0,-1.0
FORT LUPTON HIGH SCHOOL,3140,WELD COUNTY S/D RE-8,H,False,3070,0.0,1.0,1.0
FORT MORGAN MIDDLE SCHOOL,2405,FORT MORGAN RE-3,M,False,3074,0.0,0.0,0.0
FORT MORGAN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,False,3078,0.0,0.0,0.0
