district_id,school_id,school,city,state,zipcode,year,lowestgrade,unnamed: 8,school type,district_name,district size,district setting,developed: 11-5-12
1010,4358,JACKSON ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80907,2011,Preschool,5th Grade,Elementary,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban,
2862,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,JULESBURG,CO,80737,2011,9th Grade,12th Grade,Senior,JULESBURG RE-1,301 - 600,Outlying Town,
2690,4376,JAMES H RISLEY MIDDLE SCHOOL,PUEBLO,CO,81001,2011,6th Grade,8th Grade,Middle,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban,
980,4378,JAMES IRWIN CHARTER HIGH SCHOOL,COLORADO SPRINGS,CO,80916,2011,9th Grade,12th Grade,Senior,HARRISON 2,"6,001 - 25,000",Urban-Suburban,
980,4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,COLORADO SPRINGS,CO,80916,2011,6th Grade,8th Grade,Middle,HARRISON 2,"6,001 - 25,000",Urban-Suburban,
980,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80916,2011,Kindergarten,5th Grade,Elementary,HARRISON 2,"6,001 - 25,000",Urban-Suburban,
180,4385,JAMAICA CHILD DEVELOPMENT CENTER,AURORA,CO,80011,2011,Preschool,Preschool,Elementary,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro,
480,4386,JAMESTOWN ELEMENTARY SCHOOL,JAMESTOWN,CO,80455,2011,Kindergarten,5th Grade,Elementary,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro,
990,4394,JANITELL JUNIOR HIGH SCHOOL,FOUNTAIN,CO,80817,2011,6th Grade,8th Grade,Middle,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban,
1420,4402,JEFFERSON ACADEMY CHARTER SCHOOL,BROOMFIELD,CO,80021,2011,Kindergarten,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,BROOMFIELD,CO,80020,2011,7th Grade,8th Grade,Middle,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,GOLDEN,CO,80401,2011,7th Grade,12th Grade,Senior,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,BROOMFIELD,CO,80021,2011,9th Grade,12th Grade,Senior,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4422,JEFFERSON HIGH SCHOOL,EDGEWATER,CO,80214,2011,9th Grade,12th Grade,Senior,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1010,4424,JENKINS MIDDLE SCHOOL,COLORADO SPRINGS,CO,80918,2011,6th Grade,8th Grade,Middle,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban,
3120,4425,JEFFERSON HIGH SCHOOL,GREELEY,CO,80631,2011,9th Grade,12th Grade,Senior,GREELEY 6,"6,001 - 25,000",Urban-Suburban,
180,4426,JEWELL ELEMENTARY SCHOOL,AURORA,CO,80012,2011,Preschool,5th Grade,Elementary,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro,
3120,4438,JOHN EVANS MIDDLE SCHOOL,GREELEY,CO,80631,2011,6th Grade,8th Grade,Middle,GREELEY 6,"6,001 - 25,000",Urban-Suburban,
880,4444,JOHN F KENNEDY HIGH SCHOOL,DENVER,CO,80227,2011,9th Grade,12th Grade,Senior,DENVER COUNTY 1,"Over 25,000",Denver Metro,
140,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,LITTLETON,CO,80122,2011,6th Grade,8th Grade,Middle,LITTLETON 6,"6,001 - 25,000",Denver Metro,
880,4450,JOHNSON ELEMENTARY SCHOOL,DENVER,CO,80219,2011,Preschool,5th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
1550,4456,JOHNSON ELEMENTARY SCHOOL,FORT COLLINS,CO,80526,2011,Kindergarten,5th Grade,Elementary,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
2180,4458,JOHNSON ELEMENTARY SCHOOL,MONTROSE,CO,81401,2011,Kindergarten,5th Grade,Elementary,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City,
70,4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,DENVER,CO,80221,2011,Preschool,5th Grade,Elementary,WESTMINSTER 50,"6,001 - 25,000",Denver Metro,
1000,4474,JORDAHL ELEMENTARY SCHOOL,FOUNTAIN,CO,80817,2011,Preschool,5th Grade,Elementary,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban,
1420,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,WESTMINSTER,CO,80020,2011,Kindergarten,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
2862,4488,JULESBURG ELEMENTARY SCHOOL,JULESBURG,CO,80737,2011,Preschool,6th Grade,Elementary,JULESBURG RE-1,301 - 600,Outlying Town,
2862,4492,JULESBURG HIGH SCHOOL,JULESBURG,CO,80737,2011,7th Grade,12th Grade,Senior,JULESBURG RE-1,301 - 600,Outlying Town,
880,4494,JUSTICE HIGH SCHOOL DENVER,DENVER,CO,80211,2011,7th Grade,12th Grade,Senior,DENVER COUNTY 1,"Over 25,000",Denver Metro,
290,4495,JUMP START LEARNING CENTER,LAS ANIMAS,CO,81054,2011,Preschool,Preschool,Elementary,LAS ANIMAS RE-1,601 - 1.200,Outlying Town,
480,4496,JUSTICE HIGH CHARTER SCHOOL,LAFAYETTE,CO,80026,2011,6th Grade,12th Grade,Senior,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro,
880,4498,KAISER ELEMENTARY SCHOOL,DENVER,CO,80236,2011,Preschool,5th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
1810,4502,KARVAL ELEMENTARY SCHOOL,KARVAL,CO,80823,2011,Preschool,5th Grade,Elementary,KARVAL RE-23,300 or less,Rural,
1810,4504,KARVAL ONLINE EDUCATION,KARVAL,CO,80823,2011,Kindergarten,12th Grade,Senior,KARVAL RE-23,300 or less,Rural,
1810,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,KARVAL,CO,80823,2011,6th Grade,12th Grade,Senior,KARVAL RE-23,300 or less,Rural,
1195,4510,KATHRYN SENOR ELEMENTARY SCHOOL,NEW CASTLE,CO,81647,2011,Preschool,4th Grade,Elementary,GARFIELD RE-2,"1,201 - 6,000",Outlying Town,
30,4516,KEARNEY MIDDLE SCHOOL,COMMERCE CITY,CO,80022,2011,6th Grade,8th Grade,Middle,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro,
3090,4526,HOFF ELEMENTARY SCHOOL,KEENESBURG,CO,80643,2011,Preschool,6th Grade,Elementary,KEENESBURG RE-3(J),"1,201 - 6,000",Rural,
1010,4530,KELLER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80918,2011,Preschool,5th Grade,Elementary,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban,
30,4536,KEMP ELEMENTARY SCHOOL,COMMERCE CITY,CO,80022,2011,Preschool,5th Grade,Elementary,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro,
2035,4546,KEMPER ELEMENTARY SCHOOL,CORTEZ,CO,81321,2011,Kindergarten,5th Grade,Elementary,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City,
1420,4548,KEN CARYL MIDDLE SCHOOL,LITTLETON,CO,80123,2011,7th Grade,8th Grade,Middle,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4549,KENDALLVUE ELEMENTARY SCHOOL,MORRISON,CO,80465,2011,Preschool,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4550,KENDRICK LAKES ELEMENTARY SCHOOL,LAKEWOOD,CO,80232,2011,Preschool,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
180,4646,KENTON ELEMENTARY SCHOOL,AURORA,CO,80010,2011,Kindergarten,5th Grade,Elementary,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro,
880,4656,KEPNER MIDDLE SCHOOL,DENVER,CO,80219,2011,6th Grade,8th Grade,Middle,DENVER COUNTY 1,"Over 25,000",Denver Metro,
3130,4670,PLATTE VALLEY HIGH SCHOOL,KERSEY,CO,80644,2011,9th Grade,12th Grade,Senior,PLATTE VALLEY RE-7,601 - 1.200,Outlying Town,
500,4680,SALIDA MIDDLE SCHOOL,SALIDA,CO,81201,2011,5th Grade,8th Grade,Middle,SALIDA R-32,601 - 1.200,Outlying Town,
1080,4686,RAY E KILMER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80908,2011,Preschool,6th Grade,Elementary,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban,
1760,4690,KIM ELEMENTARY SCHOOL,KIM,CO,81049,2011,Preschool,6th Grade,Elementary,KIM REORGANIZED 88,300 or less,Rural,
1760,4694,KIM UNDIVIDED HIGH SCHOOL,KIM,CO,81049,2011,7th Grade,12th Grade,Senior,KIM REORGANIZED 88,300 or less,Rural,
1550,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,FORT COLLINS,CO,80528,2011,6th Grade,8th Grade,Middle,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
10,4699,THE NEW AMERICA SCHOOL,DENVER,CO,80229,2011,9th Grade,12th Grade,Senior,MAPLETON 1,"1,201 - 6,000",Denver Metro,
540,4700,KING-MURPHY ELEMENTARY SCHOOL,EVERGREEN,CO,80439,2011,Preschool,6th Grade,Elementary,CLEAR CREEK RE-1,"1,201 - 6,000",Outlying Town,
930,4724,KIOWA ELEMENTARY SCHOOL,KIOWA,CO,80117,2011,Preschool,5th Grade,Elementary,KIOWA C-2,300 or less,Rural,
930,4726,KIOWA MIDDLE SCHOOL,KIOWA,CO,80117,2011,6th Grade,8th Grade,Middle,KIOWA C-2,300 or less,Rural,
930,4728,KIOWA HIGH SCHOOL,KIOWA,CO,80117,2011,9th Grade,12th Grade,Senior,KIOWA C-2,300 or less,Rural,
880,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,DENVER,CO,80223,2011,9th Grade,10th Grade,Senior,DENVER COUNTY 1,"Over 25,000",Denver Metro,
880,4732,KIPP SUNSHINE PEAK ACADEMY,DENVER,CO,80223,2011,5th Grade,8th Grade,Middle,DENVER COUNTY 1,"Over 25,000",Denver Metro,
510,4738,KIT CARSON ELEMENTARY SCHOOL,KIT CARSON,CO,80825,2011,Kindergarten,5th Grade,Elementary,KIT CARSON R-1,300 or less,Rural,
510,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,KIT CARSON,CO,80825,2011,6th Grade,12th Grade,Senior,KIT CARSON R-1,300 or less,Rural,
880,4762,KNAPP ELEMENTARY SCHOOL,DENVER,CO,80219,2011,Preschool,5th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
880,4782,HALLETT FUNDAMENTAL ACADEMY,DENVER,CO,80207,2011,Preschool,5th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
3110,4785,KNOWLEDGE QUEST ACADEMY,MILLIKEN,CO,80543,2011,Kindergarten,8th Grade,Elementary,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town,
480,4792,KOHL ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,2011,Preschool,5th Grade,Elementary,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro,
1550,4793,KRUSE ELEMENTARY SCHOOL,FORT COLLINS,CO,80525,2011,Preschool,5th Grade,Elementary,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
880,4795,KUNSMILLER CREATIVE ARTS ACADEMY,DENVER,CO,80219,2011,Kindergarten,8th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
1420,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,GOLDEN,CO,80401,2011,7th Grade,12th Grade,Senior,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4802,KULLERSTRAND ELEMENTARY SCHOOL,WHEAT RIDGE,CO,80033,2011,Kindergarten,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1420,4830,KYFFIN ELEMENTARY SCHOOL,GOLDEN,CO,80401,2011,Kindergarten,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
550,4836,LA JARA ELEMENTARY SCHOOL,LA JARA,CO,81140,2011,Preschool,5th Grade,Elementary,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural,
550,4837,LA JARA SECOND CHANCE SCHOOL,LA JARA,CO,81140,2011,Kindergarten,12th Grade,Senior,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural,
910,4838,JUNE CREEK ELEMENTARY SCHOOL,EDWARDS,CO,81632,2011,Preschool,5th Grade,Elementary,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town,
2520,4841,LA JUNTA INTERMEDIATE SCHOOL,LA JUNTA,CO,81050,2011,3rd Grade,6th Grade,Elementary,EAST OTERO R-1,"1,201 - 6,000",Outlying City,
2520,4843,LA JUNTA PRIMARY SCHOOL,LA JUNTA,CO,81050,2011,Kindergarten,2nd Grade,Elementary,EAST OTERO R-1,"1,201 - 6,000",Outlying City,
3080,4852,PETE MIRICH ELEMENTARY SCHOOL,LA SALLE,CO,80645,2011,Preschool,5th Grade,Elementary,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town,
3080,4854,NORTH VALLEY MIDDLE SCHOOL,LA SALLE,CO,80645,2011,6th Grade,8th Grade,Middle,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town,
1400,4860,LA VETA ELEMENTARY SCHOOL,LA VETA,CO,81055,2011,Preschool,6th Grade,Elementary,LA VETA RE-2,300 or less,Rural,
1400,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,LA VETA,CO,81055,2011,7th Grade,12th Grade,Senior,LA VETA RE-2,300 or less,Rural,
480,4874,LAFAYETTE ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,2011,Preschool,5th Grade,Elementary,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro,
480,4878,ANGEVINE MIDDLE SCHOOL,LAFAYETTE,CO,80026,2011,6th Grade,8th Grade,Middle,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro,
1380,4899,LAKE CITY COMMUNITY SCHOOL,LAKE CITY,CO,81235,2011,Preschool,12th Grade,Senior,HINSDALE COUNTY RE 1,300 or less,Rural,
1510,4901,LAKE COUNTY MIDDLE SCHOOL,LEADVILLE,CO,80461,2011,5th Grade,8th Grade,Middle,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town,
1510,4904,LAKE COUNTY HIGH SCHOOL,LEADVILLE,CO,80461,2011,9th Grade,12th Grade,Senior,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town,
2610,4908,LAKE GEORGE CHARTER SCHOOL,LAKE GEORGE,CO,80827,2011,Preschool,8th Grade,Elementary,PARK COUNTY RE-2,301 - 600,Rural,
880,4910,LAKE MIDDLE SCHOOL,DENVER,CO,80204,2011,7th Grade,8th Grade,Middle,DENVER COUNTY 1,"Over 25,000",Denver Metro,
1420,4942,LAKEWOOD HIGH SCHOOL,LAKEWOOD,CO,80215,2011,9th Grade,12th Grade,Senior,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
40,4950,LANDMARK ACADEMY AT REUNION,COMMERCE CITY,CO,80022,2011,Kindergarten,8th Grade,Elementary,BRIGHTON 27J,"1,201 - 6,000",Denver Metro,
2660,4956,LAMAR MIDDLE SCHOOL,LAMAR,CO,81052,2011,7th Grade,8th Grade,Middle,LAMAR RE-2,"1,201 - 6,000",Outlying City,
2660,4960,LAMAR HIGH SCHOOL,LAMAR,CO,81052,2011,9th Grade,12th Grade,Senior,LAMAR RE-2,"1,201 - 6,000",Outlying City,
180,4970,LANSING ELEMENTARY SCHOOL,AURORA,CO,80010,2011,Kindergarten,5th Grade,Elementary,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro,
180,4973,LAREDO ELEMENTARY SCHOOL,AURORA,CO,80011,2011,Kindergarten,5th Grade,Elementary,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro,
130,4975,LAREDO MIDDLE SCHOOL,AURORA,CO,80015,2011,6th Grade,8th Grade,Middle,CHERRY CREEK 5,"Over 25,000",Denver Metro,
900,4980,LARKSPUR ELEMENTARY SCHOOL,LARKSPUR,CO,80118,2011,Kindergarten,6th Grade,Elementary,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro,
290,4986,LAS ANIMAS MIDDLE SCHOOL,LAS ANIMAS,CO,81054,2011,6th Grade,8th Grade,Middle,LAS ANIMAS RE-1,601 - 1.200,Outlying Town,
290,4990,LAS ANIMAS HIGH SCHOOL,LAS ANIMAS,CO,81054,2011,9th Grade,12th Grade,Senior,LAS ANIMAS RE-1,601 - 1.200,Outlying Town,
1420,5004,LASLEY ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,2011,Kindergarten,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1550,5014,LAUREL ELEMENTARY SCHOOL,FORT COLLINS,CO,80524,2011,Preschool,5th Grade,Elementary,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
2520,5015,LA JUNTA JR/SR HIGH SCHOOL,LA JUNTA,CO,81050,2011,7th Grade,12th Grade,Senior,EAST OTERO R-1,"1,201 - 6,000",Outlying City,
1560,5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,LOVELAND,CO,80538,2011,Kindergarten,5th Grade,Elementary,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban,
1420,5024,LAWRENCE ELEMENTARY SCHOOL,ARVADA,CO,80002,2011,Preschool,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
990,5033,JAMES MADISON CHARTER ACADEMY SCHOOL,COLORADO SPRINGS,CO,80911,2011,Kindergarten,6th Grade,Elementary,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban,
1420,5036,LEAWOOD ELEMENTARY SCHOOL,LITTLETON,CO,80123,2011,Preschool,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
20,5043,LEGACY HIGH SCHOOL,BROOMFIELD,CO,80020,2011,9th Grade,12th Grade,Senior,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro,
900,5045,LEGACY POINT ELEMENTARY SCHOOL,PARKER,CO,80134,2011,Kindergarten,5th Grade,Elementary,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro,
2690,5048,LEMUEL PITTS MIDDLE SCHOOL,PUEBLO,CO,81005,2011,6th Grade,8th Grade,Middle,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban,
3140,5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,FORT LUPTON,CO,80621,2011,Preschool,5th Grade,Elementary,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town,
20,5058,LEROY DRIVE ELEMENTARY SCHOOL,NORTHGLENN,CO,80233,2011,Kindergarten,5th Grade,Elementary,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro,
1550,5068,LESHER MIDDLE SCHOOL,FORT COLLINS,CO,80524,2011,6th Grade,8th Grade,Middle,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
3110,5078,LETFORD ELEMENTARY SCHOOL,JOHNSTOWN,CO,80534,2011,Preschool,5th Grade,Elementary,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town,
2035,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,CORTEZ,CO,81321,2011,Kindergarten,5th Grade,Elementary,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City,
1080,5093,MONUMENT CHARTER ACADEMY,MONUMENT,CO,80132,2011,Preschool,8th Grade,Elementary,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban,
1080,5096,LEWIS-PALMER ELEMENTARY SCHOOL,MONUMENT,CO,80132,2011,Preschool,6th Grade,Elementary,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban,
1080,5098,LEWIS-PALMER MIDDLE SCHOOL,MONUMENT,CO,80132,2011,7th Grade,8th Grade,Middle,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban,
1080,5100,LEWIS-PALMER HIGH SCHOOL,MONUMENT,CO,80132,2011,9th Grade,12th Grade,Senior,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban,
2530,5114,JEFFERSON INTERMEDIATE SCHOOL,ROCKY FORD,CO,81067,2011,3rd Grade,6th Grade,Elementary,ROCKY FORD R-2,601 - 1.200,Outlying Town,
3230,5119,LIBERTY ELEMENTARY SCHOOL,JOES,CO,80822,2011,Preschool,6th Grade,Elementary,LIBERTY J-4,300 or less,Outlying Town,
1550,5120,LIBERTY COMMON CHARTER SCHOOL,FORT COLLINS,CO,80525,2011,Kindergarten,10th Grade,Senior,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
3230,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,JOES,CO,80822,2011,7th Grade,12th Grade,Senior,LIBERTY J-4,300 or less,Outlying Town,
1040,5126,LIBERTY HIGH SCHOOL,COLORADO SPRINGS,CO,80920,2011,9th Grade,12th Grade,Senior,ACADEMY 20,"6,001 - 25,000",Urban-Suburban,
880,5129,LIFE SKILLS CENTER OF DENVER,DENVER,CO,80204,2011,9th Grade,12th Grade,Senior,DENVER COUNTY 1,"Over 25,000",Denver Metro,
1790,5132,LIMON ELEMENTARY SCHOOL,LIMON,CO,80828,2011,Preschool,5th Grade,Elementary,LIMON RE-4J,601 - 1.200,Outlying Town,
1790,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,LIMON,CO,80828,2011,6th Grade,12th Grade,Senior,LIMON RE-4J,601 - 1.200,Outlying Town,
1420,5145,LINCOLN CHARTER ACADEMY,ARVADA,CO,80003,2011,Preschool,12th Grade,Senior,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
1010,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,COLORADO SPRINGS,CO,80910,2011,9th Grade,12th Grade,Senior,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban,
870,5154,LINCOLN ELEMENTARY SCHOOL,DELTA,CO,81416,2011,Kindergarten,5th Grade,Elementary,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town,
880,5158,LINCOLN ELEMENTARY SCHOOL,DENVER,CO,80209,2011,Preschool,5th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
1010,5162,LINCOLN ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80907,2011,Kindergarten,5th Grade,Elementary,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban,
1140,5166,LINCOLN ELEMENTARY SCHOOL,CANON CITY,CO,81212,2011,Kindergarten,5th Grade,Elementary,CANON CITY RE-1,"1,201 - 6,000",Outlying City,
1550,5168,LINCOLN MIDDLE SCHOOL,FORT COLLINS,CO,80521,2011,6th Grade,8th Grade,Middle,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
1560,5170,LINCOLN ELEMENTARY SCHOOL,LOVELAND,CO,80538,2011,Kindergarten,5th Grade,Elementary,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban,
2405,5180,LINCOLN HIGH SCHOOL,FORT MORGAN,CO,80701,2011,9th Grade,12th Grade,Senior,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City,
2660,5190,LINCOLN ELEMENTARY SCHOOL,LAMAR,CO,81052,2011,5th Grade,6th Grade,Elementary,LAMAR RE-2,"1,201 - 6,000",Outlying City,
1550,5196,LINTON ELEMENTARY SCHOOL,FORT COLLINS,CO,80525,2011,Preschool,5th Grade,Elementary,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
2000,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,GRAND JUNCTION,CO,81503,2011,Preschool,5th Grade,Elementary,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban,
3200,5221,LITTLE INDIANS PRESCHOOL,YUMA,CO,80759,2011,Preschool,Preschool,Elementary,YUMA 1,601 - 1.200,Outlying Town,
1420,5222,LITTLE ELEMENTARY SCHOOL,ARVADA,CO,80003,2011,Kindergarten,6th Grade,Elementary,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro,
140,5224,LITTLETON HIGH SCHOOL,LITTLETON,CO,80121,2011,9th Grade,12th Grade,Senior,LITTLETON 6,"6,001 - 25,000",Denver Metro,
140,5229,LITTLETON ACADEMY,LITTLETON,CO,80120,2011,Kindergarten,8th Grade,Elementary,LITTLETON 6,"6,001 - 25,000",Denver Metro,
140,5233,LITTLETON PREP CHARTER SCHOOL,LITTLETON,CO,80123,2011,Kindergarten,8th Grade,Elementary,LITTLETON 6,"6,001 - 25,000",Denver Metro,
1550,5234,LIVERMORE ELEMENTARY SCHOOL,LIVERMORE,CO,80536,2011,Kindergarten,5th Grade,Elementary,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
140,5236,LOIS LENSKI ELEMENTARY SCHOOL,CENTENNIAL,CO,80121,2011,Kindergarten,5th Grade,Elementary,LITTLETON 6,"6,001 - 25,000",Denver Metro,
3060,5238,LONE STAR MIDDLE SCHOOL,OTIS,CO,80743,2011,5th Grade,8th Grade,Middle,LONE STAR 101,300 or less,Rural,
2000,5244,LOMA ELEMENTARY SCHOOL,LOMA,CO,81524,2011,Preschool,5th Grade,Elementary,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban,
470,5246,LOMA LINDA ELEMENTARY SCHOOL,LONGMONT,CO,80501,2011,Preschool,5th Grade,Elementary,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro,
3060,5254,LONE STAR ELEMENTARY SCHOOL,OTIS,CO,80743,2011,Kindergarten,4th Grade,Elementary,LONE STAR 101,300 or less,Rural,
880,5255,LAKE INTERNATIONAL SCHOOL,DENVER,CO,80204,2011,6th Grade,6th Grade,Elementary,DENVER COUNTY 1,"Over 25,000",Denver Metro,
3060,5258,LONE STAR UNDIVIDED HIGH SCHOOL,OTIS,CO,80743,2011,9th Grade,12th Grade,Senior,LONE STAR 101,300 or less,Rural,
500,5268,LONGFELLOW ELEMENTARY SCHOOL,SALIDA,CO,81201,2011,Kindergarten,4th Grade,Elementary,SALIDA R-32,601 - 1.200,Outlying Town,
470,5282,LONGMONT HIGH SCHOOL,LONGMONT,CO,80501,2011,9th Grade,12th Grade,Senior,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro,
470,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,LONGMONT,CO,80503,2011,Preschool,5th Grade,Elementary,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro,
470,5286,SUNSET MIDDLE SCHOOL,LONGMONT,CO,80501,2011,6th Grade,8th Grade,Middle,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro,
470,5288,LONGS PEAK MIDDLE SCHOOL,LONGMONT,CO,80501,2011,6th Grade,8th Grade,Middle,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro,
1550,5292,LOPEZ ELEMENTARY SCHOOL,FORT COLLINS,CO,80526,2011,Kindergarten,5th Grade,Elementary,POUDRE R-1,"6,001 - 25,000",Urban-Suburban,
